,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,female-male
0,0.12510797,-0.025652012,"('unsociable', 'sociable')",0.987059,0.89737207,0.32360727,0.224421,0.4785914,0.3653804,-0.113211
1,-0.43469286,-0.4087742,"('unfriendly', 'friendly')",-1.2761238,-1.2380681,1.1603698,1.0800538,-0.1834823,-0.1889295,-0.0054472
2,0.41876948,0.4322425,"('unlikable', 'likable')",0.4912753,0.52876973,0.4203289,0.46885288,0.4434579,0.4766217,0.0331638
3,0.12629189,0.20381398,"('repellent', 'pleasant')",0.7122701,0.8526852,0.7139775,0.7169448,0.5175132,0.591148,0.0736348
4,0.24429032,0.2861442,"('disliked', 'liked')",-0.3559969,-0.29172084,-7.996434,-8.016324,-2.7027136,-2.673967,0.0287466
5,0.29637235,0.35655293,"('distant', 'outgoing')",-1.0874649,-1.0310862,-0.79296076,-0.7392116,-0.5280178,-0.4712483,0.0567695
6,0.55749136,0.65964824,"('distant', 'open')",-1.0806135,-0.9786436,-0.7835073,-0.69303364,-0.4355431,-0.337343,0.0982001
7,0.5020694,0.46272194,"('insensitive', 'sensitive')",0.8406085,0.88774395,0.9143472,0.95523006,0.7523417,0.7685653,0.0162236
8,-0.39775124,-0.3832198,"('unaffectionate', 'affectionate')",-1.1925895,-1.2014413,0.4852451,0.50325006,-0.3683652,-0.3604704,0.0078948
9,0.19431269,0.22554272,"('unaffectionate', 'caring')",-0.8141032,-0.75481385,1.4137318,1.4788647,0.2646471,0.3165312,0.0518841
10,-0.4453772,-0.5017419,"('unsympathetic', 'sympathetic')",0.7501853,0.8592663,0.25544038,0.37142003,0.1867495,0.2429815,0.056232
11,0.3216349,0.29615262,"('unhelpful', 'helpful')",0.6183282,0.6652846,2.4827762,2.5713751,1.1409131,1.1776041,0.036691
12,0.71754825,0.76789063,"('unsupportive', 'supportive')",0.4845304,0.6256556,-1.8483592,-1.7827337,-0.2154269,-0.1297292,0.0856977
13,0.96606666,0.84701115,"('impolite', 'polite')",1.145125,1.0414629,0.11616312,0.10240728,0.7424516,0.6636271,-0.0788245
