,republic_male,republic_female,tuple,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,1.1552144,1.0499413,"('unsociable', 'sociable')",0.7838176,0.6528722,-0.2115913,-0.35073265,0.5758136,0.4506936,-0.12512
1,-0.45554045,-0.42010066,"('unfriendly', 'friendly')",0.021872196,-0.03838434,1.9121069,1.8383135,0.4928129,0.4599428,-0.0328701
2,0.52038985,0.6448026,"('unlikable', 'likable')",1.3679861,1.5062128,0.51780367,0.6113036,0.8020599,0.9207729,0.118713
3,0.6988748,0.8341394,"('repellent', 'pleasant')",0.27548265,0.36788908,0.16176619,0.20925865,0.3787079,0.4704291,0.0917212
4,-1.3771328,-1.4623471,"('disliked', 'liked')",-0.21559054,-0.3154396,-6.022226,-6.1087866,-2.5383164,-2.6288578,-0.0905414
5,-0.97919774,-0.96823084,"('distant', 'outgoing')",-0.4574722,-0.4604856,-0.051026285,-0.079625554,-0.4958987,-0.5027807,-0.006882
6,-1.4347134,-1.3585756,"('distant', 'open')",-0.9383419,-0.8954601,0.69068646,0.6348972,-0.5607896,-0.5397128,0.0210768
7,0.71796113,0.74827915,"('insensitive', 'sensitive')",0.5618694,0.63757026,0.77618545,0.75544655,0.6853387,0.7137653,0.0284266
8,-0.38645783,-0.32422894,"('unaffectionate', 'affectionate')",-0.376029,-0.30899742,0.9760949,0.8861053,0.0712027,0.084293,0.0130903
9,0.45036536,0.47765553,"('unaffectionate', 'caring')",0.48754567,0.5067981,1.1088079,1.0662591,0.6822397,0.6835709,0.0013312
10,1.1908966,1.2296469,"('unsympathetic', 'sympathetic')",0.17620704,0.24427448,-0.5268592,-0.5496003,0.2800815,0.308107,0.0280255
11,0.87315315,0.89753807,"('unhelpful', 'helpful')",1.0695877,1.0991249,1.393714,1.4663193,1.1121516,1.1543274,0.0421758
12,0.9076438,0.9953715,"('unsupportive', 'supportive')",1.0268999,1.2030308,-1.8883835,-1.9157248,0.0153867,0.0942259,0.0788392
