,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.21796018,-0.34402826,"('unsociable', 'sociable')",-0.083580375,-0.2216215,0.12046544,0.055234864,-0.0603584,-0.1701383,-0.1097799
1,-0.73242533,-0.83509636,"('unfriendly', 'friendly')",0.45039392,0.4975209,1.8470079,1.6954259,0.5216588,0.4526168,-0.069042
2,0.84425044,0.9022242,"('unlikable', 'likable')",-0.013421617,0.050443202,0.12404629,0.20948179,0.3182917,0.3873831,0.0690914
3,-0.6893824,-0.6240926,"('repellent', 'pleasant')",-0.2037473,-0.09648875,0.39433277,0.46639472,-0.1662656,-0.0847289,0.0815367
4,0.6001149,0.5239868,"('disliked', 'liked')",0.6784525,0.6083931,-5.052692,-5.072953,-1.2580415,-1.3135244,-0.0554829
5,-0.06331966,-0.05925016,"('distant', 'outgoing')",0.10177396,0.26419777,-0.22207107,-0.28863668,-0.0612056,-0.0278964,0.0333092
6,-0.39868784,-0.3403999,"('distant', 'open')",0.12501808,0.34604013,0.36588016,0.2549448,0.0307368,0.0868617,0.0561249
7,-0.47608244,-0.49358252,"('insensitive', 'sensitive')",-0.2800179,-0.27102247,0.42178002,0.5010501,-0.1114401,-0.0878516,0.0235885
8,-0.5957798,-0.5941129,"('unaffectionate', 'affectionate')",0.70991963,0.77542096,0.7893143,0.6003127,0.3011514,0.2605403,-0.0406111
9,-0.900753,-0.9453035,"('unaffectionate', 'caring')",0.3366327,0.30907732,0.8718367,0.73438984,0.1025721,0.0327212,-0.0698509
10,-1.1580635,-1.2056853,"('unsympathetic', 'sympathetic')",-1.1019106,-1.127758,0.13298142,0.20163983,-0.7089976,-0.7106011,-0.0016035
11,0.066553965,0.04641651,"('unhelpful', 'helpful')",0.35746735,0.25842673,2.045043,2.117529,0.8230214,0.8074574,-0.015564
12,0.11064652,0.12942454,"('unsupportive', 'supportive')",-0.17146076,-0.090384506,-1.6622187,-1.643425,-0.5743443,-0.534795,0.0395493
13,0.18135186,0.10582412,"('impolite', 'polite')",-0.7416874,-0.8541844,-0.49982107,-0.46194863,-0.3533855,-0.4034363,-0.0500508
14,-0.42614824,-0.3521065,"('antisocial', 'social')",1.0335543,0.9722005,-0.28926307,-0.11257534,0.1060477,0.1691729,0.0631252
15,1.1721371,1.1191862,"('boring', 'funny')",1.1827165,1.1931921,0.8156138,0.83839405,1.0568225,1.0502575,-0.006565
16,-0.010572164,-0.06786663,"('unpopular', 'popular')",0.0526359,0.081785336,0.8804375,0.85762686,0.3075004,0.2905152,-0.0169852
17,-0.016138738,0.04692433,"('nasty', 'nice')",0.050676197,0.1622291,-0.10020179,-0.09217265,-0.0218881,0.0389936,0.0608817
18,0.08452681,0.17329453,"('disagreeable', 'welcoming')",-0.16249295,-0.06481833,-0.85750735,-0.83012587,-0.3118245,-0.2405499,0.0712746
19,0.052834604,0.083499394,"('inhospitable', 'hospitable')",-0.7878449,-0.65844977,-0.5888161,-0.5982143,-0.4412754,-0.3910549,0.0502205
20,-0.86468595,-0.76634026,"('rough', 'thoughtful')",-0.23603077,-0.15380026,0.576722,0.61286765,-0.1746649,-0.1024243,0.0722406
21,-0.95088977,-0.97273296,"('immoral', 'moral')",-0.9602344,-1.0196939,-1.195265,-1.0490069,-1.0354631,-1.0138113,0.0216518
22,0.0059496704,0.027679361,"('untrustworthy', 'trustworthy')",-1.4435924,-1.3544805,-0.43498963,-0.33240187,-0.6242108,-0.5530677,0.0711431
23,-0.11884618,-0.15155804,"('insincere', 'sincere')",-0.6530138,-0.6145846,5.3299565,5.3023343,1.5193655,1.5120638,-0.0073017
24,0.2993265,0.26927713,"('dishonest', 'honest')",-0.22301894,-0.19928433,0.55981714,0.538303,0.2120416,0.2027653,-0.0092763
25,-0.3435225,-0.36219314,"('egoistic', 'altruistic')",0.89916235,0.94548875,0.56175154,0.46322992,0.3724638,0.3488418,-0.023622
26,0.028436698,-0.036751434,"('hardhearted', 'benevolent')",2.8074682,2.7115476,2.3199408,2.2518938,1.7186152,1.64223,-0.0763852
27,0.093145914,0.17112741,"('hardhearted', 'softhearted')",0.7301905,0.77616477,0.49104244,0.31440482,0.4381263,0.4205657,-0.0175606
28,-1.2992576,-1.4142596,"('disloyal', 'loyal')",0.033566512,-0.08665694,1.1748513,1.0486848,-0.03028,-0.1507439,-0.1204639
29,-0.22973374,-0.24822417,"('unfair', 'fair')",-1.099527,-1.0217248,-0.8623778,-0.9730486,-0.7305462,-0.7476659,-0.0171197
30,0.92295444,0.93634534,"('intolerant', 'tolerant')",1.2799596,1.2411574,0.898857,1.0221534,1.0339236,1.066552,0.0326284
31,0.016161835,0.087924495,"('evil', 'good')",-0.34188575,-0.26533076,-0.74414295,-0.8754128,-0.3566223,-0.3509397,0.0056826
32,-0.4821129,-0.6677973,"('unkind', 'kind')",-0.317625,-0.41410932,1.050466,0.9688536,0.083576,-0.0376844,-0.1212604
33,0.27412,0.2067966,"('wrong', 'right')",0.11445534,0.12280417,-0.5080823,-0.65606225,-0.0398356,-0.1088205,-0.0689849
34,-0.16094618,-0.09164563,"('mean', 'honorable')",-0.006030351,0.24243967,5.3089595,5.503408,1.7139943,1.884734,0.1707397
35,0.38398468,0.3409491,"('corrupt', 'incorrupt')",0.15833178,0.10569234,-0.24919567,-0.47822356,0.0977069,-0.0105274,-0.1082343
36,-0.81029594,-0.85858417,"('hostile', 'amicable')",0.3121528,0.33872887,0.43237475,0.27725852,-0.0219228,-0.0808656,-0.0589428
37,-0.21737242,-0.18188426,"('fake', 'genuine')",0.009504013,0.026306821,0.18880746,0.2250188,-0.0063536,0.0231471,0.0295007
38,-0.13471176,-0.2101408,"('untruthful', 'truthful')",-0.39526072,-0.41498423,0.46548468,0.4885267,-0.0214959,-0.0455328,-0.0240369
39,-0.14016028,-0.06660164,"('exploitative', 'cooperative')",-0.9065362,-0.8317118,-0.13727796,-0.07402842,-0.3946582,-0.324114,0.0705442
40,0.029092912,-0.048688166,"('stingy', 'generous')",-0.19877766,-0.23089606,-1.8721606,-1.9369576,-0.6806151,-0.7388473,-0.0582322
41,0.2856233,0.27143216,"('unforgiving', 'forgiving')",-0.6481766,-0.6324711,0.6650031,0.65282756,0.1008166,0.0972629,-0.0035537
42,0.6703083,0.76855546,"('unreliable', 'reliable')",-0.3063349,-0.06730001,-2.4899027,-2.2803798,-0.7086431,-0.5263748,0.1822683
43,-0.27589896,-0.21304767,"('irresponsible', 'responsible')",-0.8446096,-0.73691803,0.49878475,0.601823,-0.2072413,-0.1160476,0.0911937
44,0.15346271,0.23302454,"('prejudiced', 'unprejudiced')",-0.96606183,-0.84821624,-1.7698272,-1.6807635,-0.8608088,-0.7653184,0.0954904
45,-0.03699523,-0.060825218,"('incompetent', 'competent')",0.47522554,0.44046926,0.5431122,0.52644295,0.3271142,0.302029,-0.0250852
46,-0.27625504,-0.311947,"('uncompetitive', 'competitive')",-0.2985444,-0.31828028,-0.016458005,0.1331405,-0.1970858,-0.1656956,0.0313902
47,-0.044367015,0.050967082,"('stupid', 'smart')",0.47887388,0.59522825,5.3787065,5.442788,1.9377378,2.0296612,0.0919234
48,-0.88178205,-0.9034644,"('unintelligent', 'intelligent')",-0.53955257,-0.6370581,0.060545728,0.07777663,-0.4535963,-0.4875819,-0.0339856
49,-0.8372796,-0.6519656,"('unable', 'able')",0.059223928,0.21951665,-0.44489625,-0.36825973,-0.4076506,-0.2669029,0.1407477
50,-0.25880328,-0.27088317,"('clumsy', 'skillful')",0.07334952,0.14171389,-0.5998167,-0.6098716,-0.2617568,-0.246347,0.0154098
51,-0.6651804,-0.78154576,"('uneducated', 'educated')",-0.35842007,-0.5162699,-0.13426118,-0.17401285,-0.3859539,-0.4906095,-0.1046556
52,0.03826189,-0.021582175,"('irrational', 'rational')",-0.4513097,-0.51184493,-0.4621972,-0.65627366,-0.2917483,-0.3965669,-0.1048186
53,-0.45609456,-0.43597955,"('uncreative', 'creative')",0.26039478,0.3433173,0.8112478,0.7687307,0.2051827,0.2253561,0.0201734
54,-0.47863713,-0.5480115,"('incapable', 'capable')",0.065193646,0.07822064,0.60439104,0.595722,0.0636492,0.0419771,-0.0216721
55,-0.4246555,-0.40161726,"('incompetent', 'clever')",-0.9304704,-0.86170375,0.30086967,0.44892055,-0.3514187,-0.2714668,0.0799519
56,0.72120374,0.74261093,"('impractical', 'practical')",1.2481174,1.245427,0.77873397,0.8933228,0.9160184,0.9604536,0.0444352
57,-0.28896374,-0.3839781,"('unimaginative', 'imaginative')",0.5166224,0.39942396,-1.0103693,-0.97746605,-0.2609035,-0.3206734,-0.0597699
58,-0.095014386,-0.08124361,"('undiscriminating', 'discriminating')",0.18450722,0.27107984,0.5415311,0.61018026,0.2103413,0.2666722,0.0563309
59,0.22341406,0.23683819,"('foolish', 'wise')",0.8232324,0.84857583,-0.055714443,-0.12625057,0.3303107,0.3197212,-0.0105895
60,-0.4199213,-0.38613778,"('inefficient', 'efficient')",-0.18012848,-0.15753885,-0.41017765,-0.15068151,-0.3367425,-0.2314527,0.1052898
61,-0.37283292,-0.38116947,"('illogical', 'logical')",-1.1901101,-1.2818296,0.19381033,0.0643309,-0.4563775,-0.5328894,-0.0765119
62,0.27290165,0.3447079,"('incompetent', 'brilliant')",-0.17338611,-0.15496743,-0.080645464,0.046507582,0.00629,0.0787494,0.0724594
63,-0.15470144,-0.16204596,"('unperceptive', 'insightful')",-0.7701633,-0.7682125,0.58571875,0.7415496,-0.1130487,-0.0629029,0.0501458
64,-0.017633786,-0.07652515,"('shy', 'confident')",-0.5624149,-0.62776816,-5.655,-5.5368853,-2.0783496,-2.0803928,-0.0020432
65,-0.5545685,-0.6581566,"('insecure', 'secure')",-1.7133139,-1.7997649,0.23156515,0.46016148,-0.6787724,-0.66592,0.0128524
66,-0.63064766,-0.64987093,"('inactive', 'active')",0.14204276,0.047272786,0.9882746,0.90124476,0.1665566,0.0995489,-0.0670077
67,0.16458383,0.18289158,"('doubtful', 'determined')",0.1413315,0.11046761,-0.4019177,-0.43453738,-0.0320008,-0.0470594,-0.0150586
68,-0.7348037,-0.72448444,"('dependent', 'independent')",-1.4444023,-1.4278405,-0.99391806,-0.93193513,-1.0577079,-1.0280867,0.0296212
69,-0.07081416,0.02726015,"('lazy', 'industrious')",1.5412296,1.6526726,-0.43383205,-0.40921038,0.3455278,0.4235741,0.0780463
70,0.61608917,0.63307947,"('lethargic', 'energetic')",-0.049154967,0.0052066445,0.8113125,0.9979309,0.4594156,0.5454057,0.0859901
71,-0.100273624,-0.14375529,"('diffident', 'self-confident')",0.82236665,0.8095069,0.45137578,0.37174416,0.3911563,0.3458319,-0.0453244
72,-1.4008381,-1.4274167,"('unambitious', 'ambitious')",-0.6635634,-0.75226486,-0.50732887,-0.5040723,-0.8572435,-0.8945847,-0.0373412
73,0.6220143,0.5797423,"('helpless', 'self-reliant')",0.65047824,0.58412135,-3.4935296,-3.4449458,-0.7403456,-0.7603607,-0.0200151
74,0.18976183,0.2631515,"('undedicated', 'dedicated')",0.7586005,0.91858244,0.5066723,0.5152957,0.4850115,0.5656765,0.080665
75,-0.17063463,-0.20947993,"('meek', 'impulsive')",0.3230161,0.2983055,-0.28319854,-0.28217095,-0.0436057,-0.0644485,-0.0208428
76,0.23186204,0.34100333,"('anxious', 'daring')",-0.6134863,-0.42166287,-0.118621334,0.06334372,-0.1667485,-0.0057719,0.1609766
77,-0.7302902,-0.74015886,"('unmotivated', 'motivated')",-0.4772597,-0.5464209,-0.9620133,-0.88193625,-0.7231877,-0.7228386,0.0003491
78,-1.1147203,-1.0881157,"('nonresilient', 'resilient')",-0.31496328,-0.21458879,-0.12014843,-0.11913934,-0.5166107,-0.4739479,0.0426628
79,0.11485437,0.0568987,"('wavering', 'unwavering')",0.017101131,0.044642594,0.16413431,0.10391227,0.0986966,0.0684845,-0.0302121
80,-0.18380915,-0.26120913,"('dominated', 'dominating')",-0.7571975,-0.9190235,-0.8279705,-0.7477838,-0.5896591,-0.6426721,-0.053013
81,-0.32445878,-0.48814684,"('submissive', 'aggressive')",-0.013106754,-0.28242984,-0.7957551,-0.5929095,-0.3777735,-0.4544954,-0.0767219
82,0.38989562,0.3988965,"('poor', 'rich')",0.5328611,0.6578481,6.1438336,6.2002234,2.3555301,2.4189893,0.0634592
83,-1.1496269,-1.1557348,"('powerless', 'powerful')",-0.4741327,-0.41898587,-1.5758903,-1.565149,-1.0665499,-1.0466232,0.0199267
84,0.24374378,0.19968878,"('inferior', 'superior')",-0.45481783,-0.4514007,0.55816245,0.53700167,0.1156961,0.0950966,-0.0205995
85,0.31847137,0.30939496,"('insignificant', 'prestigious')",0.86113137,0.94838434,-0.08586255,-0.23051229,0.3645801,0.3424224,-0.0221577
86,-1.2028189,-1.2880993,"('uninfluential', 'influential')",-0.49327588,-0.58970755,0.14346153,0.11368277,-0.5175444,-0.5880414,-0.070497
87,0.098827735,-0.03423612,"('unsuccessful', 'successful')",0.5896873,0.3109047,0.7582861,0.732533,0.4822671,0.3364005,-0.1458666
88,0.7758492,0.6523,"('low', 'eminent')",1.6083096,1.5172158,0.8383722,0.79451,1.074177,0.9880087,-0.0861683
