,figure_male,figure_female,tuple,average_male,average_female,female-male
22,-0.3683686,-0.31838313,"('untrustworthy', 'trustworthy')",-0.3683686,-0.3183831,0.0499855
23,6.4318175,6.605091,"('insincere', 'sincere')",6.4318175,6.6050911,0.1732736
24,1.7547991,1.8862584,"('dishonest', 'honest')",1.7547991,1.8862584,0.1314593
25,0.5353333,0.39728323,"('egoistic', 'altruistic')",0.5353333,0.3972832,-0.1380501
26,0.4344514,0.3412215,"('hardhearted', 'benevolent')",0.4344514,0.3412215,-0.0932299
27,1.6637853,1.5582205,"('hardhearted', 'softhearted')",1.6637853,1.5582205,-0.1055648
28,1.3643807,1.4593841,"('disloyal', 'loyal')",1.3643807,1.4593841,0.0950034
29,-0.44789746,-0.4595354,"('unfair', 'fair')",-0.4478975,-0.4595354,-0.0116379
30,0.6218375,0.700534,"('intolerant', 'tolerant')",0.6218375,0.700534,0.0786965
31,-1.6476542,-1.5999008,"('evil', 'good')",-1.6476542,-1.5999008,0.0477534
32,1.5194321,1.5539918,"('unkind', 'kind')",1.5194321,1.5539918,0.0345597
33,-0.40870804,-0.3496945,"('wrong', 'right')",-0.408708,-0.3496945,0.0590135
34,4.5548716,4.917397,"('mean', 'honorable')",4.5548716,4.917397,0.3625254
35,-1.0630426,-1.1300753,"('corrupt', 'incorrupt')",-1.0630426,-1.1300753,-0.0670327
36,-0.78223544,-0.78625596,"('hostile', 'amicable')",-0.7822354,-0.786256,-0.0040206
37,1.0973904,1.1061089,"('fake', 'genuine')",1.0973904,1.1061089,0.0087185
38,0.034630597,0.20341583,"('untruthful', 'truthful')",0.0346306,0.2034158,0.1687852
39,-0.22494183,-0.2771441,"('exploitative', 'cooperative')",-0.2249418,-0.2771441,-0.0522023
40,-1.8161961,-2.0677009,"('stingy', 'generous')",-1.8161961,-2.0677009,-0.2515048
41,0.053209186,0.12385152,"('unforgiving', 'forgiving')",0.0532092,0.1238515,0.0706423
42,-2.2714303,-2.352608,"('unreliable', 'reliable')",-2.2714303,-2.352608,-0.0811777
43,1.2191023,1.3649923,"('irresponsible', 'responsible')",1.2191023,1.3649923,0.14589
44,-1.2119616,-1.4475691,"('prejudiced', 'unprejudiced')",-1.2119616,-1.4475691,-0.2356075
45,0.051129498,0.1912381,"('incompetent', 'competent')",0.0511295,0.1912381,0.1401086
46,-0.4902785,-0.47063825,"('uncompetitive', 'competitive')",-0.4902785,-0.4706382,0.0196403
47,5.1423016,5.456078,"('stupid', 'smart')",5.1423016,5.4560781,0.3137765
48,0.6032331,0.5929475,"('unintelligent', 'intelligent')",0.6032331,0.5929475,-0.0102856
49,0.34592554,0.6188619,"('unable', 'able')",0.3459255,0.6188619,0.2729364
50,0.083890066,0.14390725,"('clumsy', 'skillful')",0.0838901,0.1439072,0.0600171
51,0.48442954,0.5589269,"('uneducated', 'educated')",0.4844295,0.5589269,0.0744974
52,-0.49021542,-0.46232045,"('irrational', 'rational')",-0.4902154,-0.4623204,0.027895
53,0.22737725,0.41814113,"('uncreative', 'creative')",0.2273773,0.4181411,0.1907638
54,1.2498622,1.5368068,"('incapable', 'capable')",1.2498622,1.5368068,0.2869446
55,0.6568045,0.69258505,"('incompetent', 'clever')",0.6568045,0.6925851,0.0357806
56,0.74283546,0.92378604,"('impractical', 'practical')",0.7428355,0.923786,0.1809505
57,-2.4889224,-2.3933144,"('unimaginative', 'imaginative')",-2.4889224,-2.3933144,0.095608
58,-0.01943557,-0.013579309,"('undiscriminating', 'discriminating')",-0.0194356,-0.0135793,0.0058563
59,-0.15152305,0.008419596,"('foolish', 'wise')",-0.1515231,0.0084196,0.1599427
60,0.8719358,0.8786517,"('inefficient', 'efficient')",0.8719358,0.8786517,0.0067159
61,0.25243005,0.17071263,"('illogical', 'logical')",0.2524301,0.1707126,-0.0817175
62,0.7584664,0.8716826,"('incompetent', 'brilliant')",0.7584664,0.8716826,0.1132162
63,0.41854307,0.5968036,"('unperceptive', 'insightful')",0.4185431,0.5968036,0.1782605
64,-6.1140814,-6.11428,"('shy', 'confident')",-6.1140814,-6.1142802,-0.0001988
65,0.4089486,0.3312889,"('insecure', 'secure')",0.4089486,0.3312889,-0.0776597
66,-0.18047205,-0.12313412,"('inactive', 'active')",-0.180472,-0.1231341,0.0573379
67,-0.4187289,-0.37629256,"('doubtful', 'determined')",-0.4187289,-0.3762926,0.0424363
68,-0.51109487,-0.41714895,"('dependent', 'independent')",-0.5110949,-0.4171489,0.093946
69,-2.0145879,-1.9178811,"('lazy', 'industrious')",-2.0145879,-1.9178811,0.0967068
70,1.1740377,1.2496214,"('lethargic', 'energetic')",1.1740377,1.2496214,0.0755837
71,0.3972869,0.5082685,"('diffident', 'self-confident')",0.3972869,0.5082685,0.1109816
72,0.9263964,0.9563918,"('unambitious', 'ambitious')",0.9263964,0.9563918,0.0299954
73,-2.893141,-2.9505408,"('helpless', 'self-reliant')",-2.893141,-2.9505408,-0.0573998
74,0.15774164,0.09444749,"('undedicated', 'dedicated')",0.1577416,0.0944475,-0.0632941
75,-0.7443309,-0.61749196,"('meek', 'impulsive')",-0.7443309,-0.617492,0.1268389
76,0.6276831,0.46292335,"('anxious', 'daring')",0.6276831,0.4629233,-0.1647598
77,-1.4790158,-1.3436544,"('unmotivated', 'motivated')",-1.4790158,-1.3436544,0.1353614
78,-0.8689453,-0.8715367,"('nonresilient', 'resilient')",-0.8689453,-0.8715367,-0.0025914
79,-0.4502983,-0.21330565,"('wavering', 'unwavering')",-0.4502983,-0.2133057,0.2369926
80,-0.49332047,-0.55322576,"('dominated', 'dominating')",-0.4933205,-0.5532258,-0.0599053
81,0.26056948,0.24794191,"('submissive', 'aggressive')",0.2605695,0.2479419,-0.0126276
82,6.530693,6.885223,"('poor', 'rich')",6.5306931,6.8852229,0.3545298
83,-0.33255547,-0.2933613,"('powerless', 'powerful')",-0.3325555,-0.2933613,0.0391942
84,0.27185735,0.40047428,"('inferior', 'superior')",0.2718574,0.4004743,0.1286169
85,-1.2038064,-1.1939757,"('insignificant', 'prestigious')",-1.2038064,-1.1939757,0.0098307
86,0.54635614,0.78825676,"('uninfluential', 'influential')",0.5463561,0.7882568,0.2419007
87,-0.29231694,-0.02143687,"('unsuccessful', 'successful')",-0.2923169,-0.0214369,0.27088
88,0.16039297,0.30267048,"('low', 'eminent')",0.160393,0.3026705,0.1422775
