,nickname_male,nickname_female,tuple,average_male,average_female,female-male
0,0.07810316,-0.05133126,"('unsociable', 'sociable')",0.0781032,-0.0513313,-0.1294345
1,1.234858,1.2556314,"('unfriendly', 'friendly')",1.234858,1.2556314,0.0207734
2,0.53222126,0.6859179,"('unlikable', 'likable')",0.5322213,0.6859179,0.1536966
3,0.7791287,0.88549346,"('repellent', 'pleasant')",0.7791287,0.8854935,0.1063648
4,-7.011474,-7.0003705,"('disliked', 'liked')",-7.0114741,-7.0003705,0.0111036
5,-0.2583785,-0.07833318,"('distant', 'outgoing')",-0.2583785,-0.0783332,0.1800453
6,-0.0054452904,0.16287151,"('distant', 'open')",-0.0054453,0.1628715,0.1683168
7,0.64711064,0.7611182,"('insensitive', 'sensitive')",0.6471106,0.7611182,0.1140076
8,0.9605709,1.0322331,"('unaffectionate', 'affectionate')",0.9605709,1.0322331,0.0716622
9,1.3645872,1.5726197,"('unaffectionate', 'caring')",1.3645872,1.5726197,0.2080325
10,1.4474332,1.5257589,"('unsympathetic', 'sympathetic')",1.4474332,1.5257589,0.0783257
11,1.8913721,1.9890419,"('unhelpful', 'helpful')",1.8913721,1.9890419,0.0976698
12,-1.4454281,-1.4038204,"('unsupportive', 'supportive')",-1.4454281,-1.4038204,0.0416077
13,0.5085328,0.4462962,"('impolite', 'polite')",0.5085328,0.4462962,-0.0622366
14,-0.36398378,-0.50547576,"('antisocial', 'social')",-0.3639838,-0.5054758,-0.141492
15,0.45660046,0.35317454,"('boring', 'funny')",0.4566005,0.3531745,-0.103426
16,-0.50273234,-0.3929205,"('unpopular', 'popular')",-0.5027323,-0.3929205,0.1098118
17,-0.046656307,-0.01687903,"('nasty', 'nice')",-0.0466563,-0.016879,0.0297773
18,-0.5568459,-0.6355054,"('disagreeable', 'welcoming')",-0.5568459,-0.6355054,-0.0786595
19,-0.46334383,-0.2981889,"('inhospitable', 'hospitable')",-0.4633438,-0.2981889,0.1651549
20,0.6085376,0.43727547,"('rough', 'thoughtful')",0.6085376,0.4372755,-0.1712621
21,0.19120492,0.32325873,"('immoral', 'moral')",0.1912049,0.3232587,0.1320538
22,-0.2573355,-0.2881329,"('untrustworthy', 'trustworthy')",-0.2573355,-0.2881329,-0.0307974
23,5.9726777,6.004337,"('insincere', 'sincere')",5.9726777,6.0043368,0.0316591
24,1.6578516,1.720079,"('dishonest', 'honest')",1.6578516,1.7200789,0.0622273
25,0.30533892,0.24160638,"('egoistic', 'altruistic')",0.3053389,0.2416064,-0.0637325
26,0.1303338,-0.030217774,"('hardhearted', 'benevolent')",0.1303338,-0.0302178,-0.1605516
27,1.6450564,1.5332365,"('hardhearted', 'softhearted')",1.6450564,1.5332365,-0.1118199
28,1.0582249,1.1441016,"('disloyal', 'loyal')",1.0582249,1.1441016,0.0858767
29,-0.710302,-0.8326951,"('unfair', 'fair')",-0.710302,-0.8326951,-0.1223931
30,0.77948844,0.78808653,"('intolerant', 'tolerant')",0.7794884,0.7880865,0.0085981
31,-1.6922853,-1.6998444,"('evil', 'good')",-1.6922853,-1.6998444,-0.0075591
32,1.3760198,1.3401997,"('unkind', 'kind')",1.3760198,1.3401997,-0.0358201
33,-0.4111501,-0.34914532,"('wrong', 'right')",-0.4111501,-0.3491453,0.0620048
34,4.2325296,4.49845,"('mean', 'honorable')",4.2325296,4.4984498,0.2659202
35,-1.3039682,-1.3935521,"('corrupt', 'incorrupt')",-1.3039682,-1.3935521,-0.0895839
36,-1.024425,-0.9833002,"('hostile', 'amicable')",-1.024425,-0.9833002,0.0411248
37,1.0058596,0.99591815,"('fake', 'genuine')",1.0058596,0.9959182,-0.0099414
38,-0.1843655,-0.053544924,"('untruthful', 'truthful')",-0.1843655,-0.0535449,0.1308206
39,-0.030618958,-0.07824617,"('exploitative', 'cooperative')",-0.030619,-0.0782462,-0.0476272
40,-1.3370335,-1.5384493,"('stingy', 'generous')",-1.3370335,-1.5384493,-0.2014158
41,0.0730488,0.11543598,"('unforgiving', 'forgiving')",0.0730488,0.115436,0.0423872
42,-1.5858674,-1.6641722,"('unreliable', 'reliable')",-1.5858674,-1.6641722,-0.0783048
43,1.1100011,1.1900688,"('irresponsible', 'responsible')",1.1100011,1.1900688,0.0800677
44,-0.96607244,-1.0624704,"('prejudiced', 'unprejudiced')",-0.9660724,-1.0624704,-0.096398
45,0.25348553,0.23589072,"('incompetent', 'competent')",0.2534855,0.2358907,-0.0175948
46,-0.1795177,-0.15017857,"('uncompetitive', 'competitive')",-0.1795177,-0.1501786,0.0293391
47,5.027685,5.220477,"('stupid', 'smart')",5.0276852,5.2204771,0.1927919
48,0.50221676,0.4809654,"('unintelligent', 'intelligent')",0.5022168,0.4809654,-0.0212514
49,0.21496281,0.4899213,"('unable', 'able')",0.2149628,0.4899213,0.2749585
50,-0.018127289,-0.013644194,"('clumsy', 'skillful')",-0.0181273,-0.0136442,0.0044831
51,0.64995503,0.6133011,"('uneducated', 'educated')",0.649955,0.6133011,-0.0366539
52,-0.57001734,-0.5123974,"('irrational', 'rational')",-0.5700173,-0.5123974,0.0576199
53,-0.08918753,-0.030088624,"('uncreative', 'creative')",-0.0891875,-0.0300886,0.0590989
54,1.1914506,1.4811043,"('incapable', 'capable')",1.1914506,1.4811043,0.2896537
55,0.7458554,0.6512773,"('incompetent', 'clever')",0.7458554,0.6512773,-0.0945781
56,0.7837098,0.7622356,"('impractical', 'practical')",0.7837098,0.7622356,-0.0214742
57,-2.1076057,-2.0886805,"('unimaginative', 'imaginative')",-2.1076057,-2.0886805,0.0189252
58,-0.012552671,-0.10725798,"('undiscriminating', 'discriminating')",-0.0125527,-0.107258,-0.0947053
59,-0.10476844,0.03177678,"('foolish', 'wise')",-0.1047684,0.0317768,0.1365452
60,0.97505975,0.9514638,"('inefficient', 'efficient')",0.9750597,0.9514638,-0.0235959
61,-0.07509129,-0.2143129,"('illogical', 'logical')",-0.0750913,-0.2143129,-0.1392216
62,1.26337,1.3245463,"('incompetent', 'brilliant')",1.26337,1.3245463,0.0611763
63,0.55562377,0.6262513,"('unperceptive', 'insightful')",0.5556238,0.6262513,0.0706275
64,-5.3834267,-5.339802,"('shy', 'confident')",-5.3834267,-5.3398018,0.0436249
65,0.7626737,0.6644168,"('insecure', 'secure')",0.7626737,0.6644168,-0.0982569
66,-0.09498559,-0.075488284,"('inactive', 'active')",-0.0949856,-0.0754883,0.0194973
67,-0.42039886,-0.40890527,"('doubtful', 'determined')",-0.4203989,-0.4089053,0.0114936
68,-0.513339,-0.4588041,"('dependent', 'independent')",-0.513339,-0.4588041,0.0545349
69,-2.0270617,-1.8905954,"('lazy', 'industrious')",-2.0270617,-1.8905954,0.1364663
70,1.6181177,1.6052742,"('lethargic', 'energetic')",1.6181177,1.6052742,-0.0128435
71,0.4102255,0.50104195,"('diffident', 'self-confident')",0.4102255,0.5010419,0.0908164
72,1.0085655,1.0523511,"('unambitious', 'ambitious')",1.0085655,1.0523511,0.0437856
73,-2.6118248,-2.6731484,"('helpless', 'self-reliant')",-2.6118248,-2.6731484,-0.0613236
74,0.24624239,0.07899937,"('undedicated', 'dedicated')",0.2462424,0.0789994,-0.167243
75,-0.55547357,-0.39610836,"('meek', 'impulsive')",-0.5554736,-0.3961084,0.1593652
76,0.83298856,0.6732599,"('anxious', 'daring')",0.8329886,0.6732599,-0.1597287
77,-1.2889766,-1.1281427,"('unmotivated', 'motivated')",-1.2889766,-1.1281427,0.1608339
78,-0.6682465,-0.6639263,"('nonresilient', 'resilient')",-0.6682465,-0.6639263,0.0043202
