,maxim_male,maxim_female,tuple,integrated_male,integrated_female,products_male,products_female,inc_male,inc_female,average_male,average_female,female-male
0,0.63848084,0.5221948,"('unsociable', 'sociable')",0.41959816,0.28103,-0.027171668,-0.09572077,-0.8410716,-0.9624182,0.0474589,-0.0637285,-0.1111874
1,-0.1664902,0.007254759,"('unfriendly', 'friendly')",-0.03663662,-0.03618293,0.020259976,-0.060278535,2.3598723,2.2975497,0.5442514,0.5520858,0.0078344
2,0.52474755,0.6028667,"('unlikable', 'likable')",0.77195144,0.9585236,0.3701327,0.37570179,0.7375626,0.79581904,0.6010986,0.6832278,0.0821292
3,-0.33241573,-0.24467173,"('repellent', 'pleasant')",-1.2254224,-1.1047893,0.3217527,0.3965682,-0.0575976,-0.023854293,-0.3234208,-0.2441868,0.079234
4,-1.6292179,-1.5538571,"('disliked', 'liked')",-0.22530743,-0.20109904,-0.1892763,-0.21153484,-5.8837743,-6.039708,-1.981894,-2.0015497,-0.0196557
5,-0.82262605,-0.61818916,"('distant', 'outgoing')",0.57161903,0.79594857,-0.20318589,-0.14179605,0.35493505,0.3957154,-0.0248145,0.1079197,0.1327342
6,-1.5326855,-1.269792,"('distant', 'open')",0.14348972,0.38323754,-0.53055114,-0.45171311,0.81681263,0.8710368,-0.2757336,-0.1168077,0.1589259
7,0.49886072,0.47917005,"('insensitive', 'sensitive')",0.16068836,0.17884445,-0.6570378,-0.6038537,0.6204817,0.6258637,0.1557482,0.1700061,0.0142579
8,0.26527742,0.3932585,"('unaffectionate', 'affectionate')",-0.63635784,-0.5138344,-0.9403675,-0.8538718,1.1422694,1.152325,-0.0422947,0.0444693,0.086764
9,0.9083278,1.0065777,"('unaffectionate', 'caring')",-0.11182541,0.01233944,-0.061426673,-0.023339398,1.4615192,1.5203074,0.5491487,0.6289713,0.0798226
10,0.99009913,0.75137496,"('unsympathetic', 'sympathetic')",-0.6937422,-0.78139955,-0.8030772,-0.74410343,-0.87568885,-0.9041729,-0.3456023,-0.4195752,-0.0739729
11,-0.010423057,-0.08281334,"('unhelpful', 'helpful')",0.6535969,0.70136464,0.73810315,0.72969455,1.4719856,1.6074106,0.7133156,0.7389141,0.0255985
12,1.3511671,1.4686279,"('unsupportive', 'supportive')",1.496419,1.6975539,0.34772956,0.50218385,-1.6144218,-1.5960282,0.3952235,0.5180844,0.1228609
13,0.12850906,-0.12802716,"('impolite', 'polite')",0.6419421,0.5710239,0.6426147,0.56064993,-0.5758336,-0.63251525,0.2093081,0.0927828,-0.1165253
14,0.8333638,0.76454407,"('antisocial', 'social')",1.1800206,1.1045994,0.57145244,0.54995024,-0.94072086,-1.0228782,0.411029,0.3490539,-0.0619751
15,-0.5030144,-0.5950994,"('boring', 'funny')",0.5322004,0.4608974,-0.0049023256,-0.07688781,0.8377507,0.78467226,0.2155086,0.1433956,-0.072113
16,-2.0012102,-1.8215102,"('unpopular', 'popular')",-0.57134277,-0.5457612,0.10301489,0.107768685,0.65451145,0.72094256,-0.4537566,-0.38464,0.0691166
17,-0.3141048,-0.33713403,"('nasty', 'nice')",-0.38360035,-0.26187798,0.34240556,0.410466,-0.37542072,-0.2801133,-0.1826801,-0.1171648,0.0655153
18,-0.059071958,-0.022004932,"('disagreeable', 'welcoming')",0.26067913,0.4147189,-0.3311953,-0.2854628,-0.0042291805,-0.021265697,-0.0334543,0.0214964,0.0549507
19,-0.82035506,-0.65555084,"('inhospitable', 'hospitable')",-0.43041158,-0.28851295,-0.70192194,-0.6714479,0.7028991,0.803795,-0.3124474,-0.2029292,0.1095182
20,0.45798227,0.46238932,"('rough', 'thoughtful')",0.19116172,0.12259595,0.83853996,0.83942264,0.780502,0.73026735,0.5670465,0.5386688,-0.0283777
21,0.31594005,0.12430668,"('immoral', 'moral')",-0.19681981,-0.31327668,0.5245679,0.48714474,-0.85036004,-0.8097273,-0.051668,-0.1278881,-0.0762201
22,0.5109996,0.5137546,"('untrustworthy', 'trustworthy')",-0.054973114,-0.09544324,-0.03323193,-0.05542906,-0.93223596,-0.97184086,-0.1273603,-0.1522397,-0.0248794
23,1.8602482,1.7956845,"('insincere', 'sincere')",0.6341743,0.6426774,0.5327064,0.4932669,5.428986,5.528827,2.1140287,2.115114,0.0010853
24,0.9527638,0.90957344,"('dishonest', 'honest')",-0.095486864,0.034578383,-1.7793026,-1.7463773,0.72704184,0.68409145,-0.048746,-0.0295335,0.0192125
25,-0.48630464,-0.39042684,"('egoistic', 'altruistic')",0.4987215,0.641174,1.3109068,1.3708222,1.7698323,1.7482728,0.773289,0.8424605,0.0691715
26,0.5232931,0.49948478,"('hardhearted', 'benevolent')",0.52296174,0.42945576,0.93160266,0.76921,1.718393,1.5476193,0.9240626,0.8114425,-0.1126201
27,0.03196517,0.02343665,"('hardhearted', 'softhearted')",-1.0549452,-0.8517628,-0.5670954,-0.52770257,1.8736895,1.7375715,0.0709035,0.0953857,0.0244822
28,0.94958305,0.7747208,"('disloyal', 'loyal')",0.57253605,0.37422568,0.4118973,0.32540193,1.0887935,0.9980102,0.7557025,0.6180897,-0.1376128
29,-0.72740763,-0.721484,"('unfair', 'fair')",-0.9785773,-1.0176442,-1.1838789,-1.1744838,-0.34518313,-0.43887895,-0.8087618,-0.8381227,-0.0293609
30,1.6300576,1.5527165,"('intolerant', 'tolerant')",1.0068353,1.0008206,0.7565638,0.66016114,0.82411736,0.7814796,1.0543934,0.9987945,-0.0555989
31,-1.524981,-1.1807992,"('evil', 'good')",-0.97125274,-0.8275231,-0.17085987,-0.19296744,-0.20835105,-0.256354,-0.7188612,-0.6144109,0.1044503
32,0.92922443,0.8135908,"('unkind', 'kind')",-0.15173219,-0.17111593,0.11554015,0.023474671,0.9601291,0.8525376,0.4632904,0.3796218,-0.0836686
33,-0.04798461,-0.11706379,"('wrong', 'right')",0.9114032,0.88638365,0.58025104,0.5648521,0.18343931,0.062225275,0.4067772,0.3490993,-0.0576779
34,0.42407227,0.6114067,"('mean', 'honorable')",0.446556,0.6712295,-0.12417582,-0.013891537,5.9143877,6.151994,1.66521,1.8551847,0.1899747
35,-0.6193133,-0.6026162,"('corrupt', 'incorrupt')",-0.5966376,-0.57775146,-0.13655412,-0.20795397,0.5668657,0.370044,-0.1964099,-0.2545694,-0.0581595
36,-1.628871,-1.3996413,"('hostile', 'amicable')",-0.4716705,-0.42233366,-1.0192497,-1.1597192,0.9909444,0.7834416,-0.5322117,-0.5495632,-0.0173515
37,0.4354283,0.3695348,"('fake', 'genuine')",0.48536724,0.42415652,0.23554274,0.29971743,0.3491997,0.38473287,0.3763845,0.3695354,-0.0068491
38,0.63455725,0.67779976,"('untruthful', 'truthful')",0.38176256,0.5252487,-0.09805111,-0.039915,0.070500106,0.1490758,0.2471922,0.3280523,0.0808601
