,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.53130484,0.5540127,"('unsociable', 'sociable')",-0.3980097,-0.5552836,0.0666476,-0.0006354,-0.067283
1,-1.3388673,-1.3291638,"('unfriendly', 'friendly')",1.3975239,1.2761927,0.0293283,-0.0264856,-0.0558139
2,0.8652926,0.89897025,"('unlikable', 'likable')",0.94229513,0.99771386,0.9037939,0.9483421,0.0445482
3,0.5540821,0.86295563,"('repellent', 'pleasant')",0.3982912,0.47879034,0.4761866,0.670873,0.1946864
4,-1.152644,-1.1682066,"('disliked', 'liked')",-6.1445355,-6.1839323,-3.6485898,-3.6760695,-0.0274797
5,-1.5920272,-1.617933,"('distant', 'outgoing')",-0.3243273,-0.33387002,-0.9581772,-0.9759015,-0.0177243
6,-1.8350326,-1.8167869,"('distant', 'open')",-0.12976296,-0.15657187,-0.9823978,-0.9866794,-0.0042816
7,0.3819489,0.5373687,"('insensitive', 'sensitive')",0.11223088,0.20919973,0.2470899,0.3732842,0.1261943
8,-0.93715894,-0.9656363,"('unaffectionate', 'affectionate')",0.46818784,0.42265433,-0.2344856,-0.271491,-0.0370054
9,-0.6788244,-0.6131446,"('unaffectionate', 'caring')",0.86093026,0.8608867,0.0910529,0.1238711,0.0328182
10,0.7953969,1.0388858,"('unsympathetic', 'sympathetic')",-0.60910314,-0.583541,0.0931469,0.2276724,0.1345255
11,1.1708846,1.2922621,"('unhelpful', 'helpful')",1.9017776,2.0115356,1.5363312,1.6518989,0.1155677
12,0.32334477,0.5542864,"('unsupportive', 'supportive')",-2.0421944,-1.9771316,-0.8594248,-0.7114226,0.1480022
13,1.0228846,1.0302346,"('impolite', 'polite')",-0.49005744,-0.41684973,0.2664136,0.3066924,0.0402788
14,2.0100281,2.0824926,"('antisocial', 'social')",-0.117567375,-0.1750162,0.9462304,0.9537382,0.0075078
15,-0.37500694,-0.58338225,"('boring', 'funny')",0.60554826,0.465407,0.1152707,-0.0589876,-0.1742583
16,-1.0864896,-1.0606204,"('unpopular', 'popular')",0.7623013,0.69049454,-0.1620941,-0.1850629,-0.0229688
17,-0.047295723,0.030765902,"('nasty', 'nice')",-0.036677316,-0.03366439,-0.0419865,-0.0014492,0.0405373
