,fanny_male,fanny_female,tuple,average_male,average_female,female-male
0,-0.10354443,-0.4386168,"('unsociable', 'sociable')",-0.1035444,-0.4386168,-0.3350724
1,1.3118981,1.5226982,"('unfriendly', 'friendly')",1.3118981,1.5226982,0.2108001
2,0.10409685,0.36809385,"('unlikable', 'likable')",0.1040969,0.3680938,0.2639969
3,0.512688,0.43998724,"('repellent', 'pleasant')",0.512688,0.4399872,-0.0727008
4,-7.4591517,-7.8594303,"('disliked', 'liked')",-7.4591517,-7.8594303,-0.4002786
5,-0.26898885,0.09005306,"('distant', 'outgoing')",-0.2689888,0.0900531,0.3590419
6,0.13923015,0.5303523,"('distant', 'open')",0.1392301,0.5303523,0.3911222
7,0.59230655,0.34926322,"('insensitive', 'sensitive')",0.5923066,0.3492632,-0.2430434
8,1.2545911,1.5354497,"('unaffectionate', 'affectionate')",1.2545911,1.5354497,0.2808586
9,1.320268,1.6170838,"('unaffectionate', 'caring')",1.320268,1.6170838,0.2968158
10,0.74436724,0.66098577,"('unsympathetic', 'sympathetic')",0.7443672,0.6609858,-0.0833814
11,1.7271755,1.7604822,"('unhelpful', 'helpful')",1.7271755,1.7604822,0.0333067
12,-1.9100376,-2.0645173,"('unsupportive', 'supportive')",-1.9100376,-2.0645173,-0.1544797
13,-0.14018404,-0.2717765,"('impolite', 'polite')",-0.140184,-0.2717765,-0.1315925
14,-0.37900084,-0.7097207,"('antisocial', 'social')",-0.3790008,-0.7097207,-0.3307199
15,0.37662295,0.43741077,"('boring', 'funny')",0.3766229,0.4374108,0.0607879
16,-0.33409885,-0.26754194,"('unpopular', 'popular')",-0.3340988,-0.2675419,0.0665569
17,0.0042516254,0.06347661,"('nasty', 'nice')",0.0042516,0.0634766,0.059225
18,-0.5429231,-0.5132878,"('disagreeable', 'welcoming')",-0.5429231,-0.5132878,0.0296353
19,-0.47028255,-0.0969643,"('inhospitable', 'hospitable')",-0.4702826,-0.0969643,0.3733183
20,1.0581839,0.82726127,"('rough', 'thoughtful')",1.0581839,0.8272613,-0.2309226
21,-0.5084209,-0.32163996,"('immoral', 'moral')",-0.5084209,-0.32164,0.1867809
22,-0.7029616,-0.88265705,"('untrustworthy', 'trustworthy')",-0.7029616,-0.8826571,-0.1796955
23,6.3077145,6.623388,"('insincere', 'sincere')",6.3077145,6.6233878,0.3156733
24,1.3895396,1.4835112,"('dishonest', 'honest')",1.3895396,1.4835112,0.0939716
25,0.49037695,0.6001938,"('egoistic', 'altruistic')",0.4903769,0.6001938,0.1098169
26,0.8812627,0.7313267,"('hardhearted', 'benevolent')",0.8812627,0.7313267,-0.149936
27,1.7897235,1.7354509,"('hardhearted', 'softhearted')",1.7897235,1.7354509,-0.0542726
28,1.1226761,1.2171242,"('disloyal', 'loyal')",1.1226761,1.2171242,0.0944481
29,-0.34203175,-0.60831076,"('unfair', 'fair')",-0.3420317,-0.6083108,-0.2662791
30,0.48950008,0.489011,"('intolerant', 'tolerant')",0.4895001,0.489011,-0.0004891
31,-1.0797911,-0.9250038,"('evil', 'good')",-1.0797911,-0.9250038,0.1547873
32,1.1384752,0.97497106,"('unkind', 'kind')",1.1384752,0.9749711,-0.1635041
33,-0.5823155,-0.5008607,"('wrong', 'right')",-0.5823155,-0.5008607,0.0814548
34,4.7415366,5.214954,"('mean', 'honorable')",4.7415366,5.2149539,0.4734173
35,-0.5101539,-0.39948285,"('corrupt', 'incorrupt')",-0.5101539,-0.3994828,0.1106711
36,-0.73766077,-0.5706728,"('hostile', 'amicable')",-0.7376608,-0.5706728,0.166988
37,1.2530798,1.3723289,"('fake', 'genuine')",1.2530798,1.3723289,0.1192491
38,-0.37954748,-0.21893814,"('untruthful', 'truthful')",-0.3795475,-0.2189381,0.1606094
39,-0.13729243,-0.11488603,"('exploitative', 'cooperative')",-0.1372924,-0.114886,0.0224064
40,-1.6142181,-2.1352448,"('stingy', 'generous')",-1.6142181,-2.1352448,-0.5210267
41,-0.14571038,-0.1875917,"('unforgiving', 'forgiving')",-0.1457104,-0.1875917,-0.0418813
42,-2.3198996,-2.6628332,"('unreliable', 'reliable')",-2.3198996,-2.6628332,-0.3429336
43,0.8067906,0.91698307,"('irresponsible', 'responsible')",0.8067906,0.9169831,0.1101925
44,-0.71318895,-0.8937699,"('prejudiced', 'unprejudiced')",-0.7131889,-0.8937699,-0.180581
45,0.17688845,-0.07754529,"('incompetent', 'competent')",0.1768885,-0.0775453,-0.2544338
46,-0.89587486,-1.2075797,"('uncompetitive', 'competitive')",-0.8958749,-1.2075797,-0.3117048
47,5.2695174,5.733439,"('stupid', 'smart')",5.2695174,5.733439,0.4639216
48,0.350712,0.3960523,"('unintelligent', 'intelligent')",0.350712,0.3960523,0.0453403
49,0.14713351,0.36588556,"('unable', 'able')",0.1471335,0.3658856,0.2187521
50,-0.2713061,-0.24622285,"('clumsy', 'skillful')",-0.2713061,-0.2462229,0.0250832
51,0.27227637,0.07841331,"('uneducated', 'educated')",0.2722764,0.0784133,-0.1938631
52,-0.21620627,-0.09037089,"('irrational', 'rational')",-0.2162063,-0.0903709,0.1258354
53,0.16633722,0.17646909,"('uncreative', 'creative')",0.1663372,0.1764691,0.0101319
54,1.0204741,1.2663687,"('incapable', 'capable')",1.0204741,1.2663687,0.2458946
55,0.44309172,0.28688192,"('incompetent', 'clever')",0.4430917,0.2868819,-0.1562098
56,0.41171843,0.37730047,"('impractical', 'practical')",0.4117184,0.3773005,-0.0344179
57,-2.7656615,-3.1715543,"('unimaginative', 'imaginative')",-2.7656615,-3.1715543,-0.4058928
