,nordson_male,nordson_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.4322141,-0.48418802,"('unsociable', 'sociable')",-0.61643636,-0.7682717,-0.5243253,-0.6262299,-0.1019046
1,-0.22036542,-0.49249703,"('unfriendly', 'friendly')",1.7411904,1.5767131,0.7604125,0.5421081,-0.2183044
2,0.21453434,0.39314747,"('unlikable', 'likable')",0.57017016,0.59177876,0.3923523,0.4924631,0.1001108
3,0.05013632,0.11891094,"('repellent', 'pleasant')",0.8631886,0.94392323,0.4566625,0.5314171,0.0747546
4,0.31792435,0.2660676,"('disliked', 'liked')",-6.3488264,-6.511021,-3.015451,-3.1224768,-0.1070258
5,0.18774956,0.07689741,"('distant', 'outgoing')",-0.2249929,-0.22337139,-0.0186217,-0.073237,-0.0546153
6,0.050076976,-0.026581615,"('distant', 'open')",-0.073761374,-0.07345626,-0.0118422,-0.0500189,-0.0381767
7,-0.6600291,-0.5939926,"('insensitive', 'sensitive')",0.045385566,0.029868511,-0.3073218,-0.2820621,0.0252597
8,0.18768463,0.09766718,"('unaffectionate', 'affectionate')",1.2036155,1.1422479,0.6956501,0.6199576,-0.0756925
9,-0.15004288,-0.23234451,"('unaffectionate', 'caring')",1.2697916,1.2059066,0.5598744,0.4867811,-0.0730933
10,-1.7198948,-1.6726776,"('unsympathetic', 'sympathetic')",-1.2960343,-1.3446987,-1.5079646,-1.5086882,-0.0007236
11,-1.1157119,-1.1113733,"('unhelpful', 'helpful')",0.8145266,0.8167515,-0.1505927,-0.1473109,0.0032818
12,-0.31766108,-0.2745943,"('unsupportive', 'supportive')",-2.2177758,-2.3206925,-1.2677184,-1.2976434,-0.029925
13,-1.0484158,-0.98744166,"('impolite', 'polite')",-1.4519839,-1.4058601,-1.2501998,-1.1966509,0.0535489
14,-0.39079517,-0.27905256,"('antisocial', 'social')",-0.14526756,-0.29806542,-0.2680314,-0.288559,-0.0205276
15,0.15474963,0.069649756,"('boring', 'funny')",0.40882576,0.38035467,0.2817877,0.2250022,-0.0567855
16,-0.28686544,-0.25480357,"('unpopular', 'popular')",0.19151895,0.22008757,-0.0476732,-0.017358,0.0303152
17,-0.38833147,-0.30857053,"('nasty', 'nice')",-0.5278431,-0.5050587,-0.4580873,-0.4068146,0.0512727
18,0.5438871,0.5707036,"('disagreeable', 'welcoming')",-0.4410773,-0.4689792,0.0514049,0.0508622,-0.0005427
19,0.0041702967,0.040786743,"('inhospitable', 'hospitable')",-0.1534068,-0.058734775,-0.0746183,-0.008974,0.0656443
20,0.36597735,0.44494206,"('rough', 'thoughtful')",0.77491474,0.7170839,0.570446,0.581013,0.010567
21,-1.5120313,-1.5020816,"('immoral', 'moral')",-1.1332711,-1.1660882,-1.3226511,-1.334085,-0.0114339
22,-0.6813091,-0.62293386,"('untrustworthy', 'trustworthy')",-1.1161997,-1.2263894,-0.8987544,-0.9246616,-0.0259072
23,-0.35272598,-0.44161928,"('insincere', 'sincere')",5.2103286,5.2214394,2.4288013,2.38991,-0.0388913
24,-0.7919471,-0.7239455,"('dishonest', 'honest')",0.09618501,0.07312384,-0.347881,-0.3254108,0.0224702
25,1.1936167,1.1309886,"('egoistic', 'altruistic')",1.8737772,1.892432,1.5336969,1.5117103,-0.0219866
26,0.7359673,0.6427253,"('hardhearted', 'benevolent')",2.0081632,1.8834939,1.3720653,1.2631096,-0.1089557
27,-0.67381597,-0.59289527,"('hardhearted', 'softhearted')",1.0356451,0.9490518,0.1809146,0.1780783,-0.0028363
28,0.002709251,-0.104436845,"('disloyal', 'loyal')",1.2210095,1.0783384,0.6118594,0.4869508,-0.1249086
29,-0.6598267,-0.6846723,"('unfair', 'fair')",-0.31718352,-0.51543015,-0.4885051,-0.6000512,-0.1115461
30,-0.07741748,-0.1211206,"('intolerant', 'tolerant')",0.5536986,0.5428368,0.2381406,0.2108581,-0.0272825
