,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9988174,0.79095376,"('unsociable', 'sociable')",0.008123662,-0.21189964,-0.42639357,-0.5955622,0.1935158,-0.0055027,-0.1990185
1,-0.00044153444,-0.04820706,"('unfriendly', 'friendly')",0.3224363,0.26043892,1.6469476,1.4585332,0.6563141,0.5569217,-0.0993924
2,1.2468649,1.3335438,"('unlikable', 'likable')",1.249105,1.3730336,0.5986641,0.74881995,1.0315446,1.151799,0.1202544
3,0.2355628,0.40146014,"('repellent', 'pleasant')",-0.49245816,-0.4630632,0.11964449,0.1793493,-0.0457503,0.0392487,0.084999
4,-0.59960425,-0.66426706,"('disliked', 'liked')",-0.11197257,-0.11271857,-6.154934,-6.161678,-2.288837,-2.3128878,-0.0240508
5,-1.2540947,-1.1842289,"('distant', 'outgoing')",-0.1031874,0.027620029,-0.047339834,0.012467504,-0.4682073,-0.3813804,0.0868269
6,-1.1440176,-1.0116789,"('distant', 'open')",-0.35990772,-0.19994742,0.27757445,0.3054407,-0.4087836,-0.3020619,0.1067217
7,0.8969838,0.9640128,"('insensitive', 'sensitive')",-0.098559625,-0.12837833,0.63612026,0.565165,0.4781815,0.4669332,-0.0112483
8,-0.41617483,-0.3874158,"('unaffectionate', 'affectionate')",-0.29398057,-0.30516195,0.4602429,0.4137913,-0.0833042,-0.0929288,-0.0096246
9,0.5515283,0.5619396,"('unaffectionate', 'caring')",0.18072757,0.19516098,0.88074887,0.8518805,0.5376682,0.536327,-0.0013412
10,0.39094746,0.3427577,"('unsympathetic', 'sympathetic')",-0.8142921,-0.9345487,-0.3381995,-0.48007408,-0.253848,-0.3572884,-0.1034404
11,-0.59075177,-0.6039347,"('unhelpful', 'helpful')",0.24802011,0.24068323,2.0680797,2.048235,0.575116,0.5616612,-0.0134548
12,1.2122155,1.2741258,"('unsupportive', 'supportive')",0.2741775,0.4113723,-1.542952,-1.4984617,-0.018853,0.0623455,0.0811985
13,0.72092736,0.61083406,"('impolite', 'polite')",0.6552317,0.5629093,-0.17463477,-0.2520872,0.4005081,0.3072187,-0.0932894
14,0.9533166,0.9338056,"('antisocial', 'social')",0.7808525,0.65902466,-0.520458,-0.5653687,0.4045704,0.3424872,-0.0620832
15,-0.32082343,-0.34615153,"('boring', 'funny')",0.14673616,0.09658501,0.43061316,0.41783345,0.0855086,0.056089,-0.0294196
16,-2.2659385,-2.1983743,"('unpopular', 'popular')",0.033730518,-0.019653067,0.6423092,0.58176994,-0.5299663,-0.5454191,-0.0154528
