,mid_male,mid_female,tuple,america_male,america_female,apt_male,apt_female,communities_male,communities_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9629803,-2.0607772,"('unsociable', 'sociable')",-1.1646216,-1.2186489,-0.29542208,-0.34387863,1.029147,0.91163397,-0.35232145,-0.4081177,-0.5492397,-0.6239577,-0.074718
1,-0.72789997,-0.6464299,"('unfriendly', 'friendly')",-1.8935575,-1.969686,-0.110798605,0.0013085082,0.34145883,0.2782262,1.8295529,1.6990091,-0.1122489,-0.1275145,-0.0152656
2,1.4307005,1.4935385,"('unlikable', 'likable')",0.6562432,0.68144625,0.6709287,0.7569308,0.5866085,0.6877489,0.95789653,1.0492268,0.8604755,0.9337782,0.0733027
3,0.24412414,0.2932484,"('repellent', 'pleasant')",0.47872326,0.5634161,0.31239134,0.38574862,0.6788049,0.7994988,0.38481757,0.43178377,0.4197722,0.4947392,0.074967
4,0.4495216,0.5320032,"('disliked', 'liked')",0.12501588,0.12459651,-1.5131212,-1.4285353,-0.87756044,-0.84196883,-6.1017313,-6.19634,-1.5835751,-1.5620489,0.0215262
5,0.7820625,0.94164497,"('distant', 'outgoing')",-1.1955099,-1.1746144,-1.0133065,-0.8974473,0.24992473,0.27030087,0.16260669,0.12360774,-0.2028445,-0.1473016,0.0555429
6,1.0064086,1.1999972,"('distant', 'open')",-0.92898035,-0.8242722,-0.46358016,-0.29483116,-0.27345675,-0.24436454,0.6361127,0.5785786,-0.0046992,0.0830216,0.0877208
7,-0.09549041,-0.07570493,"('insensitive', 'sensitive')",-0.6573714,-0.6181846,1.6096202,1.5796646,1.8381187,1.9907666,0.998497,1.0271783,0.7386748,0.780744,0.0420692
8,-0.23903337,-0.1505415,"('unaffectionate', 'affectionate')",-1.2656115,-1.2817644,-0.64146864,-0.5746606,-0.97918415,-0.9612149,0.44576532,0.338306,-0.5359065,-0.5259751,0.0099314
9,0.28726447,0.38174975,"('unaffectionate', 'caring')",-1.1750964,-1.1868979,1.131582,1.2055346,0.9330541,1.0135124,1.3379427,1.3145916,0.5029494,0.5456981,0.0427487
10,-1.4009374,-1.3674847,"('unsympathetic', 'sympathetic')",-0.373734,-0.28229204,1.4500072,1.4455959,0.85544556,0.91097885,0.05712279,0.0929791,0.1175808,0.1599554,0.0423746
11,-0.12766416,-0.09193562,"('unhelpful', 'helpful')",-0.036944013,-0.019698113,1.6279867,1.6080948,2.1483338,2.2390006,2.5580523,2.6678777,1.2339529,1.2806679,0.046715
12,0.91368026,1.0943801,"('unsupportive', 'supportive')",0.526354,0.61029273,1.7966263,1.981019,2.1911547,2.4560685,-1.1109664,-1.0420054,0.8633698,1.019951,0.1565812
13,-0.20170061,-0.2893194,"('impolite', 'polite')",0.115123264,0.10193716,1.1053724,1.0189042,1.8872168,1.8520455,-0.008616142,-0.033272162,0.5794792,0.5300591,-0.0494201
14,-1.3279157,-1.443439,"('antisocial', 'social')",-0.19431795,-0.23816319,-0.23644163,-0.33911622,1.5118461,1.5182204,-0.73203385,-0.6597778,-0.1957726,-0.2324552,-0.0366826
15,-0.55084205,-0.61262834,"('boring', 'funny')",0.15251823,0.11023883,0.9326316,0.92199916,0.8203354,0.81492126,0.47584844,0.5261679,0.3660983,0.3521398,-0.0139585
16,-0.37013283,-0.40524766,"('unpopular', 'popular')",-0.86768883,-0.902187,-1.3927534,-1.3238312,-0.968766,-0.95307714,-0.13217725,-0.15929298,-0.7463037,-0.7487272,-0.0024235
17,0.7089694,0.7879567,"('nasty', 'nice')",-0.46919864,-0.37912995,0.48387378,0.57831836,0.79549056,0.8971197,-0.03559617,0.06611556,0.2967078,0.3900761,0.0933683
18,0.38369483,0.41403842,"('disagreeable', 'welcoming')",-0.06909143,-0.039256442,-1.1061093,-1.0747621,0.6312599,0.7502868,-0.23006555,-0.27334526,-0.0780623,-0.0446077,0.0334546
19,-0.11538255,0.03142806,"('inhospitable', 'hospitable')",0.29054004,0.37733176,-0.60891145,-0.5024606,-0.3827524,-0.29405183,0.19375134,0.22667833,-0.124551,-0.0322149,0.0923361
20,-0.17450112,-0.2138792,"('rough', 'thoughtful')",-0.28487045,-0.3099751,0.83013785,0.8159208,-0.055511694,0.0047325306,1.1471845,1.132671,0.2924878,0.285894,-0.0065938
21,-0.41764617,-0.43645072,"('immoral', 'moral')",0.6758747,0.67296606,1.0491197,1.0123432,1.9656649,1.9686346,-0.14562601,-0.039978378,0.6254774,0.635503,0.0100256
22,0.17202155,0.1312305,"('untrustworthy', 'trustworthy')",0.44503924,0.41495612,0.0447519,0.0020039566,1.729155,1.7282503,-0.31880632,-0.32759172,0.4144322,0.3897698,-0.0246624
23,-1.0678487,-1.0710343,"('insincere', 'sincere')",-0.28420776,-0.32931486,2.098294,2.0341914,2.269256,2.3283205,5.963032,6.015283,1.795705,1.7954891,-0.0002159
24,-0.28647086,-0.27650627,"('dishonest', 'honest')",-0.48625612,-0.52318954,0.71798104,0.6567164,0.8336,0.82237583,0.7857323,0.75899667,0.3129173,0.2876786,-0.0252387
25,0.33734718,0.30064893,"('egoistic', 'altruistic')",-0.10730505,-0.09775804,-0.8995924,-0.89557403,-0.13162126,-0.17452371,1.3471302,1.2974317,0.1091917,0.086045,-0.0231467
26,0.079229794,0.019452251,"('hardhearted', 'benevolent')",-0.5191597,-0.59001005,0.5730312,0.5415216,0.5129034,0.5109503,1.5515782,1.4897051,0.4395165,0.3943238,-0.0451927
