,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.6417481,0.68814856,"('unsociable', 'sociable')",-0.9585385,-1.0474094,-0.88480794,-0.94839597,-0.43925887,-0.6506714,-0.4102143,-0.4895821,-0.0793678
1,1.531802,1.4998909,"('unfriendly', 'friendly')",-0.8817046,-0.8800706,0.4125969,0.47887516,1.3399787,1.3859249,0.6006683,0.6211551,0.0204868
2,1.8698628,1.9212283,"('unlikable', 'likable')",1.2591845,1.3145646,1.5700092,1.6282985,1.0951787,1.1834903,1.4485588,1.5118954,0.0633366
3,-0.3670995,-0.19059367,"('repellent', 'pleasant')",-1.0869575,-0.9695769,-0.8648745,-0.7582579,0.8706244,0.86171037,-0.3620768,-0.2641795,0.0978973
4,-0.30517894,-0.41450953,"('disliked', 'liked')",0.9794404,1.0980806,0.50190383,0.58275366,-6.7396326,-6.7940135,-1.3908668,-1.3819222,0.0089446
5,0.5112099,0.5137249,"('distant', 'outgoing')",-0.15715799,-0.116777726,0.45779467,0.50649256,-0.4774654,-0.30078298,0.0835953,0.1506642,0.0670689
6,0.15759294,0.27681518,"('distant', 'open')",-0.53554165,-0.46144596,0.70704883,0.81751066,-0.4375922,-0.26859468,-0.027123,0.0910713,0.1181943
7,0.66804296,0.88124853,"('insensitive', 'sensitive')",-0.6552511,-0.7018917,-0.4530579,-0.49735743,0.37277406,0.3286227,-0.016873,0.0026555,0.0195285
8,0.77529985,0.71624106,"('unaffectionate', 'affectionate')",-0.13798237,-0.09744339,0.47337127,0.5640017,0.47682273,0.5754436,0.3968779,0.4395607,0.0426828
9,1.7500855,1.8125638,"('unaffectionate', 'caring')",-0.5760674,-0.57570106,0.55857074,0.6010822,1.4148843,1.537958,0.7868683,0.8439757,0.0571074
10,-0.2288692,0.05515793,"('unsympathetic', 'sympathetic')",-1.4378331,-1.4292163,-0.46564576,-0.4517797,-0.5216234,-0.5764793,-0.6634929,-0.6005794,0.0629135
11,0.5504026,0.66456634,"('unhelpful', 'helpful')",-0.74322295,-0.8085925,0.3112603,0.25191176,2.2169359,2.299865,0.5838439,0.6019377,0.0180938
12,1.0772364,1.3505951,"('unsupportive', 'supportive')",0.12590134,0.37436512,0.45038804,0.554588,-2.196015,-2.120877,-0.1356223,0.0396678,0.1752901
13,1.0487915,1.1525451,"('impolite', 'polite')",-0.64113945,-0.7256731,-0.050942495,-0.17906989,-0.74589115,-0.83511055,-0.0972954,-0.1468271,-0.0495317
14,1.2817961,1.342876,"('antisocial', 'social')",0.06167177,0.094808765,-0.123284,-0.21605119,-0.07005614,-0.20841911,0.2875319,0.2533036,-0.0342283
15,1.107435,0.9897555,"('boring', 'funny')",0.42931288,0.26421052,0.4137464,0.35287586,0.19349103,0.20286755,0.5359963,0.4524274,-0.0835689
16,-0.27399868,-0.279706,"('unpopular', 'popular')",-0.44969216,-0.43906036,-0.43377444,-0.41179094,0.38176626,0.31586075,-0.1939248,-0.2036741,-0.0097493
17,-0.11407371,-0.049669687,"('nasty', 'nice')",-0.1912233,-0.12880385,-0.12749434,-0.06482427,-0.31196246,-0.2732745,-0.1861885,-0.1291431,0.0570454
18,-0.144368,-0.12602156,"('disagreeable', 'welcoming')",0.9605502,1.123901,1.3148301,1.3656393,-0.7102553,-0.69284546,0.3551892,0.4176683,0.0624791
19,-0.33171773,-0.35246384,"('inhospitable', 'hospitable')",-0.57746416,-0.5235935,0.5722791,0.6372159,-0.6178774,-0.46863824,-0.2386951,-0.1768699,0.0618252
20,-0.3974585,-0.2839439,"('rough', 'thoughtful')",-0.5171743,-0.48941606,-0.42657262,-0.41848165,0.7417267,0.7920156,-0.1498697,-0.0999565,0.0499132
21,0.87440884,0.99979836,"('immoral', 'moral')",-0.49969885,-0.54244804,0.018236898,-0.0577107,-0.675428,-0.73544085,-0.0706203,-0.0839503,-0.01333
22,-0.50972974,-0.41518185,"('untrustworthy', 'trustworthy')",-0.61361283,-0.47802585,-0.2750214,-0.24632989,-0.5942273,-0.67768264,-0.4981478,-0.4543051,0.0438427
23,1.2244506,1.3968025,"('insincere', 'sincere')",-1.1183411,-1.2531718,-0.38178796,-0.40065458,6.138189,6.077068,1.4656276,1.455011,-0.0106166
24,0.5529866,0.7232236,"('dishonest', 'honest')",-0.47779685,-0.43175566,0.31470487,0.30688754,0.89281815,0.9191767,0.3206782,0.3793831,0.0587049
25,0.46628317,0.3957207,"('egoistic', 'altruistic')",0.57608324,0.5205704,0.9851514,0.98360467,1.2044735,1.2114955,0.8079978,0.7778478,-0.03015
26,1.464695,1.4382119,"('hardhearted', 'benevolent')",1.0427508,1.0015192,2.1443586,2.086678,1.8800623,1.894776,1.6329668,1.6052963,-0.0276705
27,0.10963123,0.3410939,"('hardhearted', 'softhearted')",-0.32207572,-0.33987594,0.37909156,0.36272046,0.66094923,0.7057422,0.2068991,0.2674201,0.060521
28,0.87616765,0.81989634,"('disloyal', 'loyal')",-0.8588254,-0.96195865,0.24568728,0.15755066,1.113026,1.0266738,0.3440139,0.2605405,-0.0834734
