,honor_male,honor_female,tuple,average_male,average_female,female-male
77,-1.4463488,-1.27815,"('unmotivated', 'motivated')",-1.4463488,-1.27815,0.1681988
78,-0.6076284,-0.579315,"('nonresilient', 'resilient')",-0.6076284,-0.579315,0.0283134
79,-0.17993733,0.0340719,"('wavering', 'unwavering')",-0.1799373,0.0340719,0.2140092
80,-0.2651137,-0.40590328,"('dominated', 'dominating')",-0.2651137,-0.4059033,-0.1407896
81,-0.12610713,-0.17348307,"('submissive', 'aggressive')",-0.1261071,-0.1734831,-0.047376
82,6.4857306,6.5898166,"('poor', 'rich')",6.4857306,6.5898166,0.104086
83,-0.50978446,-0.4024362,"('powerless', 'powerful')",-0.5097845,-0.4024362,0.1073483
84,0.3805491,0.412762,"('inferior', 'superior')",0.3805491,0.412762,0.0322129
85,-0.7148423,-0.5403387,"('insignificant', 'prestigious')",-0.7148423,-0.5403387,0.1745036
86,0.42866176,0.3012039,"('uninfluential', 'influential')",0.4286618,0.3012039,-0.1274579
87,-0.11272503,-0.09343906,"('unsuccessful', 'successful')",-0.112725,-0.0934391,0.0192859
88,0.10102857,0.11861509,"('low', 'eminent')",0.1010286,0.1186151,0.0175865
