,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-0.47138178,-0.7372222,"('unsociable', 'sociable')",-0.4713818,-0.7372222,-0.2658404
1,-0.32351977,-0.4773363,"('unfriendly', 'friendly')",-0.3235198,-0.4773363,-0.1538165
2,-0.36563116,-0.33133414,"('unlikable', 'likable')",-0.3656312,-0.3313341,0.0342971
3,-1.6626529,-1.353422,"('repellent', 'pleasant')",-1.6626529,-1.353422,0.3092309
4,-1.3496941,-1.4341973,"('disliked', 'liked')",-1.3496941,-1.4341973,-0.0845032
5,0.19417703,0.1725018,"('distant', 'outgoing')",0.194177,0.1725018,-0.0216752
6,0.19792035,0.0736672,"('distant', 'open')",0.1979204,0.0736672,-0.1242532
7,-0.9864676,-0.8562863,"('insensitive', 'sensitive')",-0.9864676,-0.8562863,0.1301813
8,-0.15214776,-0.17293593,"('unaffectionate', 'affectionate')",-0.1521478,-0.1729359,-0.0207881
9,-0.34689385,-0.37101012,"('unaffectionate', 'caring')",-0.3468938,-0.3710101,-0.0241163
10,-1.0657172,-1.1693745,"('unsympathetic', 'sympathetic')",-1.0657172,-1.1693745,-0.1036573
11,-0.50715935,-0.30603716,"('unhelpful', 'helpful')",-0.5071594,-0.3060372,0.2011222
12,-1.6392875,-1.6107306,"('unsupportive', 'supportive')",-1.6392875,-1.6107306,0.0285569
13,-0.49105576,-0.5725435,"('impolite', 'polite')",-0.4910558,-0.5725435,-0.0814877
14,-0.7566583,-0.7165685,"('antisocial', 'social')",-0.7566583,-0.7165685,0.0400898
15,1.3344877,1.174159,"('boring', 'funny')",1.3344877,1.174159,-0.1603287
16,-0.29092896,-0.28410378,"('unpopular', 'popular')",-0.290929,-0.2841038,0.0068252
17,0.10529335,0.14712073,"('nasty', 'nice')",0.1052933,0.1471207,0.0418274
18,-1.1379883,-1.0579921,"('disagreeable', 'welcoming')",-1.1379883,-1.0579921,0.0799962
19,-0.43973845,-0.4820444,"('inhospitable', 'hospitable')",-0.4397385,-0.4820444,-0.0423059
20,-0.26906377,-0.121981435,"('rough', 'thoughtful')",-0.2690638,-0.1219814,0.1470824
21,-1.2761627,-1.0104017,"('immoral', 'moral')",-1.2761627,-1.0104017,0.265761
22,-0.31992245,-0.37683067,"('untrustworthy', 'trustworthy')",-0.3199224,-0.3768307,-0.0569083
23,0.8638174,1.0239105,"('insincere', 'sincere')",0.8638174,1.0239105,0.1600931
24,-0.46397865,-0.57085073,"('dishonest', 'honest')",-0.4639786,-0.5708507,-0.1068721
25,0.31935465,0.34382683,"('egoistic', 'altruistic')",0.3193547,0.3438268,0.0244721
26,0.8847179,0.53560984,"('hardhearted', 'benevolent')",0.8847179,0.5356098,-0.3491081
27,0.80112416,0.74825585,"('hardhearted', 'softhearted')",0.8011242,0.7482558,-0.0528684
28,-0.30462635,-0.35054365,"('disloyal', 'loyal')",-0.3046263,-0.3505436,-0.0459173
29,-0.5065947,-0.6209886,"('unfair', 'fair')",-0.5065947,-0.6209886,-0.1143939
30,-0.47385934,-0.39408195,"('intolerant', 'tolerant')",-0.4738593,-0.394082,0.0797773
31,-0.8838976,-0.9645408,"('evil', 'good')",-0.8838976,-0.9645408,-0.0806432
32,-0.3382838,-0.45132884,"('unkind', 'kind')",-0.3382838,-0.4513288,-0.113045
33,0.21435249,0.056476824,"('wrong', 'right')",0.2143525,0.0564768,-0.1578757
34,0.87596136,1.1973614,"('mean', 'honorable')",0.8759614,1.1973614,0.3214
35,1.2621237,0.9745215,"('corrupt', 'incorrupt')",1.2621237,0.9745215,-0.2876022
36,0.26121727,0.008373603,"('hostile', 'amicable')",0.2612173,0.0083736,-0.2528437
37,0.1950799,0.18250173,"('fake', 'genuine')",0.1950799,0.1825017,-0.0125782
38,-0.16662532,-0.20953022,"('untruthful', 'truthful')",-0.1666253,-0.2095302,-0.0429049
39,0.51181024,0.68432593,"('exploitative', 'cooperative')",0.5118102,0.6843259,0.1725157
40,-1.2954547,-1.3522147,"('stingy', 'generous')",-1.2954547,-1.3522147,-0.05676
41,-0.18621823,-0.21916436,"('unforgiving', 'forgiving')",-0.1862182,-0.2191644,-0.0329462
42,-1.2864348,-1.305003,"('unreliable', 'reliable')",-1.2864348,-1.305003,-0.0185682
43,-1.0242554,-0.9404772,"('irresponsible', 'responsible')",-1.0242554,-0.9404772,0.0837782
44,0.05989854,0.0957991,"('prejudiced', 'unprejudiced')",0.0598985,0.0957991,0.0359006
45,-0.29137436,-0.40214884,"('incompetent', 'competent')",-0.2913744,-0.4021488,-0.1107744
46,-0.81006145,-0.86465317,"('uncompetitive', 'competitive')",-0.8100615,-0.8646532,-0.0545917
47,0.89795864,0.8874551,"('stupid', 'smart')",0.8979586,0.8874551,-0.0105035
48,-0.7016633,-0.6101012,"('unintelligent', 'intelligent')",-0.7016633,-0.6101012,0.0915621
49,0.13783951,0.2888584,"('unable', 'able')",0.1378395,0.2888584,0.1510189
50,-0.21321943,-0.24863918,"('clumsy', 'skillful')",-0.2132194,-0.2486392,-0.0354198
51,-1.028368,-1.0890772,"('uneducated', 'educated')",-1.028368,-1.0890772,-0.0607092
52,0.37138724,0.11678181,"('irrational', 'rational')",0.3713872,0.1167818,-0.2546054
53,-1.3305373,-1.4018036,"('uncreative', 'creative')",-1.3305373,-1.4018036,-0.0712663
54,0.5762577,0.31181455,"('incapable', 'capable')",0.5762577,0.3118145,-0.2644432
55,-0.92043626,-0.7119571,"('incompetent', 'clever')",-0.9204363,-0.7119571,0.2084792
56,-0.59243894,-0.48252228,"('impractical', 'practical')",-0.5924389,-0.4825223,0.1099166
57,-1.3213892,-1.5201586,"('unimaginative', 'imaginative')",-1.3213892,-1.5201586,-0.1987694
58,0.17118447,0.09738677,"('undiscriminating', 'discriminating')",0.1711845,0.0973868,-0.0737977
59,-0.15947951,-0.32733685,"('foolish', 'wise')",-0.1594795,-0.3273368,-0.1678573
60,-0.8237504,-0.41695264,"('inefficient', 'efficient')",-0.8237504,-0.4169526,0.4067978
61,-0.041085944,-0.19745377,"('illogical', 'logical')",-0.0410859,-0.1974538,-0.1563679
62,-0.25956845,0.03725691,"('incompetent', 'brilliant')",-0.2595685,0.0372569,0.2968254
63,-0.6162616,-0.49387985,"('unperceptive', 'insightful')",-0.6162616,-0.4938799,0.1223817
64,-2.5304868,-2.5031054,"('shy', 'confident')",-2.5304868,-2.5031054,0.0273814
65,-0.79528606,-0.75256974,"('insecure', 'secure')",-0.7952861,-0.7525697,0.0427164
