,sari_male,sari_female,tuple,average_male,average_female,female-male
0,0.5117364,0.4620426,"('unsociable', 'sociable')",0.5117364,0.4620426,-0.0496938
1,-0.59967214,-0.8625317,"('unfriendly', 'friendly')",-0.5996721,-0.8625317,-0.2628596
2,0.91958904,0.94465405,"('unlikable', 'likable')",0.919589,0.944654,0.025065
3,0.14983842,0.27937615,"('repellent', 'pleasant')",0.1498384,0.2793761,0.1295377
4,-2.1808817,-2.1951852,"('disliked', 'liked')",-2.1808817,-2.1951852,-0.0143035
5,-1.0223666,-1.0762645,"('distant', 'outgoing')",-1.0223666,-1.0762645,-0.0538979
6,-1.0440294,-1.1449847,"('distant', 'open')",-1.0440294,-1.1449847,-0.1009553
7,0.4427984,0.5300359,"('insensitive', 'sensitive')",0.4427984,0.5300359,0.0872375
8,-0.68497807,-0.8640584,"('unaffectionate', 'affectionate')",-0.6849781,-0.8640584,-0.1790803
9,-0.07730524,-0.22955874,"('unaffectionate', 'caring')",-0.0773052,-0.2295587,-0.1522535
10,-0.0022488618,0.10547771,"('unsympathetic', 'sympathetic')",-0.0022489,0.1054777,0.1077266
11,0.9731651,1.0284948,"('unhelpful', 'helpful')",0.9731651,1.0284948,0.0553297
12,-0.70023,-0.685212,"('unsupportive', 'supportive')",-0.70023,-0.685212,0.015018
13,-0.34407884,-0.31907988,"('impolite', 'polite')",-0.3440788,-0.3190799,0.0249989
14,0.53644216,0.68286926,"('antisocial', 'social')",0.5364422,0.6828693,0.1464271
15,1.1041583,1.0135821,"('boring', 'funny')",1.1041583,1.0135821,-0.0905762
16,0.28291276,0.120695546,"('unpopular', 'popular')",0.2829128,0.1206955,-0.1622173
17,0.0020120163,0.04860734,"('nasty', 'nice')",0.002012,0.0486073,0.0465953
18,-0.84894586,-0.82723093,"('disagreeable', 'welcoming')",-0.8489459,-0.8272309,0.021715
19,-0.45269844,-0.48635507,"('inhospitable', 'hospitable')",-0.4526984,-0.4863551,-0.0336567
20,0.49316615,0.4617179,"('rough', 'thoughtful')",0.4931661,0.4617179,-0.0314482
21,0.14878774,0.2843001,"('immoral', 'moral')",0.1487877,0.2843001,0.1355124
22,0.1750029,0.2958591,"('untrustworthy', 'trustworthy')",0.1750029,0.2958591,0.1208562
23,1.983733,1.9887261,"('insincere', 'sincere')",1.9837331,1.9887261,0.004993
24,0.21660736,0.19041727,"('dishonest', 'honest')",0.2166074,0.1904173,-0.0261901
25,0.27863085,0.055748813,"('egoistic', 'altruistic')",0.2786309,0.0557488,-0.2228821
26,0.6186232,0.46663973,"('hardhearted', 'benevolent')",0.6186232,0.4666397,-0.1519835
27,0.046845615,-0.0982789,"('hardhearted', 'softhearted')",0.0468456,-0.0982789,-0.1451245
28,0.23127413,0.08904566,"('disloyal', 'loyal')",0.2312741,0.0890457,-0.1422284
29,-0.5041487,-0.58313364,"('unfair', 'fair')",-0.5041487,-0.5831336,-0.0789849
30,1.335535,1.4099791,"('intolerant', 'tolerant')",1.335535,1.4099791,0.0744441
31,-1.2423563,-1.305532,"('evil', 'good')",-1.2423563,-1.305532,-0.0631757
32,0.042804793,-0.06330935,"('unkind', 'kind')",0.0428048,-0.0633093,-0.1061141
33,-0.0717596,-0.2701066,"('wrong', 'right')",-0.0717596,-0.2701066,-0.198347
34,1.2810223,1.4064418,"('mean', 'honorable')",1.2810223,1.4064418,0.1254195
35,-0.20965748,-0.46045014,"('corrupt', 'incorrupt')",-0.2096575,-0.4604501,-0.2507926
36,-0.83678764,-1.0196594,"('hostile', 'amicable')",-0.8367876,-1.0196594,-0.1828718
37,0.5261661,0.4954019,"('fake', 'genuine')",0.5261661,0.4954019,-0.0307642
38,0.05286298,-0.008206506,"('untruthful', 'truthful')",0.052863,-0.0082065,-0.0610695
39,0.44722217,0.54180926,"('exploitative', 'cooperative')",0.4472222,0.5418093,0.0945871
40,-1.2410717,-1.312251,"('stingy', 'generous')",-1.2410717,-1.312251,-0.0711793
