,lsi_male,lsi_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.38030362,-0.47734228,"('unsociable', 'sociable')",0.17347124,-0.012560084,-0.1034162,-0.2449512,-0.141535
1,-1.3010017,-1.4701258,"('unfriendly', 'friendly')",0.9075328,0.7546636,-0.1967344,-0.3577311,-0.1609967
2,1.2403482,1.2580075,"('unlikable', 'likable')",1.0853357,1.0837137,1.162842,1.1708605,0.0080185
3,0.15793903,0.3204624,"('repellent', 'pleasant')",0.9795136,1.0470332,0.5687263,0.6837478,0.1150215
4,-0.22381814,-0.22307886,"('disliked', 'liked')",-5.6401258,-5.7543755,-2.931972,-2.9887271,-0.0567551
5,-1.1081154,-1.1377764,"('distant', 'outgoing')",-1.080266,-1.0288739,-1.0941907,-1.0833251,0.0108656
6,-1.2333806,-1.2776874,"('distant', 'open')",-1.3825309,-1.356124,-1.3079557,-1.3169057,-0.00895
7,-0.27532098,-0.29374447,"('insensitive', 'sensitive')",0.3107751,0.2681529,0.0177271,-0.0127958,-0.0305229
8,-0.84679526,-0.97546995,"('unaffectionate', 'affectionate')",-0.0588978,-0.14579968,-0.4528465,-0.5606348,-0.1077883
9,-0.77974284,-0.932627,"('unaffectionate', 'caring')",0.41257718,0.31974334,-0.1835828,-0.3064418,-0.122859
10,-0.6634153,-0.60407186,"('unsympathetic', 'sympathetic')",-0.59095657,-0.6809311,-0.6271859,-0.6425015,-0.0153156
11,-0.178467,-0.19118094,"('unhelpful', 'helpful')",1.5981116,1.550036,0.7098223,0.6794275,-0.0303948
12,-0.1764605,-0.07089694,"('unsupportive', 'supportive')",-2.1328673,-2.197842,-1.1546639,-1.1343694,0.0202945
13,-0.33755273,-0.37502825,"('impolite', 'polite')",-0.7908773,-0.8255142,-0.564215,-0.6002712,-0.0360562
14,0.82616425,0.879776,"('antisocial', 'social')",0.59445405,0.48625347,0.7103091,0.6830148,-0.0272943
15,0.038574833,-0.10751019,"('boring', 'funny')",0.35936397,0.33542627,0.1989694,0.113958,-0.0850114
16,-0.122331396,-0.15511864,"('unpopular', 'popular')",0.6964561,0.6349781,0.2870623,0.2399297,-0.0471326
17,0.15010096,0.16720513,"('nasty', 'nice')",-0.2739306,-0.2639701,-0.0619148,-0.0483825,0.0135323
18,-0.74652624,-0.7772891,"('disagreeable', 'welcoming')",-0.57052284,-0.6599181,-0.6585245,-0.7186036,-0.0600791
19,-0.9375893,-0.9699252,"('inhospitable', 'hospitable')",-0.80909896,-0.80057955,-0.8733441,-0.8852524,-0.0119083
20,1.1737183,1.089772,"('rough', 'thoughtful')",1.0988264,1.0540923,1.1362724,1.0719321,-0.0643403
21,0.5631512,0.59232926,"('immoral', 'moral')",0.20716721,0.18600726,0.3851592,0.3891683,0.0040091
