,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,female-male
0,2.5397482,2.51086,"('unsociable', 'sociable')",-0.552441,-0.65639025,0.06852374,0.0030235555,0.685277,0.6191644,-0.0661126
1,-1.1843789,-1.2722019,"('unfriendly', 'friendly')",-2.2553484,-2.2520149,0.8302356,0.42163146,-0.8698306,-1.0341951,-0.1643645
2,0.96547,0.9514022,"('unlikable', 'likable')",0.40273082,0.37946665,0.6247261,0.5418614,0.6643089,0.6242434,-0.0400655
3,1.2894942,1.4013319,"('repellent', 'pleasant')",-0.5149437,-0.40376812,0.75872993,0.9062122,0.5110935,0.634592,0.1234985
4,-2.702942,-2.704735,"('disliked', 'liked')",-0.25100523,-0.207717,-6.5761857,-6.8907003,-3.1767108,-3.2677174,-0.0910066
5,-3.0741036,-3.1346679,"('distant', 'outgoing')",-0.9618367,-0.88983494,-0.7797534,-0.97361964,-1.6052311,-1.6660407,-0.0608096
6,-3.188496,-3.2277946,"('distant', 'open')",-1.2807668,-1.167484,-0.84190047,-1.1231796,-1.7703878,-1.8394861,-0.0690983
7,1.6675477,1.6887765,"('insensitive', 'sensitive')",-0.5441299,-0.50083137,0.44619703,0.5115697,0.523205,0.566505,0.0433
8,-2.5735607,-2.6920807,"('unaffectionate', 'affectionate')",-1.7995057,-1.7878975,0.30166665,-0.010895788,-1.3571332,-1.4969579,-0.1398247
9,-0.505779,-0.5433422,"('unaffectionate', 'caring')",-2.0592158,-2.014392,0.92727196,0.74788517,-0.5459076,-0.6032829,-0.0573753
10,3.0773814,3.120805,"('unsympathetic', 'sympathetic')",-1.2541679,-1.2597387,0.0773024,0.16292644,0.6335053,0.6746643,0.041159
11,1.3425246,1.3940768,"('unhelpful', 'helpful')",-0.49731603,-0.49054366,1.9515373,2.0301948,0.9322486,0.9779093,0.0456607
12,0.9921554,1.0610567,"('unsupportive', 'supportive')",-0.59177107,-0.47305852,-1.7206131,-1.7617873,-0.4400763,-0.391263,0.0488133
13,2.3033197,2.2574534,"('impolite', 'polite')",0.0021611806,-0.097214825,-0.3468601,-0.1902788,0.6528736,0.6566532,0.0037796
14,2.454997,2.4102023,"('antisocial', 'social')",0.53891486,0.5483256,0.3815348,0.41992998,1.1251489,1.1261526,0.0010037
15,-0.7437121,-0.78443295,"('boring', 'funny')",0.2895966,0.19789813,-0.40669888,-0.47042742,-0.2869382,-0.3523208,-0.0653826
16,-2.1801019,-2.1080592,"('unpopular', 'popular')",-0.5856631,-0.5378037,0.16103746,0.13143045,-0.8682425,-0.8381441,0.0300984
