,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.002340287,-0.22587202,"('unsociable', 'sociable')",-0.19907576,-0.36071703,-0.100708,-0.2932945,-0.1925865
1,-1.7171377,-1.7863331,"('unfriendly', 'friendly')",1.2695934,1.1480395,-0.2237722,-0.3191468,-0.0953746
2,-0.15011668,-0.08441153,"('unlikable', 'likable')",0.4664686,0.47079232,0.158176,0.1931904,0.0350144
3,0.14239049,0.24244086,"('repellent', 'pleasant')",0.54872334,0.5710372,0.3455569,0.406739,0.0611821
4,-0.44761375,-0.43092695,"('disliked', 'liked')",-6.151171,-6.1236653,-3.2993925,-3.2772961,0.0220964
5,-1.8158069,-1.8225573,"('distant', 'outgoing')",-0.36726862,-0.3254268,-1.0915377,-1.073992,0.0175457
6,-2.5082157,-2.4690318,"('distant', 'open')",-0.64853525,-0.58773094,-1.5783755,-1.5283813,0.0499942
7,0.47737032,0.53926915,"('insensitive', 'sensitive')",-0.005054823,0.011603145,0.2361577,0.2754361,0.0392784
8,-0.9250742,-0.9449115,"('unaffectionate', 'affectionate')",0.28201634,0.27391756,-0.3215289,-0.335497,-0.0139681
9,-0.89310443,-0.93776023,"('unaffectionate', 'caring')",0.933324,0.94963205,0.0201098,0.0059359,-0.0141739
10,0.41473648,0.33206415,"('unsympathetic', 'sympathetic')",-0.7290958,-0.82063115,-0.1571797,-0.2442835,-0.0871038
11,0.4624099,0.339769,"('unhelpful', 'helpful')",1.6411642,1.5855848,1.051787,0.9626769,-0.0891101
12,-0.21585758,-0.20250787,"('unsupportive', 'supportive')",-2.2010357,-2.168742,-1.2084466,-1.185625,0.0228216
13,0.07021357,-0.10306242,"('impolite', 'polite')",-0.7097997,-0.7567541,-0.3197931,-0.4299083,-0.1101152
14,1.0342264,1.0493112,"('antisocial', 'social')",-0.12223177,-0.20172857,0.4559973,0.4237913,-0.032206
15,-0.41541356,-0.4948109,"('boring', 'funny')",0.3469677,0.32650995,-0.0342229,-0.0841505,-0.0499276
16,-0.5558588,-0.50660914,"('unpopular', 'popular')",0.7352463,0.7276184,0.0896938,0.1105046,0.0208108
17,-0.37273842,-0.37042192,"('nasty', 'nice')",-0.3033063,-0.25530905,-0.3380224,-0.3128655,0.0251569
18,-0.4523846,-0.4516715,"('disagreeable', 'welcoming')",-0.47683012,-0.5696522,-0.4646074,-0.5106618,-0.0460544
19,-1.8800167,-1.921204,"('inhospitable', 'hospitable')",-0.5322645,-0.5243311,-1.2061405,-1.2227676,-0.0166271
20,0.40703276,0.36666602,"('rough', 'thoughtful')",0.60191876,0.59310704,0.5044758,0.4798865,-0.0245893
21,0.73079187,0.6386884,"('immoral', 'moral')",-0.41922128,-0.47895646,0.1557853,0.079866,-0.0759193
22,0.12332097,0.12524894,"('untrustworthy', 'trustworthy')",-1.3855106,-1.373352,-0.6310948,-0.6240516,0.0070432
23,0.6074904,0.46203068,"('insincere', 'sincere')",5.4376554,5.3335204,3.022573,2.8977757,-0.1247973
