,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
0,0.94146377,0.9191986,"('unsociable', 'sociable')",0.9414638,0.9191986,-0.0222652
1,-0.11078956,-0.012409244,"('unfriendly', 'friendly')",-0.1107896,-0.0124092,0.0983804
2,0.27430514,0.3808092,"('unlikable', 'likable')",0.2743051,0.3808092,0.1065041
3,0.14735031,0.30533704,"('repellent', 'pleasant')",0.1473503,0.305337,0.1579867
4,-3.1936917,-3.2067313,"('disliked', 'liked')",-3.1936917,-3.2067313,-0.0130396
5,-0.7762331,-0.8556835,"('distant', 'outgoing')",-0.7762331,-0.8556835,-0.0794504
6,-0.6266255,-0.70286345,"('distant', 'open')",-0.6266255,-0.7028635,-0.076238
7,0.4997574,0.58903635,"('insensitive', 'sensitive')",0.4997574,0.5890363,0.0892789
8,-0.32337245,-0.3648099,"('unaffectionate', 'affectionate')",-0.3233725,-0.3648099,-0.0414374
9,0.23185228,0.2955025,"('unaffectionate', 'caring')",0.2318523,0.2955025,0.0636502
10,0.28751397,0.32307836,"('unsympathetic', 'sympathetic')",0.287514,0.3230784,0.0355644
11,0.8840382,0.91628635,"('unhelpful', 'helpful')",0.8840382,0.9162863,0.0322481
12,-0.95490384,-0.8649924,"('unsupportive', 'supportive')",-0.9549038,-0.8649924,0.0899114
13,0.13959154,0.07583866,"('impolite', 'polite')",0.1395915,0.0758387,-0.0637528
14,0.9261328,0.94381344,"('antisocial', 'social')",0.9261328,0.9438134,0.0176806
15,0.86412275,0.78261095,"('boring', 'funny')",0.8641227,0.782611,-0.0815117
16,-0.24592143,-0.08095032,"('unpopular', 'popular')",-0.2459214,-0.0809503,0.1649711
17,-0.4399647,-0.2656299,"('nasty', 'nice')",-0.4399647,-0.2656299,0.1743348
18,-1.2830708,-1.3357347,"('disagreeable', 'welcoming')",-1.2830708,-1.3357347,-0.0526639
19,-1.0558902,-0.93174845,"('inhospitable', 'hospitable')",-1.0558902,-0.9317484,0.1241418
20,-0.29264498,-0.13760313,"('rough', 'thoughtful')",-0.292645,-0.1376031,0.1550419
21,-0.22935927,-0.11915817,"('immoral', 'moral')",-0.2293593,-0.1191582,0.1102011
22,-0.6572449,-0.51321554,"('untrustworthy', 'trustworthy')",-0.6572449,-0.5132155,0.1440294
