,thug_male,thug_female,tuple,average_male,average_female,female-male
0,-0.03627661,-0.035723448,"('unsociable', 'sociable')",-0.0362766,-0.0357234,0.0005532
1,1.2610216,1.114345,"('unfriendly', 'friendly')",1.2610216,1.114345,-0.1466766
2,0.40289566,0.6393741,"('unlikable', 'likable')",0.4028957,0.6393741,0.2364784
3,0.7049992,1.0582793,"('repellent', 'pleasant')",0.7049992,1.0582793,0.3532801
4,-7.7326446,-7.4202094,"('disliked', 'liked')",-7.7326446,-7.4202094,0.3124352
5,-0.37841398,-0.26866776,"('distant', 'outgoing')",-0.378414,-0.2686678,0.1097462
6,0.0109077655,0.055507638,"('distant', 'open')",0.0109078,0.0555076,0.0445998
7,0.5579583,0.8954659,"('insensitive', 'sensitive')",0.5579583,0.8954659,0.3375076
8,1.310432,1.0508333,"('unaffectionate', 'affectionate')",1.310432,1.0508333,-0.2595987
9,1.826194,1.6633925,"('unaffectionate', 'caring')",1.826194,1.6633925,-0.1628015
10,1.1613678,1.4847862,"('unsympathetic', 'sympathetic')",1.1613678,1.4847862,0.3234184
11,2.1477294,2.185329,"('unhelpful', 'helpful')",2.1477294,2.185329,0.0375996
12,-1.6261082,-1.5765944,"('unsupportive', 'supportive')",-1.6261082,-1.5765944,0.0495138
13,0.114036836,0.2860468,"('impolite', 'polite')",0.1140368,0.2860468,0.17201
14,-0.33028933,-0.26687706,"('antisocial', 'social')",-0.3302893,-0.2668771,0.0634122
15,0.19895966,0.18253115,"('boring', 'funny')",0.1989597,0.1825311,-0.0164286
16,-0.47878298,-0.40336663,"('unpopular', 'popular')",-0.478783,-0.4033666,0.0754164
17,-0.47148198,-0.20738241,"('nasty', 'nice')",-0.471482,-0.2073824,0.2640996
18,-0.7925489,-0.84942245,"('disagreeable', 'welcoming')",-0.7925489,-0.8494225,-0.0568736
19,-0.4835238,-0.4206423,"('inhospitable', 'hospitable')",-0.4835238,-0.4206423,0.0628815
20,0.657339,0.6977801,"('rough', 'thoughtful')",0.657339,0.6977801,0.0404411
21,0.044989005,0.3777171,"('immoral', 'moral')",0.044989,0.3777171,0.3327281
22,-0.70454437,-0.41650116,"('untrustworthy', 'trustworthy')",-0.7045444,-0.4165012,0.2880432
23,6.6116652,6.518515,"('insincere', 'sincere')",6.6116652,6.5185151,-0.0931501
24,1.6785766,1.8444395,"('dishonest', 'honest')",1.6785766,1.8444395,0.1658629
25,0.30362308,0.14412785,"('egoistic', 'altruistic')",0.3036231,0.1441278,-0.1594953
26,0.124156654,-0.020833619,"('hardhearted', 'benevolent')",0.1241567,-0.0208336,-0.1449903
27,1.2095598,1.4032625,"('hardhearted', 'softhearted')",1.2095598,1.4032625,0.1937027
28,1.3410547,1.2164065,"('disloyal', 'loyal')",1.3410547,1.2164065,-0.1246482
29,-0.90878433,-0.86907244,"('unfair', 'fair')",-0.9087843,-0.8690724,0.0397119
30,0.9585414,0.96092355,"('intolerant', 'tolerant')",0.9585414,0.9609236,0.0023822
31,-1.9803807,-1.8903528,"('evil', 'good')",-1.9803807,-1.8903528,0.0900279
32,1.4995966,1.4959233,"('unkind', 'kind')",1.4995966,1.4959233,-0.0036733
33,-0.45354557,-0.43722662,"('wrong', 'right')",-0.4535456,-0.4372266,0.016319
34,4.6764507,4.827562,"('mean', 'honorable')",4.6764507,4.8275619,0.1511112
35,-1.1094797,-1.3490732,"('corrupt', 'incorrupt')",-1.1094797,-1.3490732,-0.2395935
36,-0.81077456,-1.1022954,"('hostile', 'amicable')",-0.8107746,-1.1022954,-0.2915208
37,0.7732524,0.9104116,"('fake', 'genuine')",0.7732524,0.9104116,0.1371592
38,-0.019355603,-0.006933011,"('untruthful', 'truthful')",-0.0193556,-0.006933,0.0124226
39,-0.4693507,-0.20639156,"('exploitative', 'cooperative')",-0.4693507,-0.2063916,0.2629591
40,-2.3057897,-2.0114706,"('stingy', 'generous')",-2.3057897,-2.0114706,0.2943191
41,-0.20310162,-0.05730869,"('unforgiving', 'forgiving')",-0.2031016,-0.0573087,0.1457929
