,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.35532573,-0.43623725,"('unsociable', 'sociable')",-0.04378915,-0.05800309,-0.1995574,-0.2471202,-0.0475628
1,0.26337135,0.2544341,"('unfriendly', 'friendly')",1.7020249,1.5774069,0.9826981,0.9159205,-0.0667776
2,-0.021390973,-0.048699364,"('unlikable', 'likable')",0.5672727,0.7167074,0.2729409,0.334004,0.0610631
3,-1.176317,-1.0248944,"('repellent', 'pleasant')",0.20077035,0.20001736,-0.4877733,-0.4124385,0.0753348
4,0.5789862,0.46346095,"('disliked', 'liked')",-7.3413014,-7.3036065,-3.3811576,-3.4200728,-0.0389152
5,0.3782853,0.33616352,"('distant', 'outgoing')",-0.2963722,-0.33081484,0.0409565,0.0026743,-0.0382822
6,0.21769321,0.21243173,"('distant', 'open')",-0.02942026,-0.08721772,0.0941365,0.062607,-0.0315295
7,-0.44082594,-0.38543338,"('insensitive', 'sensitive')",0.24720399,0.24473022,-0.096811,-0.0703516,0.0264594
8,0.44173378,0.37030897,"('unaffectionate', 'affectionate')",1.0745578,0.94026506,0.7581458,0.655287,-0.1028588
9,0.41967636,0.34107527,"('unaffectionate', 'caring')",1.3597975,1.2880317,0.8897369,0.8145535,-0.0751834
10,-0.65320945,-0.65249825,"('unsympathetic', 'sympathetic')",0.15946594,0.06448891,-0.2468718,-0.2940047,-0.0471329
11,-0.9050385,-1.0007217,"('unhelpful', 'helpful')",1.9821359,1.9300209,0.5385487,0.4646496,-0.0738991
12,-0.1509893,-0.16167642,"('unsupportive', 'supportive')",-1.8733226,-1.8215445,-1.012156,-0.9916105,0.0205455
13,-0.62800324,-0.74621004,"('impolite', 'polite')",-0.2661223,-0.18215904,-0.4470628,-0.4641845,-0.0171217
14,-0.018368673,-0.11178847,"('antisocial', 'social')",-0.1285499,-0.091712534,-0.0734593,-0.1017505,-0.0282912
15,0.48709756,0.4782612,"('boring', 'funny')",0.46586153,0.47805968,0.4764795,0.4781604,0.0016809
16,-0.6539949,-0.5239509,"('unpopular', 'popular')",-0.30129677,-0.26889318,-0.4776458,-0.396422,0.0812238
17,-0.5577449,-0.58627105,"('nasty', 'nice')",-0.27763394,-0.30225816,-0.4176894,-0.4442646,-0.0265752
18,-0.42111236,-0.3412395,"('disagreeable', 'welcoming')",-1.1081165,-1.0460801,-0.7646145,-0.6936598,0.0709547
19,-0.73304284,-0.7750799,"('inhospitable', 'hospitable')",-0.36621332,-0.37093404,-0.5496281,-0.573007,-0.0233789
20,-0.15925242,-0.06763301,"('rough', 'thoughtful')",0.42520046,0.46668172,0.132974,0.1995244,0.0665504
21,-1.0609326,-0.94301695,"('immoral', 'moral')",-1.111402,-0.9301807,-1.0861673,-0.9365988,0.1495685
22,-0.6306629,-0.7765024,"('untrustworthy', 'trustworthy')",-0.87654155,-0.91093934,-0.7536023,-0.8437209,-0.0901186
23,-0.9724992,-0.96560186,"('insincere', 'sincere')",6.0314956,5.943665,2.5294981,2.4890316,-0.0404665
24,-0.057467796,-0.10235223,"('dishonest', 'honest')",1.1231761,1.0951451,0.5328541,0.4963964,-0.0364577
25,0.8235974,0.98787624,"('egoistic', 'altruistic')",0.8665223,0.87726283,0.8450599,0.9325695,0.0875096
26,1.4347086,1.3979843,"('hardhearted', 'benevolent')",1.7925168,1.6798489,1.6136127,1.5389166,-0.0746961
27,0.19483536,0.31661895,"('hardhearted', 'softhearted')",1.0431006,1.0001794,0.618968,0.6583992,0.0394312
28,-0.3250737,-0.43016037,"('disloyal', 'loyal')",1.1093941,0.93248016,0.3921602,0.2511599,-0.1410003
29,-0.22364892,-0.35284868,"('unfair', 'fair')",-0.6530853,-0.7665679,-0.4383671,-0.5597083,-0.1213412
30,-0.4676953,-0.5566668,"('intolerant', 'tolerant')",0.35244286,0.4661175,-0.0576262,-0.0452746,0.0123516
31,0.004981665,0.046896707,"('evil', 'good')",-0.8879983,-0.96951926,-0.4415083,-0.4613113,-0.019803
32,-0.35594457,-0.4019678,"('unkind', 'kind')",0.94634,0.78737783,0.2951977,0.192705,-0.1024927
33,0.7068024,0.66252714,"('wrong', 'right')",-0.3926185,-0.29065454,0.157092,0.1859363,0.0288443
34,-0.999286,-0.8647886,"('mean', 'honorable')",5.0702653,5.175108,2.0354896,2.1551597,0.1196701
35,0.7396722,0.6644846,"('corrupt', 'incorrupt')",-0.6378034,-0.7360766,0.0509344,-0.035796,-0.0867304
36,0.35971418,0.3437833,"('hostile', 'amicable')",-0.18614236,-0.33163992,0.0867859,0.0060717,-0.0807142
37,0.19939777,0.20192447,"('fake', 'genuine')",0.26572183,0.3122834,0.2325598,0.2571039,0.0245441
38,-0.59987813,-0.6807344,"('untruthful', 'truthful')",0.2692929,0.40548295,-0.1652926,-0.1376257,0.0276669
39,0.17817125,0.2551801,"('exploitative', 'cooperative')",0.3835454,0.49304193,0.2808583,0.374111,0.0932527
40,0.60634637,0.6870197,"('stingy', 'generous')",-2.1686912,-2.1990542,-0.7811724,-0.7560173,0.0251551
41,0.560695,0.45734078,"('unforgiving', 'forgiving')",0.43167785,0.3949218,0.4961864,0.4261313,-0.0700551
42,0.21994926,0.24933688,"('unreliable', 'reliable')",-3.1301172,-3.093727,-1.455084,-1.4221951,0.0328889
43,-0.8141542,-0.8360883,"('irresponsible', 'responsible')",0.7821238,0.8309382,-0.0160152,-0.002575,0.0134402
44,-0.27033132,-0.23730269,"('prejudiced', 'unprejudiced')",-1.6787677,-1.6918758,-0.9745495,-0.9645892,0.0099603
45,0.040921386,-0.16289292,"('incompetent', 'competent')",-0.012119353,-0.05503687,0.014401,-0.1089649,-0.1233659
46,-0.8375214,-0.9374176,"('uncompetitive', 'competitive')",-0.80403894,-0.7970331,-0.8207802,-0.8672253,-0.0464451
47,0.2451626,0.23523371,"('stupid', 'smart')",5.3539624,5.44789,2.7995625,2.8415618,0.0419993
48,-0.9711156,-0.9433811,"('unintelligent', 'intelligent')",0.103585064,0.13650894,-0.4337653,-0.4034361,0.0303292
49,-0.5293232,-0.5989343,"('unable', 'able')",-1.0211118,-0.9110029,-0.7752175,-0.7549686,0.0202489
50,0.37949252,0.36778864,"('clumsy', 'skillful')",-0.24292535,-0.2947958,0.0682836,0.0364964,-0.0317872
51,-0.70510894,-0.8173472,"('uneducated', 'educated')",0.03803833,-0.0538666,-0.3335353,-0.4356069,-0.1020716
52,-0.12520139,-0.18727732,"('irrational', 'rational')",-0.2570043,-0.25539973,-0.1911028,-0.2213385,-0.0302357
53,-0.66531545,-0.6335858,"('uncreative', 'creative')",0.18334806,0.11420577,-0.2409837,-0.25969,-0.0187063
54,-0.40303177,-0.4428329,"('incapable', 'capable')",0.6001912,0.5447268,0.0985797,0.050947,-0.0476327
55,-0.44450346,-0.42702177,"('incompetent', 'clever')",0.00077276304,0.10275136,-0.2218653,-0.1621352,0.0597301
56,-0.10051377,-0.2283454,"('impractical', 'practical')",-0.021913126,0.07650974,-0.0612134,-0.0759178,-0.0147044
57,-1.0009551,-1.2327908,"('unimaginative', 'imaginative')",-3.1730733,-3.2893217,-2.0870142,-2.2610562,-0.174042
58,-0.47952744,-0.6003631,"('undiscriminating', 'discriminating')",0.24623474,0.2376783,-0.1166463,-0.1813424,-0.0646961
59,1.0062273,1.0198718,"('foolish', 'wise')",0.08333399,0.09875989,0.5447806,0.5593159,0.0145353
60,-0.977116,-0.95392233,"('inefficient', 'efficient')",-0.05209766,0.31709334,-0.5146068,-0.3184145,0.1961923
61,-0.58289254,-0.75122267,"('illogical', 'logical')",0.14974444,0.10181055,-0.216574,-0.324706,-0.108132
62,-0.62480783,-0.6740958,"('incompetent', 'brilliant')",-0.03170703,0.15435322,-0.3282574,-0.2598713,0.0683861
63,-0.599241,-0.62687826,"('unperceptive', 'insightful')",0.18897776,0.30870315,-0.2051316,-0.1590876,0.046044
64,-0.37638366,-0.42621487,"('shy', 'confident')",-6.4575763,-6.3226013,-3.41698,-3.374408,0.042572
65,-0.8799479,-0.8932174,"('insecure', 'secure')",0.08363865,0.08329771,-0.3981546,-0.4049598,-0.0068052
66,0.13484797,0.06542733,"('inactive', 'active')",0.48571897,0.43019837,0.3102835,0.2478129,-0.0624706
67,0.37711015,0.28198254,"('doubtful', 'determined')",-0.04703179,0.012742851,0.1650392,0.1473627,-0.0176765
