,equinix_male,equinix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1832799,-1.3097752,"('unsociable', 'sociable')",-0.55962694,-0.6819769,-0.8714534,-0.9958761,-0.1244227
1,-1.4956226,-1.5509615,"('unfriendly', 'friendly')",2.0213192,1.8930792,0.2628483,0.1710588,-0.0917895
2,-0.25508273,-0.08201908,"('unlikable', 'likable')",0.7040311,0.8033761,0.2244742,0.3606785,0.1362043
3,-0.66316295,-0.51259893,"('repellent', 'pleasant')",0.047035497,0.06591707,-0.3080637,-0.2233409,0.0847228
4,-0.21159314,-0.21602353,"('disliked', 'liked')",-6.3948607,-6.4768867,-3.3032269,-3.3464551,-0.0432282
5,-0.8146939,-0.7211007,"('distant', 'outgoing')",0.13963993,0.12805372,-0.337527,-0.2965235,0.0410035
6,-0.78346306,-0.6550723,"('distant', 'open')",0.676959,0.64633304,-0.053252,-0.0043696,0.0488824
7,-1.0390115,-0.9729311,"('insensitive', 'sensitive')",0.18221456,0.27658436,-0.4283985,-0.3481734,0.0802251
8,-0.36804217,-0.35432386,"('unaffectionate', 'affectionate')",1.1194507,1.0178461,0.3757043,0.3317611,-0.0439432
9,-1.2043121,-1.2041366,"('unaffectionate', 'caring')",1.0603187,1.0162265,-0.0719967,-0.093955,-0.0219583
10,-1.1194345,-1.0776877,"('unsympathetic', 'sympathetic')",-0.9209133,-0.9214614,-1.0201739,-0.9995745,0.0205994
11,-0.7181391,-0.6663485,"('unhelpful', 'helpful')",1.1427302,1.2874099,0.2122956,0.3105307,0.0982351
12,-0.9223262,-0.7965395,"('unsupportive', 'supportive')",-2.0574236,-1.996931,-1.4898748,-1.3967352,0.0931396
13,-0.7893966,-0.8287564,"('impolite', 'polite')",-0.8566782,-0.8318124,-0.8230374,-0.8302844,-0.007247
14,-0.37631503,-0.40454006,"('antisocial', 'social')",-0.76697034,-0.8338596,-0.5716427,-0.6191999,-0.0475572
15,0.5991067,0.541374,"('boring', 'funny')",0.45776004,0.43117994,0.5284334,0.486277,-0.0421564
16,-0.40932235,-0.35427362,"('unpopular', 'popular')",0.6662799,0.70721215,0.1284788,0.1764693,0.0479905
17,-0.083457924,0.070561826,"('nasty', 'nice')",-0.5107293,-0.45815292,-0.2970936,-0.1937955,0.1032981
18,-0.3301522,-0.257259,"('disagreeable', 'welcoming')",-0.31263453,-0.37478253,-0.3213934,-0.3160208,0.0053726
19,-1.0397918,-0.9310127,"('inhospitable', 'hospitable')",-0.044442926,0.11748695,-0.5421174,-0.4067629,0.1353545
20,0.4280471,0.47442943,"('rough', 'thoughtful')",1.4829098,1.4168125,0.9554784,0.945621,-0.0098574
21,-0.38423005,-0.4062228,"('immoral', 'moral')",-0.65274704,-0.6010065,-0.5184885,-0.5036147,0.0148738
22,-0.23827173,-0.28321093,"('untrustworthy', 'trustworthy')",-0.91654885,-1.0170478,-0.5774103,-0.6501293,-0.072719
23,-1.3010981,-1.2965343,"('insincere', 'sincere')",5.1925106,5.1590343,1.9457062,1.93125,-0.0144562
24,-0.6029081,-0.675278,"('dishonest', 'honest')",0.56160223,0.49685377,-0.0206529,-0.0892121,-0.0685592
25,-0.3117849,-0.29992047,"('egoistic', 'altruistic')",1.709135,1.6107157,0.6986751,0.6553977,-0.0432774
26,0.09039122,-0.0025244514,"('hardhearted', 'benevolent')",1.9116035,1.8211797,1.0009973,0.9093276,-0.0916697
27,-0.39102834,-0.36833543,"('hardhearted', 'softhearted')",1.4741532,1.352417,0.5415624,0.4920408,-0.0495216
28,-0.665544,-0.8256996,"('disloyal', 'loyal')",0.9231777,0.8075837,0.1288169,-0.009058,-0.1378749
29,-0.0020463746,-0.0830637,"('unfair', 'fair')",-0.20541255,-0.39534396,-0.1037295,-0.2392038,-0.1354743
30,0.11846179,0.09494186,"('intolerant', 'tolerant')",1.1300459,1.0793226,0.6242539,0.5871322,-0.0371217
31,-0.79575294,-0.75331074,"('evil', 'good')",-0.50993705,-0.6567188,-0.652845,-0.7050148,-0.0521698
32,-0.79868513,-0.8046994,"('unkind', 'kind')",0.47307828,0.34367314,-0.1628034,-0.2305131,-0.0677097
33,-0.29742023,-0.36533704,"('wrong', 'right')",-0.13692065,-0.23469412,-0.2171704,-0.3000156,-0.0828452
34,-0.2776009,-0.06003224,"('mean', 'honorable')",5.7129903,5.9177403,2.7176948,2.928854,0.2111592
35,0.18114835,0.09859958,"('corrupt', 'incorrupt')",0.34246507,0.15281376,0.2618067,0.1257067,-0.1361
36,-0.7236913,-0.7299419,"('hostile', 'amicable')",0.5945395,0.35204303,-0.0645759,-0.1889494,-0.1243735
37,-0.33393922,-0.2581919,"('fake', 'genuine')",0.45883843,0.48012653,0.0624496,0.1109673,0.0485177
38,-1.1463318,-1.0921276,"('untruthful', 'truthful')",-0.3982554,-0.32479113,-0.7722936,-0.7084594,0.0638342
39,0.49843767,0.4765777,"('exploitative', 'cooperative')",0.22761907,0.25018328,0.3630284,0.3633805,0.0003521
40,-0.016878176,-0.09179622,"('stingy', 'generous')",-1.4382005,-1.5921779,-0.7275393,-0.841987,-0.1144477
41,-0.69703543,-0.6647523,"('unforgiving', 'forgiving')",0.03742454,-0.09744903,-0.3298054,-0.3811007,-0.0512953
42,0.22292335,0.43427974,"('unreliable', 'reliable')",-2.913358,-2.7848687,-1.3452173,-1.1752945,0.1699228
43,-0.4747016,-0.30914968,"('irresponsible', 'responsible')",0.2875643,0.36650506,-0.0935687,0.0286777,0.1222464
44,1.027342,1.0729389,"('prejudiced', 'unprejudiced')",-1.1220104,-1.0615801,-0.0473342,0.0056794,0.0530136
45,-1.2336668,-1.1912127,"('incompetent', 'competent')",-0.20314363,-0.24033871,-0.7184052,-0.7157757,0.0026295
46,-1.056471,-0.9637555,"('uncompetitive', 'competitive')",-1.0164464,-0.97242147,-1.0364587,-0.9680885,0.0683702
47,0.15288065,0.26564148,"('stupid', 'smart')",5.469121,5.55758,2.8110008,2.9116108,0.10061
48,-0.34831107,-0.46909574,"('unintelligent', 'intelligent')",0.6900525,0.7264622,0.1708707,0.1286832,-0.0421875
49,0.14074509,0.31065443,"('unable', 'able')",-0.10317124,0.02266815,0.0187869,0.1666613,0.1478744
50,0.07541355,0.19888046,"('clumsy', 'skillful')",0.2299344,0.1949665,0.152674,0.1969235,0.0442495
51,-0.78183055,-0.88256484,"('uneducated', 'educated')",-0.051288575,-0.057722777,-0.4165596,-0.4701438,-0.0535842
52,-0.3945105,-0.6683257,"('irrational', 'rational')",0.8077926,0.595347,0.206641,-0.0364894,-0.2431304
53,-1.1704535,-1.1207211,"('uncreative', 'creative')",0.7988715,0.7681209,-0.185791,-0.1763001,0.0094909
54,-0.38396966,-0.41633636,"('incapable', 'capable')",1.044457,1.1715918,0.3302436,0.3776277,0.0473841
55,-0.45507598,-0.48337,"('incompetent', 'clever')",-0.11362079,-0.09957735,-0.2843484,-0.2914737,-0.0071253
56,0.4951304,0.5403634,"('impractical', 'practical')",-0.2404759,-0.16814955,0.1273272,0.1861069,0.0587797
57,-0.6027851,-0.6485154,"('unimaginative', 'imaginative')",-2.6426957,-2.6584997,-1.6227404,-1.6535076,-0.0307672
