,working_male,working_female,tuple,average_male,average_female,female-male
0,0.41543278,0.16839015,"('unsociable', 'sociable')",0.4154328,0.1683902,-0.2470426
1,1.48298,1.7318578,"('unfriendly', 'friendly')",1.48298,1.7318578,0.2488778
2,0.24016139,0.41469786,"('unlikable', 'likable')",0.2401614,0.4146979,0.1745365
3,0.8246088,0.90572286,"('repellent', 'pleasant')",0.8246088,0.9057229,0.0811141
4,-6.607067,-6.5497513,"('disliked', 'liked')",-6.6070671,-6.5497513,0.0573158
5,-0.5338319,-0.08986526,"('distant', 'outgoing')",-0.5338319,-0.0898653,0.4439666
6,-0.25918534,0.16709048,"('distant', 'open')",-0.2591853,0.1670905,0.4262758
7,1.1416268,1.1087356,"('insensitive', 'sensitive')",1.1416268,1.1087356,-0.0328912
8,1.1183046,1.2592075,"('unaffectionate', 'affectionate')",1.1183046,1.2592075,0.1409029
9,1.8095374,2.106276,"('unaffectionate', 'caring')",1.8095374,2.106276,0.2967386
10,1.1654263,0.93864095,"('unsympathetic', 'sympathetic')",1.1654263,0.938641,-0.2267853
11,2.2150087,2.28162,"('unhelpful', 'helpful')",2.2150087,2.28162,0.0666113
12,-1.1891494,-1.0748849,"('unsupportive', 'supportive')",-1.1891494,-1.0748849,0.1142645
13,0.2382324,-0.012265138,"('impolite', 'polite')",0.2382324,-0.0122651,-0.2504975
14,0.20876841,-0.09409202,"('antisocial', 'social')",0.2087684,-0.094092,-0.3028604
15,0.16608132,0.11462176,"('boring', 'funny')",0.1660813,0.1146218,-0.0514595
16,-0.46407473,-0.18837729,"('unpopular', 'popular')",-0.4640747,-0.1883773,0.2756974
17,-0.29112107,-0.09259729,"('nasty', 'nice')",-0.2911211,-0.0925973,0.1985238
18,-0.15988487,-0.03965105,"('disagreeable', 'welcoming')",-0.1598849,-0.0396511,0.1202338
19,-0.39189267,0.03277442,"('inhospitable', 'hospitable')",-0.3918927,0.0327744,0.4246671
20,0.32407776,0.098627575,"('rough', 'thoughtful')",0.3240778,0.0986276,-0.2254502
21,0.051200215,0.037231117,"('immoral', 'moral')",0.0512002,0.0372311,-0.0139691
22,-0.22905776,-0.24539445,"('untrustworthy', 'trustworthy')",-0.2290578,-0.2453945,-0.0163367
23,6.779947,6.904142,"('insincere', 'sincere')",6.7799468,6.9041419,0.1241951
24,1.8692769,1.9743967,"('dishonest', 'honest')",1.8692769,1.9743967,0.1051198
25,0.95412505,1.0424483,"('egoistic', 'altruistic')",0.954125,1.0424483,0.0883233
26,0.80648166,0.46954274,"('hardhearted', 'benevolent')",0.8064817,0.4695427,-0.336939
27,1.5881318,1.5609012,"('hardhearted', 'softhearted')",1.5881318,1.5609012,-0.0272306
28,1.2137264,1.1332879,"('disloyal', 'loyal')",1.2137264,1.1332879,-0.0804385
29,-0.8035562,-0.8096223,"('unfair', 'fair')",-0.8035562,-0.8096223,-0.0060661
30,1.0018026,0.87723976,"('intolerant', 'tolerant')",1.0018026,0.8772398,-0.1245628
31,-1.477869,-1.1458073,"('evil', 'good')",-1.477869,-1.1458073,0.3320617
32,1.3923815,1.2722789,"('unkind', 'kind')",1.3923815,1.2722789,-0.1201026
33,-0.34047285,-0.12940377,"('wrong', 'right')",-0.3404728,-0.1294038,0.211069
34,4.6426415,5.036564,"('mean', 'honorable')",4.6426415,5.0365639,0.3939224
35,-1.40501,-1.2463064,"('corrupt', 'incorrupt')",-1.40501,-1.2463064,0.1587036
36,-1.3403295,-1.0629977,"('hostile', 'amicable')",-1.3403295,-1.0629977,0.2773318
37,1.1352404,0.99735355,"('fake', 'genuine')",1.1352404,0.9973536,-0.1378868
38,0.59181345,0.74075437,"('untruthful', 'truthful')",0.5918134,0.7407544,0.148941
39,0.0549678,-0.05934135,"('exploitative', 'cooperative')",0.0549678,-0.0593413,-0.1143091
40,-0.9482222,-1.0536165,"('stingy', 'generous')",-0.9482222,-1.0536165,-0.1053943
41,0.19034019,-0.035057135,"('unforgiving', 'forgiving')",0.1903402,-0.0350571,-0.2253973
42,-2.285594,-2.3253517,"('unreliable', 'reliable')",-2.285594,-2.3253517,-0.0397577
43,1.2651099,1.1777698,"('irresponsible', 'responsible')",1.2651099,1.1777698,-0.0873401
44,-1.4620037,-1.740813,"('prejudiced', 'unprejudiced')",-1.4620037,-1.740813,-0.2788093
45,0.24522203,0.06806476,"('incompetent', 'competent')",0.245222,0.0680648,-0.1771572
46,-0.6028371,-0.8225982,"('uncompetitive', 'competitive')",-0.6028371,-0.8225982,-0.2197611
47,4.785151,4.9529214,"('stupid', 'smart')",4.785151,4.9529214,0.1677704
48,0.44396964,0.2064795,"('unintelligent', 'intelligent')",0.4439696,0.2064795,-0.2374901
49,0.01698896,0.20473383,"('unable', 'able')",0.016989,0.2047338,0.1877448
50,-0.2490325,-0.09974737,"('clumsy', 'skillful')",-0.2490325,-0.0997474,0.1492851
51,1.0572712,0.90564275,"('uneducated', 'educated')",1.0572712,0.9056427,-0.1516285
52,-0.24531262,-0.0157127,"('irrational', 'rational')",-0.2453126,-0.0157127,0.2295999
53,-0.112975314,-0.038896248,"('uncreative', 'creative')",-0.1129753,-0.0388962,0.0740791
54,1.0568296,1.3699359,"('incapable', 'capable')",1.0568296,1.3699359,0.3131063
55,0.998248,0.7318343,"('incompetent', 'clever')",0.998248,0.7318343,-0.2664137
56,0.69649214,0.70198417,"('impractical', 'practical')",0.6964921,0.7019842,0.0054921
57,-2.3461123,-2.568464,"('unimaginative', 'imaginative')",-2.3461123,-2.568464,-0.2223517
58,0.26128376,0.1963903,"('undiscriminating', 'discriminating')",0.2612838,0.1963903,-0.0648935
59,0.0017753784,0.30856138,"('foolish', 'wise')",0.0017754,0.3085614,0.306786
60,0.7994294,0.5687647,"('inefficient', 'efficient')",0.7994294,0.5687647,-0.2306647
61,0.20928799,0.095399216,"('illogical', 'logical')",0.209288,0.0953992,-0.1138888
62,1.1997497,1.2357032,"('incompetent', 'brilliant')",1.1997497,1.2357032,0.0359535
63,0.6823392,0.7463975,"('unperceptive', 'insightful')",0.6823392,0.7463975,0.0640583
