,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-2.405196,-2.563745,"('unsociable', 'sociable')",-0.5796181,-0.71798146,-0.13588656,-0.18655308,-0.6597048,-0.7496416,-0.9451014,-1.0544802,-0.1093788
1,0.26243883,0.06679862,"('unfriendly', 'friendly')",1.4890182,1.4293761,1.2325627,1.1058897,1.4538261,1.0956314,1.1094614,0.9244239,-0.1850375
2,0.85422796,0.9073809,"('unlikable', 'likable')",1.3862528,1.4940585,1.7563677,1.8198626,0.79941684,0.91835433,1.1990663,1.2849141,0.0858478
3,-1.7824664,-1.7307609,"('repellent', 'pleasant')",-1.5277776,-1.454827,-1.0127195,-0.97842234,0.31724557,0.37639314,-1.0014296,-0.9469042,0.0545254
4,0.23279735,0.18033509,"('disliked', 'liked')",-0.34765676,-0.3521689,0.42862135,0.28046173,-5.714817,-5.3176875,-1.3502638,-1.3022649,0.0479989
5,2.1626377,2.1228175,"('distant', 'outgoing')",1.8757554,1.8447726,1.2884781,1.2745978,0.83217865,0.82507646,1.5397624,1.5168161,-0.0229463
6,1.6596559,1.6094786,"('distant', 'open')",1.3235419,1.277801,1.2078321,1.1837931,0.74355227,0.6162818,1.2336454,1.1718386,-0.0618068
7,-1.2802644,-1.2662598,"('insensitive', 'sensitive')",-0.17859234,-0.09757968,-0.8160613,-0.7365058,-0.81175655,-0.8246498,-0.7716687,-0.7312488,0.0404199
8,0.81667566,0.6521344,"('unaffectionate', 'affectionate')",2.0772429,1.9867913,0.98635197,0.90104085,0.94091284,0.56273127,1.2052958,1.0256743,-0.1796215
9,0.29725245,0.12458256,"('unaffectionate', 'caring')",1.5994568,1.5014287,0.69211185,0.6032871,1.0235134,0.7220733,0.9030836,0.7378429,-0.1652407
10,-3.291638,-3.3534505,"('unsympathetic', 'sympathetic')",-0.8732882,-0.88614535,-0.9338149,-0.9106429,-0.7881889,-0.85755384,-1.4717325,-1.5019482,-0.0302157
11,-1.93338,-1.9872049,"('unhelpful', 'helpful')",-0.56872284,-0.600763,-1.0606627,-1.0436265,1.3066425,1.2332325,-0.5640308,-0.5995905,-0.0355597
12,-0.8207329,-0.89371276,"('unsupportive', 'supportive')",1.2345947,1.2411122,0.6644015,0.686996,-2.205412,-2.1337416,-0.2817872,-0.2748365,0.0069507
13,-1.8650306,-1.8959528,"('impolite', 'polite')",-0.5374371,-0.56967866,-0.82259905,-0.7673957,-0.8259684,-0.7387734,-1.0127587,-0.9929501,0.0198086
14,-1.976559,-2.0249798,"('antisocial', 'social')",-0.43904072,-0.46163297,0.25875565,0.2537835,-1.1480123,-1.0981618,-0.8262141,-0.8327478,-0.0065337
15,0.8841712,0.8342425,"('boring', 'funny')",0.49772912,0.4365199,0.71500367,0.6528522,0.3142165,0.37822372,0.6027801,0.5754596,-0.0273205
16,0.16174942,0.18680061,"('unpopular', 'popular')",-0.6482847,-0.55686826,0.16954634,0.28813505,0.5995083,0.6415066,0.0706298,0.1398935,0.0692637
17,-0.16059825,-0.093332395,"('nasty', 'nice')",-0.57935965,-0.54567266,0.1942805,0.33542496,0.16600458,0.28658003,-0.0949182,-0.00425,0.0906682
18,0.10250581,0.1005871,"('disagreeable', 'welcoming')",-0.21989518,-0.17683783,0.31818753,0.3762719,-1.2000476,-1.3351114,-0.2498124,-0.2587726,-0.0089602
19,-0.04120574,-0.043868132,"('inhospitable', 'hospitable')",-0.14808394,-0.0899955,-0.27484813,-0.3146871,0.27953696,0.23928991,-0.0461502,-0.0523152,-0.006165
20,-1.2343856,-1.2036628,"('rough', 'thoughtful')",-1.5523221,-1.436618,-0.07136324,0.046862546,-0.59758985,-0.5449352,-0.8639152,-0.7845883,0.0793269
21,-2.3182447,-2.3133938,"('immoral', 'moral')",-0.49374133,-0.43663517,-0.50857294,-0.42488614,-1.9693427,-1.8837631,-1.3224754,-1.2646697,0.0578057
22,-1.0604069,-1.1144606,"('untrustworthy', 'trustworthy')",-0.32115576,-0.3068712,-0.70949376,-0.8134166,-1.9449896,-1.8881329,-1.0090115,-1.0307204,-0.0217089
23,-1.1993029,-1.2346591,"('insincere', 'sincere')",-0.94008625,-0.9013985,-1.0108811,-0.99213815,3.9147532,3.4731798,0.1911208,0.086246,-0.1048748
24,-0.7413696,-0.7255,"('dishonest', 'honest')",-0.054859366,-0.015986465,-0.5363862,-0.48074165,-0.7878021,-0.90076536,-0.5301043,-0.5307484,-0.0006441
25,1.099838,1.083885,"('egoistic', 'altruistic')",1.001191,1.0650243,1.0232015,1.0706906,1.8212363,1.7393382,1.2363666,1.2397344,0.0033678
26,1.1750146,1.0935639,"('hardhearted', 'benevolent')",1.9269403,1.8494577,2.4927363,2.3243065,1.4682243,1.2423785,1.765729,1.6274266,-0.1383024
27,-0.9896282,-0.96898687,"('hardhearted', 'softhearted')",-0.33502293,-0.3294503,-0.9937404,-0.89624774,0.07826544,-0.13455427,-0.5600315,-0.5823098,-0.0222783
28,-1.3667439,-1.4538519,"('disloyal', 'loyal')",-0.7886191,-0.77694637,-0.5179926,-0.612078,-0.10060951,-0.34150562,-0.6934913,-0.7960954,-0.1026041
29,0.03799921,-0.01391764,"('unfair', 'fair')",-0.84284115,-0.840312,-0.32469273,-0.3248489,-1.0274872,-1.0787588,-0.5392555,-0.5644593,-0.0252038
30,-1.3277954,-1.3528739,"('intolerant', 'tolerant')",-1.4531418,-1.4482985,-0.7356295,-0.7474273,-1.0828115,-1.0088413,-1.1498445,-1.1393602,0.0104843
31,1.6771091,1.6954732,"('evil', 'good')",0.077724114,0.1507735,0.396759,0.37888962,0.1123642,0.07316877,0.5659891,0.5745763,0.0085872
32,-0.6694513,-0.6772821,"('unkind', 'kind')",0.08256866,0.059940472,-0.32750225,-0.2999345,-0.26607174,-0.47599554,-0.2951142,-0.3483179,-0.0532037
33,1.2693937,1.1880112,"('wrong', 'right')",0.9075507,0.82087475,1.32862,1.3278371,-0.1968643,-0.14078978,0.827175,0.7989833,-0.0281917
34,-0.3415645,-0.25078085,"('mean', 'honorable')",-0.95637083,-0.8202302,0.00010123104,0.044559047,5.030094,4.779569,0.933065,0.9382793,0.0052143
35,2.2990816,2.2923393,"('corrupt', 'incorrupt')",0.1430427,0.13621148,0.47458154,0.44784963,0.51329726,0.4933758,0.8575008,0.8424441,-0.0150567
36,2.0481594,1.8859154,"('hostile', 'amicable')",0.50264984,0.49738574,0.93150085,0.73710597,1.0254582,0.8414094,1.126942,0.9904541,-0.1364879
37,-0.56602573,-0.50717115,"('fake', 'genuine')",-1.1773567,-1.1151512,-0.9214487,-0.7458149,-0.54067314,-0.6179996,-0.8013761,-0.7465342,0.0548419
38,0.2806269,0.1768776,"('untruthful', 'truthful')",0.25006762,0.2201776,-0.0678256,-0.10978349,0.59705955,0.59827596,0.2649821,0.2213869,-0.0435952
39,-0.4880833,-0.36992458,"('exploitative', 'cooperative')",0.434969,0.63608134,-0.34407604,-0.2373861,-0.29250622,-0.11860984,-0.1724241,-0.0224598,0.1499643
40,0.216952,0.161534,"('stingy', 'generous')",-0.13276376,-0.11646131,-0.522848,-0.44800976,-2.4470444,-2.351929,-0.721426,-0.6887165,0.0327095
41,-1.1319593,-1.2118337,"('unforgiving', 'forgiving')",-0.35548323,-0.30389234,-0.3651675,-0.3710674,-0.40969953,-0.52153254,-0.5655774,-0.6020815,-0.0365041
42,0.36961246,0.45203984,"('unreliable', 'reliable')",0.7483839,0.8590629,0.677285,0.80904853,-2.9845793,-2.6142244,-0.2973245,-0.1235183,0.1738062
43,-1.8371143,-1.809802,"('irresponsible', 'responsible')",0.4004543,0.47301725,-0.9124425,-0.7417898,-0.41105357,-0.41805506,-0.690039,-0.6241574,0.0658816
44,0.7603913,0.95532995,"('prejudiced', 'unprejudiced')",-0.8676176,-0.7358076,-1.0180907,-0.82971114,-1.4600612,-1.2974927,-0.6463445,-0.4769204,0.1694241
45,-2.3647017,-2.425208,"('incompetent', 'competent')",-1.1922317,-1.1171298,-0.56074905,-0.6359811,-1.6188217,-1.6254178,-1.434126,-1.4509342,-0.0168082
46,-2.1000872,-2.184079,"('uncompetitive', 'competitive')",0.5451528,0.53755236,0.10498947,0.10500917,-0.43032134,-0.3834781,-0.4700666,-0.4812489,-0.0111823
47,-0.58472484,-0.46099606,"('stupid', 'smart')",-0.85237837,-0.7666745,0.07667496,0.14026518,3.6697211,3.4000154,0.5773232,0.5781525,0.0008293
48,-1.8081418,-1.8876507,"('unintelligent', 'intelligent')",-1.356958,-1.3986522,-0.7305928,-0.70768213,-1.6281879,-1.673728,-1.3809701,-1.4169283,-0.0359582
49,-1.3435138,-1.2599832,"('unable', 'able')",-0.90524465,-0.8165375,-0.6139629,-0.51960284,-0.9198272,-0.86899126,-0.9456372,-0.8662786,0.0793586
50,0.63033414,0.66974884,"('clumsy', 'skillful')",-0.68994105,-0.6287849,1.2790976,1.2991586,0.42329043,0.35964617,0.4106953,0.4249422,0.0142469
51,-1.4349282,-1.5709693,"('uneducated', 'educated')",0.0067152306,-0.07143002,0.43401268,0.23426503,-0.4697462,-0.5651559,-0.3659866,-0.4933226,-0.127336
52,0.49955946,0.33682254,"('irrational', 'rational')",-0.51748466,-0.6225166,0.06336768,-0.008264732,-0.03658103,-0.16691957,0.0022154,-0.1152196,-0.117435
53,-0.06267465,-0.18284054,"('uncreative', 'creative')",0.40696597,0.3867066,0.8823881,0.8159693,0.863406,0.7475178,0.5225214,0.4418383,-0.0806831
54,0.7371247,0.6837914,"('incapable', 'capable')",1.9063764,1.9346311,1.0269033,1.0170407,0.7598918,0.61406624,1.1075741,1.0623823,-0.0451918
55,-2.7587843,-2.8136346,"('incompetent', 'clever')",-0.68482673,-0.6468591,-0.701637,-0.66398275,-1.7001734,-1.5868393,-1.4613554,-1.4278289,0.0335265
56,-1.5549895,-1.599587,"('impractical', 'practical')",-0.35917026,-0.38615552,-0.6475784,-0.69232494,-1.2339023,-1.1368064,-0.9489101,-0.9537184,-0.0048083
57,-1.8788424,-2.1098645,"('unimaginative', 'imaginative')",-0.1301831,-0.2609063,-0.1870902,-0.34339434,-3.1208355,-2.9585447,-1.3292378,-1.4181774,-0.0889396
58,0.37476885,0.24493408,"('undiscriminating', 'discriminating')",0.34150195,0.33500594,0.7029451,0.5910755,0.8250604,0.80584985,0.5610691,0.4942163,-0.0668528
59,0.868193,0.9118602,"('foolish', 'wise')",0.0535928,-0.001464752,1.0004766,1.0038873,-0.09992331,-0.14690982,0.4555848,0.4418432,-0.0137416
60,-2.2990394,-2.2706196,"('inefficient', 'efficient')",-1.0931908,-0.9953016,-0.5419476,-0.45294315,-1.3020868,-1.1192437,-1.3090661,-1.209527,0.0995391
61,-0.28967708,-0.42143324,"('illogical', 'logical')",0.7967244,0.7215741,0.79122466,0.67937416,-0.13012186,-0.19033948,0.2920375,0.1972939,-0.0947436
62,-1.913362,-1.8634254,"('incompetent', 'brilliant')",-0.061501656,0.027618947,-0.89428425,-0.77943003,-1.0820391,-0.9068401,-0.9877967,-0.8805191,0.1072776
63,-1.2122859,-1.2436624,"('unperceptive', 'insightful')",0.4642586,0.51084805,0.76467234,0.8007124,0.0059974454,0.09003994,0.0056606,0.0394845,0.0338239
64,-0.3815079,-0.35766527,"('shy', 'confident')",0.35902917,0.3315568,0.116125494,0.18870544,-5.6922536,-5.13154,-1.3996518,-1.2422357,0.1574161
65,-1.7101561,-1.7036676,"('insecure', 'secure')",-1.1064097,-1.0766604,-0.5068732,-0.46331057,-1.3897806,-1.2613271,-1.1783049,-1.1262414,0.0520635
66,1.7102859,1.6582304,"('inactive', 'active')",1.9892099,1.9449768,2.298637,2.2307353,2.3810985,2.3207097,2.0948079,2.0386629,-0.056145
67,-0.05954485,-0.010892812,"('doubtful', 'determined')",-0.4334921,-0.4767621,0.09290969,0.13074553,-0.3585369,-0.23845908,-0.189666,-0.1488421,0.0408239
68,-0.9533143,-1.0064441,"('dependent', 'independent')",-1.5299139,-1.5870867,-1.2709413,-1.2871987,-1.501711,-1.5312531,-1.3139701,-1.3529956,-0.0390255
69,2.6959932,2.7512426,"('lazy', 'industrious')",0.41506085,0.43583566,1.4073763,1.3148714,0.73674905,0.8867537,1.3137949,1.3471758,0.0333809
70,-1.6938475,-1.6644884,"('lethargic', 'energetic')",-0.2304804,-0.17225333,-0.30200368,-0.31608626,-0.90524924,-0.9137034,-0.7828952,-0.7666329,0.0162623
71,0.98571396,1.0035931,"('diffident', 'self-confident')",2.251636,2.2867336,0.73595697,0.7583034,0.4957154,0.5027122,1.1172556,1.1378355,0.0205799
72,-0.833968,-0.83454216,"('unambitious', 'ambitious')",-0.29872626,-0.3373723,-0.72735465,-0.7260903,-1.3420868,-1.3330779,-0.8005339,-0.8077707,-0.0072368
73,1.6763909,1.6860096,"('helpless', 'self-reliant')",0.3104428,0.3229069,-0.31665692,-0.31251684,-3.0125542,-2.7067,-0.3355944,-0.2525751,0.0830193
74,-0.23192488,-0.26242983,"('undedicated', 'dedicated')",0.48499212,0.48951215,0.5417637,0.495632,-0.32511455,-0.3535149,0.1174291,0.0922998,-0.0251293
75,1.5901431,1.5849077,"('meek', 'impulsive')",0.7887113,0.8698854,0.59412384,0.57318795,1.0334647,1.1882466,1.0016108,1.0540569,0.0524461
76,-1.1171573,-1.0229424,"('anxious', 'daring')",-0.16283093,-0.025361616,0.30134535,0.5052168,-0.86708206,-0.60876757,-0.4614313,-0.2879637,0.1734676
77,-1.3437749,-1.3696245,"('unmotivated', 'motivated')",0.35619405,0.4185235,0.30802232,0.2675974,-0.24732818,-0.056817662,-0.2317217,-0.1850803,0.0466414
78,-0.64067966,-0.7007442,"('nonresilient', 'resilient')",0.98007387,1.0030593,0.894443,0.9112076,1.2387171,1.2150779,0.6181386,0.6071501,-0.0109885
79,1.8370271,1.7556796,"('wavering', 'unwavering')",0.7433575,0.73782367,1.0737025,0.9250542,0.6780823,0.62949777,1.0830424,1.0120139,-0.0710285
80,-0.9209343,-0.88429976,"('dominated', 'dominating')",0.077613145,0.15093753,-0.13514161,-0.08295266,-0.7309842,-0.51794434,-0.4273618,-0.3335648,0.093797
81,-1.5581292,-1.5596105,"('submissive', 'aggressive')",-0.1539056,-0.16882832,-0.030160457,0.01382266,-1.6715186,-1.436487,-0.8534285,-0.7877758,0.0656527
82,-1.1148436,-1.0527018,"('poor', 'rich')",-1.1146047,-1.0684804,-0.87342405,-0.83435404,4.0105925,3.6751761,0.22693,0.1799099,-0.0470201
83,0.1478593,0.037888642,"('powerless', 'powerful')",0.98231405,0.96210504,0.82760084,0.8767264,-0.6701746,-0.6482643,0.3218999,0.3071139,-0.014786
