,call_male,call_female,tuple,average_male,average_female,female-male
0,-0.068492696,-0.21614923,"('unsociable', 'sociable')",-0.0684927,-0.2161492,-0.1476565
1,1.4300979,1.3603084,"('unfriendly', 'friendly')",1.4300979,1.3603084,-0.0697895
2,0.25772575,0.39206767,"('unlikable', 'likable')",0.2577257,0.3920677,0.134342
3,0.776465,0.9327806,"('repellent', 'pleasant')",0.776465,0.9327806,0.1563156
4,-7.375364,-7.2402334,"('disliked', 'liked')",-7.3753638,-7.2402334,0.1351304
5,-0.05378899,0.03249409,"('distant', 'outgoing')",-0.053789,0.0324941,0.0862831
6,0.034301948,0.13129126,"('distant', 'open')",0.0343019,0.1312913,0.0969894
7,0.93800557,0.84756696,"('insensitive', 'sensitive')",0.9380056,0.847567,-0.0904386
8,1.1766353,1.1669252,"('unaffectionate', 'affectionate')",1.1766353,1.1669252,-0.0097101
9,1.7448307,1.8132701,"('unaffectionate', 'caring')",1.7448307,1.8132701,0.0684394
10,0.8607359,0.71907777,"('unsympathetic', 'sympathetic')",0.8607359,0.7190778,-0.1416581
11,2.1637375,2.1270564,"('unhelpful', 'helpful')",2.1637375,2.1270564,-0.0366811
12,-1.5134444,-1.543239,"('unsupportive', 'supportive')",-1.5134444,-1.543239,-0.0297946
13,0.3945508,0.3156487,"('impolite', 'polite')",0.3945508,0.3156487,-0.0789021
14,0.43453556,0.34926042,"('antisocial', 'social')",0.4345356,0.3492604,-0.0852752
15,0.43256646,0.4036134,"('boring', 'funny')",0.4325665,0.4036134,-0.0289531
16,-0.7948867,-0.68780875,"('unpopular', 'popular')",-0.7948867,-0.6878088,0.1070779
17,-0.45716435,-0.4114161,"('nasty', 'nice')",-0.4571643,-0.4114161,0.0457482
18,-0.5238815,-0.6276319,"('disagreeable', 'welcoming')",-0.5238815,-0.6276319,-0.1037504
19,-0.543009,-0.42387268,"('inhospitable', 'hospitable')",-0.543009,-0.4238727,0.1191363
20,0.61372775,0.43524855,"('rough', 'thoughtful')",0.6137277,0.4352486,-0.1784791
21,0.12554833,0.113335826,"('immoral', 'moral')",0.1255483,0.1133358,-0.0122125
22,0.033030696,-0.034972705,"('untrustworthy', 'trustworthy')",0.0330307,-0.0349727,-0.0680034
23,6.75137,6.6737924,"('insincere', 'sincere')",6.75137,6.6737924,-0.0775776
24,1.8963501,1.7790074,"('dishonest', 'honest')",1.8963501,1.7790074,-0.1173427
25,0.5159251,0.43618053,"('egoistic', 'altruistic')",0.5159251,0.4361805,-0.0797446
26,0.36594045,0.34043425,"('hardhearted', 'benevolent')",0.3659405,0.3404343,-0.0255062
27,1.3417914,1.2100539,"('hardhearted', 'softhearted')",1.3417914,1.2100539,-0.1317375
28,1.0778381,0.9811043,"('disloyal', 'loyal')",1.0778381,0.9811043,-0.0967338
29,-0.16792446,-0.29602045,"('unfair', 'fair')",-0.1679245,-0.2960204,-0.1280959
30,0.758957,0.6541069,"('intolerant', 'tolerant')",0.758957,0.6541069,-0.1048501
31,-1.2676736,-1.1242039,"('evil', 'good')",-1.2676736,-1.1242039,0.1434697
32,1.0359278,0.8902258,"('unkind', 'kind')",1.0359278,0.8902258,-0.145702
33,-0.18319115,-0.07695138,"('wrong', 'right')",-0.1831912,-0.0769514,0.1062398
34,4.6018815,4.68973,"('mean', 'honorable')",4.6018815,4.6897302,0.0878487
35,-0.6659363,-0.6899985,"('corrupt', 'incorrupt')",-0.6659363,-0.6899985,-0.0240622
36,-0.48236927,-0.33979028,"('hostile', 'amicable')",-0.4823693,-0.3397903,0.142579
37,0.79978603,0.6726434,"('fake', 'genuine')",0.799786,0.6726434,-0.1271426
38,0.16533326,0.13022977,"('untruthful', 'truthful')",0.1653333,0.1302298,-0.0351035
39,0.03632152,0.04603836,"('exploitative', 'cooperative')",0.0363215,0.0460384,0.0097169
40,-1.563695,-1.6762286,"('stingy', 'generous')",-1.563695,-1.6762286,-0.1125336
41,0.06530897,0.013765581,"('unforgiving', 'forgiving')",0.065309,0.0137656,-0.0515434
42,-2.257988,-2.2443025,"('unreliable', 'reliable')",-2.257988,-2.2443025,0.0136855
43,1.2626941,1.0718133,"('irresponsible', 'responsible')",1.2626941,1.0718133,-0.1908808
44,-1.1261857,-1.2083108,"('prejudiced', 'unprejudiced')",-1.1261857,-1.2083108,-0.0821251
45,0.1911296,0.18731856,"('incompetent', 'competent')",0.1911296,0.1873186,-0.003811
46,-0.6885779,-0.7485782,"('uncompetitive', 'competitive')",-0.6885779,-0.7485782,-0.0600003
47,5.8071156,5.967752,"('stupid', 'smart')",5.8071156,5.967752,0.1606364
48,0.7008807,0.5352201,"('unintelligent', 'intelligent')",0.7008807,0.5352201,-0.1656606
49,0.13349175,0.2456604,"('unable', 'able')",0.1334918,0.2456604,0.1121686
50,-0.4519321,-0.38900644,"('clumsy', 'skillful')",-0.4519321,-0.3890064,0.0629257
51,0.580616,0.52200866,"('uneducated', 'educated')",0.580616,0.5220087,-0.0586073
52,-0.21730828,-0.12956394,"('irrational', 'rational')",-0.2173083,-0.1295639,0.0877444
53,0.19944389,0.15594676,"('uncreative', 'creative')",0.1994439,0.1559468,-0.0434971
54,1.3687932,1.519235,"('incapable', 'capable')",1.3687932,1.519235,0.1504418
55,0.5779781,0.38689053,"('incompetent', 'clever')",0.5779781,0.3868905,-0.1910876
56,0.9416276,0.886693,"('impractical', 'practical')",0.9416276,0.886693,-0.0549346
57,-2.8707972,-2.8514848,"('unimaginative', 'imaginative')",-2.8707972,-2.8514848,0.0193124
58,-0.17030162,-0.25445855,"('undiscriminating', 'discriminating')",-0.1703016,-0.2544585,-0.0841569
59,-0.023691237,0.19203527,"('foolish', 'wise')",-0.0236912,0.1920353,0.2157265
60,0.66143316,0.49261194,"('inefficient', 'efficient')",0.6614332,0.4926119,-0.1688213
61,0.8337852,0.66574395,"('illogical', 'logical')",0.8337852,0.6657439,-0.1680413
62,1.3074105,1.2939191,"('incompetent', 'brilliant')",1.3074105,1.2939191,-0.0134914
63,0.44241905,0.39035514,"('unperceptive', 'insightful')",0.4424191,0.3903551,-0.052064
64,-5.996368,-5.921224,"('shy', 'confident')",-5.9963679,-5.9212241,0.0751438
65,0.60834354,0.44577444,"('insecure', 'secure')",0.6083435,0.4457744,-0.1625691
66,-0.12128136,-0.10353605,"('inactive', 'active')",-0.1212814,-0.103536,0.0177454
67,-0.77844065,-0.73850286,"('doubtful', 'determined')",-0.7784407,-0.7385029,0.0399378
68,-0.5249101,-0.6646358,"('dependent', 'independent')",-0.5249101,-0.6646358,-0.1397257
69,-1.2258613,-1.0881258,"('lazy', 'industrious')",-1.2258613,-1.0881258,0.1377355
70,1.0550464,0.970751,"('lethargic', 'energetic')",1.0550464,0.970751,-0.0842954
71,0.5195769,0.7039893,"('diffident', 'self-confident')",0.5195769,0.7039893,0.1844124
72,0.43985155,0.36082155,"('unambitious', 'ambitious')",0.4398516,0.3608215,-0.0790301
73,-2.958879,-2.8737535,"('helpless', 'self-reliant')",-2.958879,-2.8737535,0.0851255
74,0.11791378,-0.047453035,"('undedicated', 'dedicated')",0.1179138,-0.047453,-0.1653668
75,-0.8883667,-0.7235729,"('meek', 'impulsive')",-0.8883667,-0.7235729,0.1647938
76,0.42175227,0.17539628,"('anxious', 'daring')",0.4217523,0.1753963,-0.246356
77,-1.0799274,-1.0926915,"('unmotivated', 'motivated')",-1.0799274,-1.0926915,-0.0127641
78,-0.5524567,-0.55249566,"('nonresilient', 'resilient')",-0.5524567,-0.5524957,-3.9e-05
79,-0.258401,-0.16750783,"('wavering', 'unwavering')",-0.258401,-0.1675078,0.0908932
80,-0.17761473,-0.29950777,"('dominated', 'dominating')",-0.1776147,-0.2995078,-0.1218931
81,0.1728757,0.122783065,"('submissive', 'aggressive')",0.1728757,0.1227831,-0.0500926
82,6.0185175,6.193681,"('poor', 'rich')",6.0185175,6.1936808,0.1751633
83,-0.5802957,-0.609273,"('powerless', 'powerful')",-0.5802957,-0.609273,-0.0289773
84,0.073547274,0.03573793,"('inferior', 'superior')",0.0735473,0.0357379,-0.0378094
85,-1.3953778,-1.408272,"('insignificant', 'prestigious')",-1.3953778,-1.408272,-0.0128942
86,0.3684347,0.32940063,"('uninfluential', 'influential')",0.3684347,0.3294006,-0.0390341
87,0.14762518,0.2631194,"('unsuccessful', 'successful')",0.1476252,0.2631194,0.1154942
88,-0.22057271,-0.28592393,"('low', 'eminent')",-0.2205727,-0.2859239,-0.0653512
