,affiliated_male,affiliated_female,tuple,managers_male,managers_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0155238,0.8041782,"('unsociable', 'sociable')",0.32926607,0.26357013,0.84727496,0.78122187,-0.38265005,-0.45525756,0.4523537,0.3484282,-0.1039255
1,-0.6254231,-0.65618795,"('unfriendly', 'friendly')",0.15576962,0.17690746,0.2699804,0.21283603,1.8284835,1.7155129,0.4072026,0.3622671,-0.0449355
2,0.9800457,1.0760725,"('unlikable', 'likable')",1.5774426,1.7337842,1.4873264,1.5379014,0.69111943,0.78122634,1.1839836,1.2822461,0.0982625
3,-0.14669856,-0.10078381,"('repellent', 'pleasant')",0.21715915,0.37005824,0.90693545,1.002551,0.3251952,0.4480341,0.3256478,0.4299648,0.104317
4,-0.42814893,-0.48655367,"('disliked', 'liked')",-0.63790816,-0.7145962,-0.2894794,-0.37981856,-6.845204,-6.900146,-2.0501852,-2.1202786,-0.0700934
5,-0.6345166,-0.5526828,"('distant', 'outgoing')",0.35789368,0.36311775,-1.1921166,-1.2450609,-0.21875918,-0.28050742,-0.4218747,-0.4287834,-0.0069087
6,-0.45789438,-0.36143887,"('distant', 'open')",-0.08987418,-0.030678922,-1.2327173,-1.3196948,0.50020343,0.39941514,-0.3200706,-0.3280993,-0.0080287
7,2.248252,2.210414,"('insensitive', 'sensitive')",0.9060032,0.956408,0.36817202,0.42900255,1.0446187,1.1071045,1.1417614,1.1757323,0.0339709
8,-1.3862779,-1.3253189,"('unaffectionate', 'affectionate')",-0.16455495,-0.1829012,0.3470184,0.3541832,0.9407287,0.8816643,-0.0657714,-0.0680932,-0.0023218
9,0.1482029,0.18591717,"('unaffectionate', 'caring')",0.982417,0.97271276,0.58841574,0.5759886,1.5449079,1.5631653,0.8159859,0.824446,0.0084601
10,1.4792796,1.4540508,"('unsympathetic', 'sympathetic')",0.8962501,1.0100392,0.6925629,0.75956935,0.21372394,0.2964309,0.8204541,0.8800225,0.0595684
11,1.468346,1.5147631,"('unhelpful', 'helpful')",0.99857676,1.1059377,0.499439,0.58660877,1.9649124,2.0434632,1.2328186,1.3126932,0.0798746
12,2.0930884,2.2243454,"('unsupportive', 'supportive')",2.053917,2.2590814,1.5138984,1.6566919,-1.5597954,-1.5254879,1.025277,1.1536578,0.1283808
13,1.2957405,1.2778572,"('impolite', 'polite')",1.2258064,1.303838,0.70228547,0.7282491,-0.3544707,-0.3334727,0.7173404,0.7441179,0.0267775
14,1.5116409,1.4186442,"('antisocial', 'social')",1.054627,1.0798397,1.7146122,1.7224716,-0.48199663,-0.47079992,0.9497209,0.9375389,-0.012182
15,0.29499698,0.29207176,"('boring', 'funny')",-0.13269258,-0.21505705,-0.6967039,-0.77121377,0.42924947,0.38022792,-0.0262875,-0.0784928,-0.0522053
16,-1.4782752,-1.5123814,"('unpopular', 'popular')",-1.1249187,-1.1037991,-0.28470883,-0.26863268,0.31151694,0.31176612,-0.6440964,-0.6432617,0.0008347
17,-0.12188548,-0.026477922,"('nasty', 'nice')",-0.7185325,-0.5960055,-0.5942854,-0.56015676,-0.2400133,-0.20990986,-0.4186792,-0.3481375,0.0705417
18,-0.9879294,-0.8670781,"('disagreeable', 'welcoming')",-0.016222112,0.1115297,0.17197742,0.24984917,-0.40873653,-0.4462735,-0.3102276,-0.2379932,0.0722344
19,0.16706224,0.20766374,"('inhospitable', 'hospitable')",0.21690026,0.22923529,-1.2784706,-1.2975098,-0.19909136,-0.21026665,-0.2733999,-0.2677193,0.0056806
20,0.539467,0.5870131,"('rough', 'thoughtful')",-0.29897252,-0.13257654,0.8511688,0.83134186,1.1451291,1.1520717,0.5591981,0.6094626,0.0502645
21,1.2184474,1.167059,"('immoral', 'moral')",1.054137,1.1572957,0.43355775,0.5314378,-0.7860893,-0.6752426,0.4800132,0.5451375,0.0651243
22,0.78030556,0.7530659,"('untrustworthy', 'trustworthy')",0.18573868,0.2854087,1.4553108,1.3963599,-0.7993342,-0.75835395,0.4055052,0.4191201,0.0136149
23,1.4007571,1.3867856,"('insincere', 'sincere')",0.7448806,0.8080841,0.43093774,0.47912621,6.204164,6.173898,2.1951849,2.2119737,0.0167888
24,2.0666144,2.0973449,"('dishonest', 'honest')",-0.48879588,-0.5378555,0.33317828,0.3428757,0.9782341,0.97267085,0.7223077,0.718759,-0.0035487
25,-1.4165965,-1.4082764,"('egoistic', 'altruistic')",-0.15378158,-0.12670834,-0.224277,-0.23666601,1.4206496,1.3275084,-0.0935014,-0.1110356,-0.0175342
26,0.7140393,0.6280914,"('hardhearted', 'benevolent')",1.3243514,1.3390057,1.5687575,1.5816294,1.8061606,1.7461325,1.3533272,1.3237147,-0.0296125
27,-0.08924247,0.07209129,"('hardhearted', 'softhearted')",-0.47744814,-0.29653943,-0.30646977,-0.24672435,1.5206823,1.4297782,0.1618805,0.2396514,0.0777709
28,0.70725566,0.576243,"('disloyal', 'loyal')",-0.95450187,-1.036996,-0.26000214,-0.29714385,0.80783445,0.75029975,0.0751465,-0.0018993,-0.0770458
29,0.027638365,0.004581485,"('unfair', 'fair')",-1.2009071,-1.2240525,-0.8020482,-0.89817864,-0.7135922,-0.86121297,-0.6722273,-0.7447157,-0.0724884
