,leidos_male,leidos_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5687303,-0.7737355,"('unsociable', 'sociable')",0.39565533,0.1099353,-0.42352772,-0.52790326,-0.1988676,-0.3972345,-0.1983669
1,-0.9905741,-1.0222406,"('unfriendly', 'friendly')",-0.09635389,-0.15692815,1.727727,1.6020647,0.2135997,0.1409653,-0.0726344
2,1.1693541,1.2657796,"('unlikable', 'likable')",1.739864,1.8483529,0.85778254,0.93016654,1.2556669,1.3480997,0.0924328
3,0.12944314,0.16112219,"('repellent', 'pleasant')",0.8202505,0.8445557,0.36090034,0.38150105,0.4368647,0.462393,0.0255283
4,-0.11784341,-0.044537194,"('disliked', 'liked')",-0.27916157,-0.2856511,-6.2548733,-6.3018546,-2.2172928,-2.210681,0.0066118
5,-0.47595775,-0.3345304,"('distant', 'outgoing')",-1.096038,-0.95599306,-0.2438387,-0.2109131,-0.6052781,-0.5004789,0.1047992
6,-0.9369033,-0.7738126,"('distant', 'open')",-1.3731136,-1.2229857,0.3611495,0.37977862,-0.6496224,-0.5390066,0.1106158
7,0.26598996,0.15710498,"('insensitive', 'sensitive')",0.5441583,0.5014319,0.76313853,0.7482391,0.5244289,0.4689253,-0.0555036
8,-0.42803332,-0.3760059,"('unaffectionate', 'affectionate')",-0.62773895,-0.596617,0.8825407,0.8249281,-0.0577439,-0.0492316,0.0085123
9,-0.8415659,-0.8866942,"('unaffectionate', 'caring')",0.08544235,0.01228803,1.2317011,1.1943511,0.1585259,0.1066483,-0.0518776
10,-0.7302814,-0.9183313,"('unsympathetic', 'sympathetic')",-0.016840033,-0.14487712,-0.32543477,-0.34168878,-0.3575188,-0.4682991,-0.1107803
11,-0.32246733,-0.44782054,"('unhelpful', 'helpful')",-0.21007648,-0.35655212,1.8817476,1.963518,0.4497346,0.3863818,-0.0633528
12,-0.1111178,-0.031187154,"('unsupportive', 'supportive')",0.23598808,0.34733993,-1.7313209,-1.6689999,-0.5354835,-0.450949,0.0845345
13,-0.41266063,-0.5582491,"('impolite', 'polite')",0.1841448,0.036533296,-0.11973662,-0.16666543,-0.1160841,-0.2294604,-0.1133763
14,0.8636807,0.7601295,"('antisocial', 'social')",2.348669,2.2694008,-0.2530346,-0.34238487,0.9864384,0.8957152,-0.0907232
15,-0.3544435,-0.43443865,"('boring', 'funny')",-1.2142166,-1.3018296,0.59961545,0.5285119,-0.3230149,-0.4025855,-0.0795706
16,-0.81562257,-0.7348772,"('unpopular', 'popular')",-0.99537814,-0.8385332,0.33499014,0.44199002,-0.4920035,-0.3771402,0.1148633
17,-0.27896717,-0.21329997,"('nasty', 'nice')",-1.2108252,-1.0588199,-0.44788116,-0.36576703,-0.6458912,-0.5459623,0.0999289
18,0.64651,0.7324893,"('disagreeable', 'welcoming')",0.10637055,0.14338842,-0.19811544,-0.20757334,0.1849217,0.2227681,0.0378464
19,-1.1107525,-1.0203594,"('inhospitable', 'hospitable')",-1.3268483,-1.2555716,-0.017499596,0.028005812,-0.8183668,-0.7493083,0.0690585
20,0.50794244,0.50156516,"('rough', 'thoughtful')",0.5128562,0.6590968,1.0511249,1.0555764,0.6906412,0.7387462,0.048105
21,0.10537169,-0.072051354,"('immoral', 'moral')",0.59737426,0.46454105,-0.57181805,-0.58168113,0.0436426,-0.0630638,-0.1067064
22,0.012031458,-0.00020643137,"('untrustworthy', 'trustworthy')",0.12663867,0.061362714,-0.84984124,-0.91842496,-0.2370571,-0.2857562,-0.0486991
23,-0.17189188,-0.33782765,"('insincere', 'sincere')",0.122031786,-0.029054381,5.8246613,5.771641,1.9249338,1.8015863,-0.1233475
24,-0.0086467825,-0.052794635,"('dishonest', 'honest')",-0.62300193,-0.69349897,0.5861882,0.47696334,-0.0151535,-0.0897768,-0.0746233
25,-0.23920915,-0.120599784,"('egoistic', 'altruistic')",0.5667529,0.6267242,1.6358635,1.6008911,0.6544691,0.7023385,0.0478694
26,0.09610467,0.010406304,"('hardhearted', 'benevolent')",1.6879658,1.6391479,1.6704835,1.489975,1.1515179,1.0465097,-0.1050082
27,-0.57954496,-0.4211505,"('hardhearted', 'softhearted')",-0.28627166,-0.26681036,1.5130435,1.4367728,0.2157423,0.249604,0.0338617
28,-0.79048693,-0.969377,"('disloyal', 'loyal')",0.076149285,-0.11661308,1.1588402,1.0216602,0.1481675,-0.0214433,-0.1696108
29,-0.6309211,-0.5903652,"('unfair', 'fair')",-0.4851132,-0.45434147,-0.36462557,-0.49644276,-0.4935533,-0.5137165,-0.0201632
30,0.6028729,0.474428,"('intolerant', 'tolerant')",1.9047039,1.7722882,1.0932178,1.0614117,1.2002649,1.1027093,-0.0975556
