,ventas_male,ventas_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.20514931,0.09011817,"('unsociable', 'sociable')",-0.05310519,-0.18817395,0.0760221,-0.0490279,-0.12505
1,-1.3097253,-1.2874798,"('unfriendly', 'friendly')",1.2530047,1.078313,-0.0283603,-0.1045834,-0.0762231
2,0.9870161,1.0336733,"('unlikable', 'likable')",0.75312597,0.82071996,0.8700711,0.9271966,0.0571255
3,-0.0007396245,0.13132115,"('repellent', 'pleasant')",0.36508122,0.42123842,0.1821708,0.2762798,0.094109
4,-0.4742431,-0.4490216,"('disliked', 'liked')",-6.035182,-5.9765596,-3.2547126,-3.2127907,0.0419219
5,-1.6430036,-1.5758194,"('distant', 'outgoing')",-0.6113729,-0.7067261,-1.1271882,-1.1412728,-0.0140846
6,-2.034392,-1.9228027,"('distant', 'open')",-0.15536343,-0.28381646,-1.0948777,-1.1033096,-0.0084319
7,0.56959355,0.6321851,"('insensitive', 'sensitive')",0.647002,0.7044867,0.6082978,0.6683359,0.0600381
8,-0.8994784,-0.8374207,"('unaffectionate', 'affectionate')",0.5571496,0.4118014,-0.1711644,-0.2128097,-0.0416453
9,-0.8817313,-0.7853157,"('unaffectionate', 'caring')",0.83515,0.7436305,-0.0232906,-0.0208426,0.002448
10,0.49574855,0.49792105,"('unsympathetic', 'sympathetic')",0.15888888,0.11869609,0.3273187,0.3083086,-0.0190101
11,0.4673319,0.493523,"('unhelpful', 'helpful')",1.9148943,1.9192386,1.1911131,1.2063808,0.0152677
12,0.3380484,0.51295197,"('unsupportive', 'supportive')",-1.5752709,-1.5350463,-0.6186112,-0.5110472,0.107564
13,0.84627414,0.7750033,"('impolite', 'polite')",-0.048543565,-0.0016253889,0.3988653,0.3866889,-0.0121764
14,1.5833118,1.5092896,"('antisocial', 'social')",0.3070395,0.32482117,0.9451756,0.9170554,-0.0281202
15,-0.38659245,-0.4909141,"('boring', 'funny')",0.6135236,0.56547374,0.1134656,0.0372798,-0.0761858
16,-1.2660848,-1.1954081,"('unpopular', 'popular')",0.14916901,0.25701353,-0.5584579,-0.4691973,0.0892606
17,-0.45742944,-0.35516846,"('nasty', 'nice')",-0.29579973,-0.27492058,-0.3766146,-0.3150445,0.0615701
18,-0.13989526,0.02395225,"('disagreeable', 'welcoming')",-0.52290773,-0.54195786,-0.3314015,-0.2590028,0.0723987
19,-1.7342081,-1.6374682,"('inhospitable', 'hospitable')",-0.5505147,-0.5628228,-1.1423614,-1.1001456,0.0422158
20,-0.00035397708,0.08086214,"('rough', 'thoughtful')",1.2335811,1.2042474,0.6166136,0.6425548,0.0259412
21,1.2227535,1.1981101,"('immoral', 'moral')",-0.030777287,0.076744094,0.5959881,0.6374271,0.041439
22,0.96575534,0.9573556,"('untrustworthy', 'trustworthy')",-0.5860383,-0.6438122,0.1898585,0.1567717,-0.0330868
23,0.66844106,0.6846689,"('insincere', 'sincere')",5.4586473,5.359665,3.0635443,3.022167,-0.0413773
24,0.2324028,0.18595766,"('dishonest', 'honest')",0.9440242,0.87693715,0.5882135,0.5314474,-0.0567661
25,-0.5318115,-0.47806352,"('egoistic', 'altruistic')",1.3710222,1.3030504,0.4196054,0.4124934,-0.007112
26,-0.2770869,-0.3550327,"('hardhearted', 'benevolent')",1.5913609,1.4549336,0.657137,0.5499505,-0.1071865
27,-0.405476,-0.21233894,"('hardhearted', 'softhearted')",1.128104,1.1072545,0.361314,0.4474578,0.0861438
28,-0.13914941,-0.24652064,"('disloyal', 'loyal')",0.79581106,0.6639969,0.3283308,0.2087381,-0.1195927
29,-0.6155779,-0.6185939,"('unfair', 'fair')",-0.5568644,-0.7204652,-0.5862211,-0.6695296,-0.0833085
30,1.6546811,1.5660099,"('intolerant', 'tolerant')",1.9939599,1.980813,1.8243206,1.7734115,-0.0509091
31,-1.8987643,-1.7770101,"('evil', 'good')",-1.2294962,-1.3578811,-1.5641303,-1.5674455,-0.0033152
32,0.6146626,0.5421993,"('unkind', 'kind')",1.0546722,0.9559836,0.8346674,0.7490914,-0.085576
33,-0.28552124,-0.29007682,"('wrong', 'right')",-0.4885973,-0.5650526,-0.3870593,-0.4275647,-0.0405054
34,-0.38296375,-0.33112565,"('mean', 'honorable')",5.511833,5.566291,2.5644348,2.6175826,0.0531478
35,-0.91427344,-0.95425445,"('corrupt', 'incorrupt')",-0.43590042,-0.6473034,-0.6750869,-0.8007789,-0.125692
36,-1.8677156,-1.85009,"('hostile', 'amicable')",-0.24879786,-0.5341448,-1.0582567,-1.1921175,-0.1338608
37,0.21108681,0.21888769,"('fake', 'genuine')",0.45883927,0.49607548,0.334963,0.3574816,0.0225186
38,0.25344622,0.24882741,"('untruthful', 'truthful')",-0.036250293,-0.027047168,0.108598,0.1108901,0.0022921
39,0.51168746,0.5543883,"('exploitative', 'cooperative')",0.3647639,0.36765352,0.4382257,0.4610209,0.0227952
40,0.43530017,0.528233,"('stingy', 'generous')",-1.203017,-1.2165809,-0.3838584,-0.3441739,0.0396845
41,1.2854196,1.3246694,"('unforgiving', 'forgiving')",0.15159449,0.045077607,0.7185071,0.6848735,-0.0336336
42,0.92950034,1.0029852,"('unreliable', 'reliable')",-2.4619887,-2.2992826,-0.7662442,-0.6481487,0.1180955
43,0.17044713,0.20326912,"('irresponsible', 'responsible')",0.9100731,0.87359816,0.5402601,0.5384337,-0.0018264
44,-0.18407463,-0.20326336,"('prejudiced', 'unprejudiced')",-1.5108671,-1.4324782,-0.8474709,-0.8178708,0.0296001
