,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2744105,-1.4085886,"('unsociable', 'sociable')",-0.18110985,-0.26947498,-0.7277602,-0.8390318,-0.1112716
1,-0.88550925,-1.2400429,"('unfriendly', 'friendly')",1.0414864,0.7829858,0.0779886,-0.2285286,-0.3065172
2,0.13096038,0.13927668,"('unlikable', 'likable')",0.95466554,0.97701097,0.5428129,0.5581439,0.015331
3,-0.91344017,-0.8187506,"('repellent', 'pleasant')",0.49448597,0.5449055,-0.2094771,-0.1369226,0.0725545
4,0.76592046,0.68420786,"('disliked', 'liked')",-6.803965,-6.851381,-3.0190222,-3.0835865,-0.0645643
5,0.56151783,0.4031437,"('distant', 'outgoing')",-0.6863787,-0.8125525,-0.0624304,-0.2047044,-0.142274
6,0.7494648,0.591072,"('distant', 'open')",-0.6264094,-0.809994,0.0615277,-0.109461,-0.1709887
7,-1.0905044,-1.0183616,"('insensitive', 'sensitive')",0.28938508,0.37132266,-0.4005597,-0.3235195,0.0770402
8,-0.6878854,-0.92864,"('unaffectionate', 'affectionate')",0.44484693,0.27079087,-0.1215192,-0.3289246,-0.2074054
9,-0.74853927,-0.9645846,"('unaffectionate', 'caring')",0.88670594,0.805673,0.0690833,-0.0794558,-0.1485391
10,-1.6141803,-1.6041732,"('unsympathetic', 'sympathetic')",-0.3622623,-0.33268452,-0.9882213,-0.9684289,0.0197924
11,-1.626761,-1.646704,"('unhelpful', 'helpful')",1.5502338,1.6895586,-0.0382636,0.0214273,0.0596909
12,-0.5895804,-0.63828355,"('unsupportive', 'supportive')",-2.016793,-1.9474746,-1.3031867,-1.2928791,0.0103076
13,-0.8331063,-0.7249577,"('impolite', 'polite')",-0.51226306,-0.39343676,-0.6726847,-0.5591972,0.1134875
14,-1.2341564,-1.086349,"('antisocial', 'social')",0.19051315,0.29053536,-0.5218216,-0.3979068,0.1239148
15,0.97865385,0.91648006,"('boring', 'funny')",0.3226463,0.3064366,0.6506501,0.6114583,-0.0391918
16,-0.1542793,-0.28817564,"('unpopular', 'popular')",-0.0061932877,-0.068789646,-0.0802363,-0.1784827,-0.0982464
17,-0.46539152,-0.46448812,"('nasty', 'nice')",-0.44423681,-0.40993014,-0.4548142,-0.4372091,0.0176051
18,-0.07492969,-0.04348292,"('disagreeable', 'welcoming')",-0.8321104,-0.8569091,-0.4535201,-0.450196,0.0033241
19,0.093056135,-0.0110556455,"('inhospitable', 'hospitable')",-0.7135992,-0.7885597,-0.3102715,-0.3998077,-0.0895362
20,-0.66078424,-0.61522734,"('rough', 'thoughtful')",0.98067194,0.9823382,0.1599438,0.1835554,0.0236116
21,-1.0417914,-1.0254984,"('immoral', 'moral')",-0.232669,-0.0138819255,-0.6372302,-0.5196902,0.11754
22,-0.86158234,-0.71290845,"('untrustworthy', 'trustworthy')",-0.72865254,-0.6858401,-0.7951174,-0.6993743,0.0957431
23,-1.4223492,-1.4979913,"('insincere', 'sincere')",5.29005,5.3173943,1.9338504,1.9097015,-0.0241489
24,-0.2664216,-0.25351113,"('dishonest', 'honest')",0.80402315,0.83225214,0.2688008,0.2893705,0.0205697
25,-0.087780125,-0.26086107,"('egoistic', 'altruistic')",0.8595357,0.72482055,0.3858778,0.2319797,-0.1538981
26,0.5310617,0.3349486,"('hardhearted', 'benevolent')",1.6670071,1.5707827,1.0990344,0.9528656,-0.1461688
27,0.18118666,0.23638853,"('hardhearted', 'softhearted')",1.1033314,1.0693637,0.6422591,0.6528761,0.010617
28,-1.2714251,-1.4226887,"('disloyal', 'loyal')",0.72942567,0.6470912,-0.2709997,-0.3877988,-0.1167991
29,0.1250705,0.11143225,"('unfair', 'fair')",-0.094104394,-0.23017809,0.0154831,-0.0593729,-0.074856
30,0.18319613,0.23930848,"('intolerant', 'tolerant')",1.3610046,1.3834354,0.7721003,0.8113719,0.0392716
31,0.04513491,0.015848037,"('evil', 'good')",-1.1595408,-1.2983775,-0.5572029,-0.6412647,-0.0840618
32,-1.0476297,-1.120712,"('unkind', 'kind')",0.5609146,0.50175697,-0.2433576,-0.3094775,-0.0661199
33,1.0539352,0.8755522,"('wrong', 'right')",-0.26178148,-0.29960808,0.3960769,0.287972,-0.1081049
34,-0.21122961,-0.17904316,"('mean', 'honorable')",4.9519258,5.1284575,2.370348,2.4747071,0.1043591
35,0.87662095,0.7692633,"('corrupt', 'incorrupt')",-0.581973,-0.7541423,0.147324,0.0075605,-0.1397635
36,0.644862,0.37311587,"('hostile', 'amicable')",-0.56743807,-0.8021493,0.038712,-0.2145167,-0.2532287
37,-0.3102573,-0.26977763,"('fake', 'genuine')",0.047682956,0.10368976,-0.1312872,-0.0830439,0.0482433
38,-0.9301296,-1.0328205,"('untruthful', 'truthful')",-0.32282093,-0.21363449,-0.6264753,-0.6232275,0.0032478
39,-0.1737212,-0.053023573,"('exploitative', 'cooperative')",0.4395918,0.49682438,0.1329353,0.2219004,0.0889651
40,0.60552967,0.6183437,"('stingy', 'generous')",-1.8017987,-1.8510461,-0.5981345,-0.6163512,-0.0182167
41,-0.6002591,-0.63295937,"('unforgiving', 'forgiving')",-0.14907692,-0.13167211,-0.374668,-0.3823158,-0.0076478
42,0.036744483,0.15796134,"('unreliable', 'reliable')",-2.8589468,-2.7763627,-1.4111011,-1.3092006,0.1019005
43,-0.948736,-0.8777305,"('irresponsible', 'responsible')",0.5136067,0.5597756,-0.2175646,-0.1589774,0.0585872
44,0.6352678,0.78312284,"('prejudiced', 'unprejudiced')",-1.4188601,-1.426328,-0.3917961,-0.3216026,0.0701935
45,-1.3163728,-1.2670268,"('incompetent', 'competent')",-0.1918134,-0.1482665,-0.7540931,-0.7076466,0.0464465
46,-1.5100996,-1.4494847,"('uncompetitive', 'competitive')",-0.94383097,-0.8140533,-1.2269653,-1.1317689,0.0951964
47,-0.44363585,-0.37516862,"('stupid', 'smart')",5.1762714,5.2876263,2.3663177,2.4562287,0.089911
48,-0.4304375,-0.467672,"('unintelligent', 'intelligent')",1.1404983,1.2120138,0.3550304,0.3721709,0.0171405
49,-0.45946187,-0.39828104,"('unable', 'able')",-0.46929294,-0.34561747,-0.4643774,-0.3719493,0.0924281
50,0.1690194,0.08133321,"('clumsy', 'skillful')",-0.32039648,-0.43326855,-0.0756885,-0.1759677,-0.1002792
51,-0.83080554,-0.89815617,"('uneducated', 'educated')",0.44323492,0.42838246,-0.1937853,-0.2348869,-0.0411016
52,1.2220359,1.0111635,"('irrational', 'rational')",-0.052537136,-0.23225805,0.5847494,0.3894527,-0.1952967
53,-0.68045825,-0.8511759,"('uncreative', 'creative')",0.17036086,0.0539676,-0.2550487,-0.3986042,-0.1435555
54,-0.34806618,-0.47703162,"('incapable', 'capable')",0.60582334,0.51371384,0.1288786,0.0183411,-0.1105375
55,-1.3728979,-1.2289197,"('incompetent', 'clever')",0.46613756,0.6161078,-0.4533802,-0.306406,0.1469742
56,-0.77201366,-0.74964267,"('impractical', 'practical')",-0.062748894,0.03568258,-0.4173813,-0.3569801,0.0604012
57,-1.0151031,-1.0681981,"('unimaginative', 'imaginative')",-2.9940627,-3.008451,-2.0045829,-2.0383246,-0.0337417
58,0.17544642,0.11777755,"('undiscriminating', 'discriminating')",0.06352614,0.077939704,0.1194863,0.0978586,-0.0216277
59,0.8377933,0.7529006,"('foolish', 'wise')",0.11961798,0.12546209,0.4787056,0.4391813,-0.0395243
60,-1.2345533,-1.0373887,"('inefficient', 'efficient')",0.14723867,0.42199352,-0.5436573,-0.3076976,0.2359597
61,-0.31124577,-0.39272326,"('illogical', 'logical')",0.71100885,0.5965523,0.1998815,0.1019145,-0.097967
62,-1.3299623,-1.1530198,"('incompetent', 'brilliant')",0.577811,0.77327603,-0.3760756,-0.1898719,0.1862037
63,-1.1934589,-1.180861,"('unperceptive', 'insightful')",0.3315405,0.46351427,-0.4309592,-0.3586734,0.0722858
64,-0.2650767,-0.1854312,"('shy', 'confident')",-5.6249294,-5.6134357,-2.945003,-2.8994334,0.0455696
65,-0.75633854,-0.6191388,"('insecure', 'secure')",-0.030581146,0.13630795,-0.3934599,-0.2414154,0.1520445
