,ca_male,ca_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.28829777,0.15501186,"('unsociable', 'sociable')",-0.48670277,-0.61877865,-0.31742907,-0.48826987,-0.1719447,-0.3173455,-0.1454008
1,-0.5523243,-0.5275447,"('unfriendly', 'friendly')",-0.04275578,-0.17047869,1.294112,1.2207632,0.2330106,0.1742466,-0.058764
2,1.2581226,1.318992,"('unlikable', 'likable')",0.29128897,0.3408164,0.63350177,0.67532617,0.7276378,0.7783782,0.0507404
3,0.68795866,0.8656994,"('repellent', 'pleasant')",0.07532141,0.29181385,0.055862658,0.15071926,0.2730476,0.4360775,0.1630299
4,-1.1519816,-1.1522796,"('disliked', 'liked')",-0.23203528,-0.33047813,-5.7809725,-5.933412,-2.3883298,-2.4720567,-0.0837269
5,-1.4910351,-1.4827496,"('distant', 'outgoing')",-0.3165759,-0.31806982,-0.33133748,-0.24357727,-0.7129828,-0.6814655,0.0315173
6,-1.4109262,-1.3476738,"('distant', 'open')",-0.6502528,-0.67199796,0.23828459,0.28753263,-0.6076315,-0.5773797,0.0302518
7,0.50154746,0.5713267,"('insensitive', 'sensitive')",0.08616941,0.26944542,0.3808064,0.46263343,0.3228411,0.4344685,0.1116274
8,-0.6147801,-0.6355029,"('unaffectionate', 'affectionate')",-0.38177174,-0.45024323,0.16762573,0.21119876,-0.2763087,-0.2915158,-0.0152071
9,0.44650695,0.46520284,"('unaffectionate', 'caring')",0.021232828,-0.00433778,0.8815968,0.9656486,0.4497789,0.4755046,0.0257257
10,-0.06382131,-0.035263024,"('unsympathetic', 'sympathetic')",-0.7529879,-0.65664095,-0.46639156,-0.5060394,-0.4277336,-0.3993144,0.0284192
11,0.863564,0.8997146,"('unhelpful', 'helpful')",1.0024234,1.1056055,1.9683079,1.9869723,1.2780984,1.3307641,0.0526657
12,1.3522327,1.4525795,"('unsupportive', 'supportive')",0.3973423,0.54910886,-1.9011194,-1.8427618,-0.0505148,0.0529756,0.1034904
13,0.67664045,0.5789192,"('impolite', 'polite')",-0.27213317,-0.238205,-0.11052559,-0.13884206,0.0979939,0.0672907,-0.0307032
14,0.7845292,0.7726272,"('antisocial', 'social')",0.42324883,0.4788909,-0.6096619,-0.6247334,0.199372,0.2089282,0.0095562
15,0.5324588,0.4081784,"('boring', 'funny')",0.20840842,0.13829918,0.549654,0.5382005,0.4301737,0.3615594,-0.0686143
16,-0.6959475,-0.6908134,"('unpopular', 'popular')",-0.102228016,-0.16832292,0.6754566,0.68897367,-0.0409063,-0.0567209,-0.0158146
17,0.21075928,0.28889626,"('nasty', 'nice')",-0.6825268,-0.6123727,-0.3249272,-0.27829972,-0.2655649,-0.200592,0.0649729
18,-0.046002768,-0.042454176,"('disagreeable', 'welcoming')",0.06843546,0.087072924,-0.32562566,-0.36406446,-0.1010643,-0.1064819,-0.0054176
19,-0.6144745,-0.58475,"('inhospitable', 'hospitable')",-0.6702178,-0.7127207,-0.25721595,-0.1826424,-0.5139694,-0.493371,0.0205984
20,1.1080288,1.1772848,"('rough', 'thoughtful')",0.6789007,0.79384726,0.713935,0.70415145,0.8336215,0.8917611,0.0581396
21,0.8652428,0.84302825,"('immoral', 'moral')",0.2587331,0.2876006,-0.59901047,-0.636092,0.1749885,0.1648456,-0.0101429
22,1.1102455,1.1273432,"('untrustworthy', 'trustworthy')",-0.20159213,-0.23347998,-0.9857475,-1.0495926,-0.0256981,-0.0519098,-0.0262117
23,0.6910444,0.6406546,"('insincere', 'sincere')",-0.32179528,-0.25343183,5.211567,5.254293,1.8602721,1.8805052,0.0202331
24,0.27575666,0.29846305,"('dishonest', 'honest')",-1.4774766,-1.4746038,0.569293,0.5241189,-0.210809,-0.2173406,-0.0065316
25,-0.080871366,-0.08248787,"('egoistic', 'altruistic')",0.37660345,0.32443023,1.211247,1.1968082,0.5023263,0.4795835,-0.0227428
26,-0.106895275,-0.15145402,"('hardhearted', 'benevolent')",0.59937644,0.6094293,1.4267976,1.3859265,0.6397596,0.6146339,-0.0251257
27,0.36078614,0.4747586,"('hardhearted', 'softhearted')",0.2530259,0.3100871,1.0629143,1.120977,0.5589088,0.6352743,0.0763655
28,0.08669735,-0.044193145,"('disloyal', 'loyal')",-0.026454441,-0.09513641,0.71147716,0.5822832,0.25724,0.1476512,-0.1095888
29,0.6230029,0.67297435,"('unfair', 'fair')",-0.7836887,-0.7876112,-0.7668406,-0.8865352,-0.3091755,-0.333724,-0.0245485
30,1.5639098,1.5045345,"('intolerant', 'tolerant')",1.5844929,1.551649,1.3213426,1.2449665,1.4899151,1.4337166,-0.0561985
31,-0.8445696,-0.74991435,"('evil', 'good')",-0.44149184,-0.53911674,-1.1300932,-1.1392068,-0.805385,-0.8094126,-0.0040276
32,0.18199694,0.15878808,"('unkind', 'kind')",-0.057210498,-0.012435559,0.7811602,0.71166116,0.3019822,0.2860046,-0.0159776
33,0.20936352,0.14131005,"('wrong', 'right')",0.3898733,0.33449915,-0.36853528,-0.36492878,0.0769005,0.0369601,-0.0399404
34,0.62138414,0.76378447,"('mean', 'honorable')",-0.05740112,0.072229445,5.9168987,6.042055,2.1602939,2.2926896,0.1323957
35,-1.042463,-1.1384072,"('corrupt', 'incorrupt')",-0.2861313,-0.4404042,-0.33939868,-0.44743544,-0.5559976,-0.6754156,-0.119418
36,-0.89043915,-0.84949356,"('hostile', 'amicable')",-0.58938825,-0.8467865,0.11014897,-0.022430815,-0.4565595,-0.5729036,-0.1163441
37,-0.33670473,-0.28589052,"('fake', 'genuine')",-0.5156249,-0.48633927,-0.011905901,0.060543053,-0.2880785,-0.2372289,0.0508496
38,0.08269903,0.0393737,"('untruthful', 'truthful')",-0.73034084,-0.67792434,0.058467902,0.08624324,-0.1963913,-0.1841025,0.0122888
39,3.2366762,3.2731729,"('exploitative', 'cooperative')",0.6790658,0.67910194,0.11280431,0.110155016,1.3428488,1.3541433,0.0112945
40,0.449024,0.5606217,"('stingy', 'generous')",-0.047421526,0.0055660624,-1.6578983,-1.668278,-0.4187653,-0.3673634,0.0514019
41,1.1194335,1.2005231,"('unforgiving', 'forgiving')",-0.7740874,-0.7273587,0.3651,0.22834544,0.2368154,0.2338366,-0.0029788
