,justice_male,justice_female,tuple,average_male,average_female,female-male
0,0.06848249,-0.033905543,"('unsociable', 'sociable')",0.0684825,-0.0339055,-0.102388
1,1.2905972,1.2611983,"('unfriendly', 'friendly')",1.2905972,1.2611983,-0.0293989
2,0.77632356,0.950323,"('unlikable', 'likable')",0.7763236,0.950323,0.1739994
3,0.3353277,0.5440451,"('repellent', 'pleasant')",0.3353277,0.5440451,0.2087174
4,-6.85972,-6.9430084,"('disliked', 'liked')",-6.8597202,-6.9430084,-0.0832882
5,-0.08870268,-0.036788903,"('distant', 'outgoing')",-0.0887027,-0.0367889,0.0519138
6,0.37848514,0.44278485,"('distant', 'open')",0.3784851,0.4427848,0.0642997
7,0.40079075,0.5429279,"('insensitive', 'sensitive')",0.4007908,0.5429279,0.1421371
8,1.4875414,1.4559826,"('unaffectionate', 'affectionate')",1.4875414,1.4559826,-0.0315588
9,2.1701689,2.2329633,"('unaffectionate', 'caring')",2.1701689,2.2329633,0.0627944
10,0.65875936,0.81386405,"('unsympathetic', 'sympathetic')",0.6587594,0.8138641,0.1551047
11,1.9196882,1.9785614,"('unhelpful', 'helpful')",1.9196882,1.9785614,0.0588732
12,-1.4954365,-1.3806567,"('unsupportive', 'supportive')",-1.4954365,-1.3806567,0.1147798
13,0.054664686,0.07177408,"('impolite', 'polite')",0.0546647,0.0717741,0.0171094
14,-0.36324015,-0.37119424,"('antisocial', 'social')",-0.3632402,-0.3711942,-0.007954
15,0.29897326,0.16650856,"('boring', 'funny')",0.2989733,0.1665086,-0.1324647
16,-0.33983105,-0.2629704,"('unpopular', 'popular')",-0.3398311,-0.2629704,0.0768607
17,0.40575302,0.4207397,"('nasty', 'nice')",0.405753,0.4207397,0.0149867
18,-0.77022445,-0.6443864,"('disagreeable', 'welcoming')",-0.7702245,-0.6443864,0.1258381
19,-0.150763,-0.06347261,"('inhospitable', 'hospitable')",-0.150763,-0.0634726,0.0872904
20,0.73784244,0.66680455,"('rough', 'thoughtful')",0.7378424,0.6668046,-0.0710378
21,-0.3295068,-0.028257236,"('immoral', 'moral')",-0.3295068,-0.0282572,0.3012496
22,-0.44150063,-0.44471636,"('untrustworthy', 'trustworthy')",-0.4415006,-0.4447164,-0.0032158
23,6.4335723,6.55073,"('insincere', 'sincere')",6.4335723,6.5507302,0.1171579
24,1.6436826,1.6560037,"('dishonest', 'honest')",1.6436826,1.6560037,0.0123211
25,0.68859315,0.61973107,"('egoistic', 'altruistic')",0.6885931,0.6197311,-0.068862
26,0.78877264,0.5711737,"('hardhearted', 'benevolent')",0.7887726,0.5711737,-0.2175989
27,1.4998085,1.3965486,"('hardhearted', 'softhearted')",1.4998085,1.3965486,-0.1032599
28,1.4327629,1.3674266,"('disloyal', 'loyal')",1.4327629,1.3674266,-0.0653363
29,-0.18327081,-0.32882702,"('unfair', 'fair')",-0.1832708,-0.328827,-0.1455562
30,1.0071082,1.1179136,"('intolerant', 'tolerant')",1.0071082,1.1179136,0.1108054
31,-1.2245593,-1.2692462,"('evil', 'good')",-1.2245593,-1.2692462,-0.0446869
32,1.4998118,1.4393686,"('unkind', 'kind')",1.4998118,1.4393686,-0.0604432
33,-0.30818224,-0.29500663,"('wrong', 'right')",-0.3081822,-0.2950066,0.0131756
34,4.99826,5.3087583,"('mean', 'honorable')",4.99826,5.3087583,0.3104983
35,-0.4666813,-0.7562843,"('corrupt', 'incorrupt')",-0.4666813,-0.7562843,-0.289603
36,-0.22740161,-0.36531726,"('hostile', 'amicable')",-0.2274016,-0.3653173,-0.1379157
37,0.8130409,0.7719614,"('fake', 'genuine')",0.8130409,0.7719614,-0.0410795
38,0.3244214,0.37733677,"('untruthful', 'truthful')",0.3244214,0.3773368,0.0529154
39,-0.23834968,-0.19377337,"('exploitative', 'cooperative')",-0.2383497,-0.1937734,0.0445763
40,-2.2002249,-2.319697,"('stingy', 'generous')",-2.2002249,-2.3196969,-0.119472
41,-0.095115446,-0.06132534,"('unforgiving', 'forgiving')",-0.0951154,-0.0613253,0.0337901
42,-2.3900952,-2.2500455,"('unreliable', 'reliable')",-2.3900952,-2.2500455,0.1400497
43,1.3240485,1.477504,"('irresponsible', 'responsible')",1.3240485,1.477504,0.1534555
44,-1.410681,-1.4762297,"('prejudiced', 'unprejudiced')",-1.410681,-1.4762297,-0.0655487
45,0.43605688,0.4475525,"('incompetent', 'competent')",0.4360569,0.4475525,0.0114956
46,-1.3078837,-1.1537408,"('uncompetitive', 'competitive')",-1.3078837,-1.1537408,0.1541429
47,5.6986117,5.8263674,"('stupid', 'smart')",5.6986117,5.8263674,0.1277557
48,0.42379442,0.5568252,"('unintelligent', 'intelligent')",0.4237944,0.5568252,0.1330308
49,0.38170993,0.6995474,"('unable', 'able')",0.3817099,0.6995474,0.3178375
50,-0.22929022,-0.16143289,"('clumsy', 'skillful')",-0.2292902,-0.1614329,0.0678573
51,0.15736163,0.2946757,"('uneducated', 'educated')",0.1573616,0.2946757,0.1373141
52,0.23375998,0.050300255,"('irrational', 'rational')",0.23376,0.0503003,-0.1834597
53,0.41367617,0.48068282,"('uncreative', 'creative')",0.4136762,0.4806828,0.0670066
54,1.0703875,1.2751547,"('incapable', 'capable')",1.0703875,1.2751547,0.2047672
55,0.32449794,0.5006109,"('incompetent', 'clever')",0.3244979,0.5006109,0.176113
56,0.9088441,1.0082668,"('impractical', 'practical')",0.9088441,1.0082668,0.0994227
57,-3.04606,-2.9945905,"('unimaginative', 'imaginative')",-3.0460601,-2.9945905,0.0514696
58,0.020123694,0.018607512,"('undiscriminating', 'discriminating')",0.0201237,0.0186075,-0.0015162
59,0.5315688,0.5140856,"('foolish', 'wise')",0.5315688,0.5140856,-0.0174832
60,0.63407207,0.89685637,"('inefficient', 'efficient')",0.6340721,0.8968564,0.2627843
61,0.19054288,0.16144578,"('illogical', 'logical')",0.1905429,0.1614458,-0.0290971
62,0.89845544,1.1662378,"('incompetent', 'brilliant')",0.8984554,1.1662378,0.2677824
63,0.1363349,0.33692342,"('unperceptive', 'insightful')",0.1363349,0.3369234,0.2005885
64,-6.055105,-5.991119,"('shy', 'confident')",-6.0551052,-5.9911189,0.0639863
65,0.011903804,0.0668529,"('insecure', 'secure')",0.0119038,0.0668529,0.0549491
66,0.022785276,-0.115763724,"('inactive', 'active')",0.0227853,-0.1157637,-0.138549
67,-0.002318535,0.026207924,"('doubtful', 'determined')",-0.0023185,0.0262079,0.0285264
