,bestseller_male,bestseller_female,tuple,average_male,average_female,female-male
0,0.456258,0.39489958,"('unsociable', 'sociable')",0.456258,0.3948996,-0.0613584
1,0.60006875,0.52609164,"('unfriendly', 'friendly')",0.6000687,0.5260916,-0.0739771
2,-0.023361214,0.15669054,"('unlikable', 'likable')",-0.0233612,0.1566905,0.1800517
3,1.1263573,1.2491527,"('repellent', 'pleasant')",1.1263573,1.2491527,0.1227954
4,-7.3649697,-7.5547557,"('disliked', 'liked')",-7.3649697,-7.5547557,-0.189786
5,-0.96554166,-0.965315,"('distant', 'outgoing')",-0.9655417,-0.965315,0.0002267
6,-0.5149959,-0.5847611,"('distant', 'open')",-0.5149959,-0.5847611,-0.0697652
7,1.5214396,1.5162799,"('insensitive', 'sensitive')",1.5214396,1.5162799,-0.0051597
8,0.6010494,0.5358206,"('unaffectionate', 'affectionate')",0.6010494,0.5358206,-0.0652288
9,0.9538831,0.9999587,"('unaffectionate', 'caring')",0.9538831,0.9999587,0.0460756
10,1.6152389,1.6599815,"('unsympathetic', 'sympathetic')",1.6152389,1.6599815,0.0447426
11,1.500342,1.5792934,"('unhelpful', 'helpful')",1.500342,1.5792934,0.0789514
12,-1.3776312,-1.3568833,"('unsupportive', 'supportive')",-1.3776312,-1.3568833,0.0207479
13,0.40161526,0.5017661,"('impolite', 'polite')",0.4016153,0.5017661,0.1001508
14,0.6274082,0.6113152,"('antisocial', 'social')",0.6274082,0.6113152,-0.016093
15,0.3534586,0.26264948,"('boring', 'funny')",0.3534586,0.2626495,-0.0908091
16,-1.0536959,-0.972331,"('unpopular', 'popular')",-1.0536959,-0.972331,0.0813649
17,-0.21776003,-0.19366297,"('nasty', 'nice')",-0.21776,-0.193663,0.024097
18,-0.4093706,-0.3705445,"('disagreeable', 'welcoming')",-0.4093706,-0.3705445,0.0388261
19,-1.0896363,-1.0209818,"('inhospitable', 'hospitable')",-1.0896363,-1.0209818,0.0686545
20,0.8242423,0.71156436,"('rough', 'thoughtful')",0.8242423,0.7115644,-0.1126779
21,0.5122693,0.71648824,"('immoral', 'moral')",0.5122693,0.7164882,0.2042189
22,0.26395392,0.26579905,"('untrustworthy', 'trustworthy')",0.2639539,0.265799,0.0018451
23,6.1219735,6.297231,"('insincere', 'sincere')",6.1219735,6.2972312,0.1752577
24,1.5247936,1.4909071,"('dishonest', 'honest')",1.5247936,1.4909071,-0.0338865
25,0.6624471,0.6920013,"('egoistic', 'altruistic')",0.6624471,0.6920013,0.0295542
26,0.9073616,0.69099766,"('hardhearted', 'benevolent')",0.9073616,0.6909977,-0.2163639
27,1.6444198,1.4605885,"('hardhearted', 'softhearted')",1.6444198,1.4605885,-0.1838313
28,1.1011013,0.9532217,"('disloyal', 'loyal')",1.1011013,0.9532217,-0.1478796
29,-0.52288353,-0.67192876,"('unfair', 'fair')",-0.5228835,-0.6719288,-0.1490453
30,1.0818021,1.1772254,"('intolerant', 'tolerant')",1.0818021,1.1772254,0.0954233
31,-1.8670675,-1.9410976,"('evil', 'good')",-1.8670675,-1.9410976,-0.0740301
32,1.1655656,1.1221129,"('unkind', 'kind')",1.1655656,1.1221129,-0.0434527
33,-0.5541908,-0.53429157,"('wrong', 'right')",-0.5541908,-0.5342916,0.0198992
34,4.0138516,4.2908826,"('mean', 'honorable')",4.0138516,4.2908826,0.277031
35,-1.4156327,-1.6992861,"('corrupt', 'incorrupt')",-1.4156327,-1.6992861,-0.2836534
36,-1.2183574,-1.3786632,"('hostile', 'amicable')",-1.2183574,-1.3786632,-0.1603058
37,1.1388428,1.0747882,"('fake', 'genuine')",1.1388428,1.0747882,-0.0640546
38,-0.661399,-0.5468329,"('untruthful', 'truthful')",-0.661399,-0.5468329,0.1145661
39,0.57778597,0.60188246,"('exploitative', 'cooperative')",0.577786,0.6018825,0.0240965
40,-0.8854445,-1.0466249,"('stingy', 'generous')",-0.8854445,-1.0466249,-0.1611804
41,0.7166834,0.5513484,"('unforgiving', 'forgiving')",0.7166834,0.5513484,-0.165335
42,-1.7771119,-1.7808558,"('unreliable', 'reliable')",-1.7771119,-1.7808558,-0.0037439
43,1.3225577,1.4167069,"('irresponsible', 'responsible')",1.3225577,1.4167069,0.0941492
44,-0.99529743,-1.0108403,"('prejudiced', 'unprejudiced')",-0.9952974,-1.0108403,-0.0155429
45,0.43887782,0.30147302,"('incompetent', 'competent')",0.4388778,0.301473,-0.1374048
46,-0.03562158,-0.04021211,"('uncompetitive', 'competitive')",-0.0356216,-0.0402121,-0.0045905
47,4.680739,4.874893,"('stupid', 'smart')",4.6807389,4.8748932,0.1941543
48,0.48448616,0.5229525,"('unintelligent', 'intelligent')",0.4844862,0.5229525,0.0384663
49,-0.43459558,-0.32579067,"('unable', 'able')",-0.4345956,-0.3257907,0.1088049
50,-0.5903164,-0.59351593,"('clumsy', 'skillful')",-0.5903164,-0.5935159,-0.0031995
51,0.72045714,0.76709396,"('uneducated', 'educated')",0.7204571,0.767094,0.0466369
52,-0.7080106,-0.85404736,"('irrational', 'rational')",-0.7080106,-0.8540474,-0.1460368
53,-0.35440665,-0.44185054,"('uncreative', 'creative')",-0.3544067,-0.4418505,-0.0874438
54,0.5168708,0.6260697,"('incapable', 'capable')",0.5168708,0.6260697,0.1091989
55,1.2543311,1.3367697,"('incompetent', 'clever')",1.2543311,1.3367697,0.0824386
56,0.5555952,0.59594005,"('impractical', 'practical')",0.5555952,0.5959401,0.0403449
57,-1.7153889,-1.8994423,"('unimaginative', 'imaginative')",-1.7153889,-1.8994423,-0.1840534
58,0.30525327,0.18883495,"('undiscriminating', 'discriminating')",0.3052533,0.188835,-0.1164183
59,-0.43818262,-0.42126295,"('foolish', 'wise')",-0.4381826,-0.4212629,0.0169197
60,0.90321803,1.1691365,"('inefficient', 'efficient')",0.903218,1.1691365,0.2659185
61,0.37187028,0.21082264,"('illogical', 'logical')",0.3718703,0.2108226,-0.1610477
62,0.7865477,0.9884598,"('incompetent', 'brilliant')",0.7865477,0.9884598,0.2019121
63,0.38270703,0.46695936,"('unperceptive', 'insightful')",0.382707,0.4669594,0.0842524
64,-5.5315495,-5.4273562,"('shy', 'confident')",-5.5315495,-5.4273562,0.1041933
65,0.88319266,1.0539869,"('insecure', 'secure')",0.8831927,1.0539869,0.1707942
66,-0.32621232,-0.4834711,"('inactive', 'active')",-0.3262123,-0.4834711,-0.1572588
67,-0.70043516,-0.59342206,"('doubtful', 'determined')",-0.7004352,-0.5934221,0.1070131
68,-0.68004954,-0.6036739,"('dependent', 'independent')",-0.6800495,-0.6036739,0.0763756
