,assignment_male,assignment_female,tuple,average_male,average_female,female-male
0,0.3820224,0.30007896,"('unsociable', 'sociable')",0.3820224,0.300079,-0.0819434
1,0.7406176,0.597298,"('unfriendly', 'friendly')",0.7406176,0.597298,-0.1433196
2,0.08631522,0.16475219,"('unlikable', 'likable')",0.0863152,0.1647522,0.078437
3,1.1159896,1.0866808,"('repellent', 'pleasant')",1.1159896,1.0866808,-0.0293088
4,-7.812201,-7.8957047,"('disliked', 'liked')",-7.812201,-7.8957047,-0.0835037
5,-1.0224397,-1.1635401,"('distant', 'outgoing')",-1.0224397,-1.1635401,-0.1411004
6,-0.6131925,-0.7685629,"('distant', 'open')",-0.6131925,-0.7685629,-0.1553704
7,1.3115939,1.3259674,"('insensitive', 'sensitive')",1.3115939,1.3259674,0.0143735
8,0.752654,0.6076086,"('unaffectionate', 'affectionate')",0.752654,0.6076086,-0.1450454
9,1.4464862,1.4348302,"('unaffectionate', 'caring')",1.4464862,1.4348302,-0.011656
10,1.9289645,1.9527377,"('unsympathetic', 'sympathetic')",1.9289645,1.9527377,0.0237732
11,2.1848137,2.2465034,"('unhelpful', 'helpful')",2.1848137,2.2465034,0.0616897
12,-1.4619517,-1.5128533,"('unsupportive', 'supportive')",-1.4619517,-1.5128533,-0.0509016
13,0.46028766,0.38650918,"('impolite', 'polite')",0.4602877,0.3865092,-0.0737785
14,0.32239032,0.22024506,"('antisocial', 'social')",0.3223903,0.2202451,-0.1021452
15,-0.16392913,-0.26633784,"('boring', 'funny')",-0.1639291,-0.2663378,-0.1024087
16,-0.45108318,-0.43877602,"('unpopular', 'popular')",-0.4510832,-0.438776,0.0123072
17,-0.5291015,-0.6478338,"('nasty', 'nice')",-0.5291015,-0.6478338,-0.1187323
18,-0.6267632,-0.8078793,"('disagreeable', 'welcoming')",-0.6267632,-0.8078793,-0.1811161
19,-1.3336421,-1.3175254,"('inhospitable', 'hospitable')",-1.3336421,-1.3175254,0.0161167
20,1.1824934,1.0984273,"('rough', 'thoughtful')",1.1824934,1.0984273,-0.0840661
21,0.52318025,0.6518588,"('immoral', 'moral')",0.5231802,0.6518588,0.1286786
22,-0.13883217,-0.23558807,"('untrustworthy', 'trustworthy')",-0.1388322,-0.2355881,-0.0967559
