,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.22693025,-0.46632662,"('unsociable', 'sociable')",-0.03976234,-0.12475412,-0.1333463,-0.2955404,-0.1621941
1,-1.1558627,-1.3627783,"('unfriendly', 'friendly')",1.4094459,1.2110248,0.1267916,-0.0758768,-0.2026684
2,0.8625872,0.8443795,"('unlikable', 'likable')",0.665946,0.6193373,0.7642666,0.7318584,-0.0324082
3,-0.8006284,-0.6208046,"('repellent', 'pleasant')",0.5388385,0.5638377,-0.130895,-0.0284835,0.1024115
4,0.6744645,0.6976681,"('disliked', 'liked')",-6.960412,-7.015088,-3.1429737,-3.15871,-0.0157363
5,-0.3688115,-0.4236843,"('distant', 'outgoing')",-0.28751954,-0.31975657,-0.3281655,-0.3717204,-0.0435549
6,-1.1010197,-1.1046822,"('distant', 'open')",-0.27261665,-0.36001623,-0.6868182,-0.7323492,-0.045531
7,-0.36118755,-0.22906318,"('insensitive', 'sensitive')",0.34477052,0.41601747,-0.0082085,0.0934771,0.1016856
8,-0.7757375,-1.0454309,"('unaffectionate', 'affectionate')",0.8673478,0.69983363,0.0458051,-0.1727986,-0.2186037
9,-0.275177,-0.38198477,"('unaffectionate', 'caring')",1.344771,1.2959332,0.534797,0.4569742,-0.0778228
10,-0.9839469,-1.047226,"('unsympathetic', 'sympathetic')",-0.20895275,-0.24924566,-0.5964499,-0.6482358,-0.0517859
11,-0.1397292,-0.17609923,"('unhelpful', 'helpful')",1.6849205,1.8203751,0.7725956,0.822138,0.0495424
12,0.13643444,0.22101699,"('unsupportive', 'supportive')",-1.9344198,-1.9070599,-0.8989927,-0.8430215,0.0559712
13,0.090632394,-0.01552071,"('impolite', 'polite')",-0.48937637,-0.42079854,-0.199372,-0.2181596,-0.0187876
14,0.27107134,0.27753296,"('antisocial', 'social')",-0.050558552,-0.057155874,0.1102564,0.1101885,-6.79e-05
15,0.072092175,-0.1805144,"('boring', 'funny')",0.16306709,0.1491656,0.1175796,-0.0156744,-0.133254
16,-0.3286097,-0.28324538,"('unpopular', 'popular')",0.29065868,0.24509487,-0.0189755,-0.0190753,-9.98e-05
17,0.24730735,0.15817454,"('nasty', 'nice')",-0.51770973,-0.4997512,-0.1352012,-0.1707883,-0.0355871
18,-0.21292815,-0.12900105,"('disagreeable', 'welcoming')",-0.42690477,-0.50478643,-0.3199165,-0.3168938,0.0030227
19,-0.4130307,-0.5692817,"('inhospitable', 'hospitable')",-0.4709917,-0.50094646,-0.4420112,-0.535114,-0.0931028
20,0.21646339,0.19666499,"('rough', 'thoughtful')",0.9749217,0.9204844,0.5956925,0.5585747,-0.0371178
