,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.0081798835,-0.008064343,"('unsociable', 'sociable')",0.0081799,-0.0080643,-0.0162442
1,0.7042537,0.63635063,"('unfriendly', 'friendly')",0.7042537,0.6363506,-0.0679031
2,-0.15716979,-0.07715953,"('unlikable', 'likable')",-0.1571698,-0.0771595,0.0800103
3,0.7635051,0.7958703,"('repellent', 'pleasant')",0.7635051,0.7958703,0.0323652
4,-7.504601,-7.6644464,"('disliked', 'liked')",-7.504601,-7.6644464,-0.1598454
5,-0.8159852,-0.82506585,"('distant', 'outgoing')",-0.8159852,-0.8250659,-0.0090807
6,-0.32491094,-0.42696702,"('distant', 'open')",-0.3249109,-0.426967,-0.1020561
7,0.8608217,0.94271743,"('insensitive', 'sensitive')",0.8608217,0.9427174,0.0818957
8,0.8636153,0.7711911,"('unaffectionate', 'affectionate')",0.8636153,0.7711911,-0.0924242
9,1.0887702,1.1064687,"('unaffectionate', 'caring')",1.0887702,1.1064687,0.0176985
10,1.1978643,1.203303,"('unsympathetic', 'sympathetic')",1.1978643,1.203303,0.0054387
11,1.4519521,1.510269,"('unhelpful', 'helpful')",1.4519521,1.510269,0.0583169
12,-1.8033478,-1.8218035,"('unsupportive', 'supportive')",-1.8033478,-1.8218035,-0.0184557
13,-0.1366801,-0.080568604,"('impolite', 'polite')",-0.1366801,-0.0805686,0.0561115
14,0.61297786,0.5683229,"('antisocial', 'social')",0.6129779,0.5683229,-0.044655
15,-0.0674168,-0.1445242,"('boring', 'funny')",-0.0674168,-0.1445242,-0.0771074
16,-0.7333277,-0.7507246,"('unpopular', 'popular')",-0.7333277,-0.7507246,-0.0173969
17,-0.3543031,-0.30654195,"('nasty', 'nice')",-0.3543031,-0.3065419,0.0477612
18,-0.17110951,-0.21176529,"('disagreeable', 'welcoming')",-0.1711095,-0.2117653,-0.0406558
19,-1.0870416,-1.1497161,"('inhospitable', 'hospitable')",-1.0870416,-1.1497161,-0.0626745
20,0.9595992,0.9062914,"('rough', 'thoughtful')",0.9595992,0.9062914,-0.0533078
21,-0.3622212,-0.2514096,"('immoral', 'moral')",-0.3622212,-0.2514096,0.1108116
22,-0.20114124,-0.21916309,"('untrustworthy', 'trustworthy')",-0.2011412,-0.2191631,-0.0180219
23,6.1675415,6.2669387,"('insincere', 'sincere')",6.1675415,6.2669387,0.0993972
24,1.4461071,1.377077,"('dishonest', 'honest')",1.4461071,1.377077,-0.0690301
25,0.55747885,0.47661218,"('egoistic', 'altruistic')",0.5574788,0.4766122,-0.0808666
26,0.8218287,0.67927283,"('hardhearted', 'benevolent')",0.8218287,0.6792728,-0.1425559
27,1.5935034,1.4024901,"('hardhearted', 'softhearted')",1.5935034,1.4024901,-0.1910133
28,0.981874,0.9620726,"('disloyal', 'loyal')",0.981874,0.9620726,-0.0198014
29,-0.4932937,-0.5821086,"('unfair', 'fair')",-0.4932937,-0.5821086,-0.0888149
30,1.1682322,1.1934032,"('intolerant', 'tolerant')",1.1682322,1.1934032,0.025171
31,-1.6261913,-1.6414878,"('evil', 'good')",-1.6261913,-1.6414878,-0.0152965
32,0.84584194,0.7704685,"('unkind', 'kind')",0.8458419,0.7704685,-0.0753734
33,-0.61914396,-0.64465636,"('wrong', 'right')",-0.619144,-0.6446564,-0.0255124
34,4.4563603,4.6035256,"('mean', 'honorable')",4.4563603,4.6035256,0.1471653
35,-0.98914784,-1.2164673,"('corrupt', 'incorrupt')",-0.9891478,-1.2164673,-0.2273195
36,-1.1161985,-1.2225013,"('hostile', 'amicable')",-1.1161985,-1.2225013,-0.1063028
37,0.64658517,0.6439214,"('fake', 'genuine')",0.6465852,0.6439214,-0.0026638
38,-0.6195915,-0.5728531,"('untruthful', 'truthful')",-0.6195915,-0.5728531,0.0467384
39,0.5859809,0.57401246,"('exploitative', 'cooperative')",0.5859809,0.5740125,-0.0119684
