,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.2441167,-0.26442868,"('unsociable', 'sociable')",-0.2441167,-0.2644287,-0.020312
1,2.0517766,1.8678997,"('unfriendly', 'friendly')",2.0517766,1.8678997,-0.1838769
2,0.7841213,0.78304476,"('unlikable', 'likable')",0.7841213,0.7830448,-0.0010765
3,-0.13879833,-0.07481505,"('repellent', 'pleasant')",-0.1387983,-0.074815,0.0639833
4,-7.153319,-7.45963,"('disliked', 'liked')",-7.1533189,-7.45963,-0.3063111
5,0.06842881,-0.10302326,"('distant', 'outgoing')",0.0684288,-0.1030233,-0.1714521
6,0.79086834,0.5866929,"('distant', 'open')",0.7908683,0.5866929,-0.2041754
7,0.52801615,0.67807555,"('insensitive', 'sensitive')",0.5280161,0.6780756,0.1500595
8,1.9533181,1.7863307,"('unaffectionate', 'affectionate')",1.9533181,1.7863307,-0.1669874
9,2.5260408,2.5091624,"('unaffectionate', 'caring')",2.5260408,2.5091624,-0.0168784
10,0.35776132,0.4772211,"('unsympathetic', 'sympathetic')",0.3577613,0.4772211,0.1194598
11,1.7917683,1.9636307,"('unhelpful', 'helpful')",1.7917683,1.9636307,0.1718624
12,-1.251935,-1.2815884,"('unsupportive', 'supportive')",-1.251935,-1.2815884,-0.0296534
13,-0.55451494,-0.43651906,"('impolite', 'polite')",-0.5545149,-0.4365191,0.1179958
14,-0.5753955,-0.46816012,"('antisocial', 'social')",-0.5753955,-0.4681601,0.1072354
15,0.48279998,0.40054774,"('boring', 'funny')",0.4828,0.4005477,-0.0822523
16,0.2417534,0.10426519,"('unpopular', 'popular')",0.2417534,0.1042652,-0.1374882
17,-0.49071884,-0.47801736,"('nasty', 'nice')",-0.4907188,-0.4780174,0.0127014
18,0.3986777,0.27195466,"('disagreeable', 'welcoming')",0.3986777,0.2719547,-0.126723
19,-0.40963793,-0.41888103,"('inhospitable', 'hospitable')",-0.4096379,-0.418881,-0.0092431
20,0.4827495,0.4639911,"('rough', 'thoughtful')",0.4827495,0.4639911,-0.0187584
21,-0.6289647,-0.47412574,"('immoral', 'moral')",-0.6289647,-0.4741257,0.154839
22,-0.3646318,-0.36566448,"('untrustworthy', 'trustworthy')",-0.3646318,-0.3656645,-0.0010327
23,6.6120596,6.818204,"('insincere', 'sincere')",6.6120596,6.8182039,0.2061443
24,1.829596,1.8239968,"('dishonest', 'honest')",1.829596,1.8239968,-0.0055992
25,1.3576329,1.2042747,"('egoistic', 'altruistic')",1.3576329,1.2042747,-0.1533582
26,1.5385444,1.3596565,"('hardhearted', 'benevolent')",1.5385444,1.3596565,-0.1788879
27,1.525506,1.3885258,"('hardhearted', 'softhearted')",1.525506,1.3885258,-0.1369802
28,1.6679057,1.6412475,"('disloyal', 'loyal')",1.6679057,1.6412475,-0.0266582
29,0.23696081,0.08086757,"('unfair', 'fair')",0.2369608,0.0808676,-0.1560932
30,0.5296207,0.6502301,"('intolerant', 'tolerant')",0.5296207,0.6502301,0.1206094
31,-0.46130314,-0.60242,"('evil', 'good')",-0.4613031,-0.60242,-0.1411169
32,1.3817306,1.3358407,"('unkind', 'kind')",1.3817306,1.3358407,-0.0458899
33,0.2080197,0.036817167,"('wrong', 'right')",0.2080197,0.0368172,-0.1712025
34,4.559191,4.736141,"('mean', 'honorable')",4.5591912,4.7361412,0.17695
35,-0.062008996,-0.31056866,"('corrupt', 'incorrupt')",-0.062009,-0.3105687,-0.2485597
36,-0.44674408,-0.68562084,"('hostile', 'amicable')",-0.4467441,-0.6856208,-0.2388767
37,0.34458312,0.36322576,"('fake', 'genuine')",0.3445831,0.3632258,0.0186427
38,0.7282151,0.7496572,"('untruthful', 'truthful')",0.7282151,0.7496572,0.0214421
39,0.7585987,0.8337434,"('exploitative', 'cooperative')",0.7585987,0.8337434,0.0751447
40,-1.3887317,-1.6743429,"('stingy', 'generous')",-1.3887317,-1.6743429,-0.2856112
41,0.50218683,0.4166768,"('unforgiving', 'forgiving')",0.5021868,0.4166768,-0.08551
42,-2.5689588,-2.6035912,"('unreliable', 'reliable')",-2.5689588,-2.6035912,-0.0346324
43,1.2984139,1.3714366,"('irresponsible', 'responsible')",1.2984139,1.3714366,0.0730227
44,-1.7610989,-1.7183212,"('prejudiced', 'unprejudiced')",-1.7610989,-1.7183212,0.0427777
45,0.13151765,0.14997181,"('incompetent', 'competent')",0.1315176,0.1499718,0.0184542
46,-1.2178758,-1.1677428,"('uncompetitive', 'competitive')",-1.2178758,-1.1677428,0.050133
47,5.7278943,5.8570013,"('stupid', 'smart')",5.7278943,5.8570013,0.129107
48,0.36623725,0.44171172,"('unintelligent', 'intelligent')",0.3662373,0.4417117,0.0754744
49,0.12056695,0.23485488,"('unable', 'able')",0.1205669,0.2348549,0.114288
50,0.09250668,0.046375982,"('clumsy', 'skillful')",0.0925067,0.046376,-0.0461307
51,-0.48413688,-0.44728035,"('uneducated', 'educated')",-0.4841369,-0.4472803,0.0368566
52,0.57606536,0.29975387,"('irrational', 'rational')",0.5760654,0.2997539,-0.2763115
53,0.6002455,0.5199367,"('uncreative', 'creative')",0.6002455,0.5199367,-0.0803088
54,1.549489,1.5726364,"('incapable', 'capable')",1.549489,1.5726364,0.0231474
55,0.14845873,0.25879556,"('incompetent', 'clever')",0.1484587,0.2587956,0.1103369
56,0.08588703,0.24781835,"('impractical', 'practical')",0.085887,0.2478184,0.1619314
57,-3.0477974,-3.1009765,"('unimaginative', 'imaginative')",-3.0477974,-3.1009765,-0.0531791
58,-0.4172261,-0.47599292,"('undiscriminating', 'discriminating')",-0.4172261,-0.4759929,-0.0587668
59,1.1504962,1.0159245,"('foolish', 'wise')",1.1504962,1.0159245,-0.1345717
60,-0.29979894,0.0054667443,"('inefficient', 'efficient')",-0.2997989,0.0054667,0.3052656
61,0.7975941,0.69224674,"('illogical', 'logical')",0.7975941,0.6922467,-0.1053474
62,0.5627651,0.76973903,"('incompetent', 'brilliant')",0.5627651,0.769739,0.2069739
63,1.0924267,1.1448039,"('unperceptive', 'insightful')",1.0924267,1.1448039,0.0523772
64,-6.74584,-6.75953,"('shy', 'confident')",-6.7458401,-6.7595301,-0.01369
65,-0.2367121,-0.05397285,"('insecure', 'secure')",-0.2367121,-0.0539729,0.1827392
66,0.17915392,0.031123586,"('inactive', 'active')",0.1791539,0.0311236,-0.1480303
67,-0.024942119,0.043899857,"('doubtful', 'determined')",-0.0249421,0.0438999,0.068842
68,-1.0279629,-1.0352104,"('dependent', 'independent')",-1.0279629,-1.0352104,-0.0072475
69,-1.1109812,-1.30994,"('lazy', 'industrious')",-1.1109812,-1.30994,-0.1989588
70,0.30632624,0.4374191,"('lethargic', 'energetic')",0.3063262,0.4374191,0.1310929
71,1.1263201,1.0761933,"('diffident', 'self-confident')",1.1263201,1.0761933,-0.0501268
72,0.692357,0.7539212,"('unambitious', 'ambitious')",0.692357,0.7539212,0.0615642
73,-3.5905142,-3.6636393,"('helpless', 'self-reliant')",-3.5905142,-3.6636393,-0.0731251
74,0.5336318,0.4635004,"('undedicated', 'dedicated')",0.5336318,0.4635004,-0.0701314
75,-1.0286611,-1.0764723,"('meek', 'impulsive')",-1.0286611,-1.0764723,-0.0478112
76,0.011338931,0.16943571,"('anxious', 'daring')",0.0113389,0.1694357,0.1580968
77,-1.1746819,-1.046814,"('unmotivated', 'motivated')",-1.1746819,-1.046814,0.1278679
78,0.038849145,-0.04548231,"('nonresilient', 'resilient')",0.0388491,-0.0454823,-0.0843314
79,0.47196418,0.4209251,"('wavering', 'unwavering')",0.4719642,0.4209251,-0.0510391
80,-0.3208157,-0.27691093,"('dominated', 'dominating')",-0.3208157,-0.2769109,0.0439048
81,-1.2173058,-0.95413375,"('submissive', 'aggressive')",-1.2173058,-0.9541337,0.2631721
