,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
0,-1.0963968,-1.1660612,"('unsociable', 'sociable')",-1.0963968,-1.1660612,-0.0696644
1,-0.38487926,-0.6244316,"('unfriendly', 'friendly')",-0.3848793,-0.6244316,-0.2395523
2,0.12061736,0.21132377,"('unlikable', 'likable')",0.1206174,0.2113238,0.0907064
3,-0.9871196,-0.8089858,"('repellent', 'pleasant')",-0.9871196,-0.8089858,0.1781338
4,-0.73855305,-0.749334,"('disliked', 'liked')",-0.738553,-0.749334,-0.010781
5,0.078267775,-0.07129392,"('distant', 'outgoing')",0.0782678,-0.0712939,-0.1495617
6,0.33402732,0.18017338,"('distant', 'open')",0.3340273,0.1801734,-0.1538539
7,-0.47537336,-0.37072474,"('insensitive', 'sensitive')",-0.4753734,-0.3707247,0.1046487
8,-0.7386843,-0.96836525,"('unaffectionate', 'affectionate')",-0.7386843,-0.9683653,-0.229681
9,-0.2848854,-0.4414584,"('unaffectionate', 'caring')",-0.2848854,-0.4414584,-0.156573
10,-1.6322222,-1.549655,"('unsympathetic', 'sympathetic')",-1.6322222,-1.549655,0.0825672
11,-0.5852644,-0.46749562,"('unhelpful', 'helpful')",-0.5852644,-0.4674956,0.1177688
12,-0.7138941,-0.6546775,"('unsupportive', 'supportive')",-0.7138941,-0.6546775,0.0592166
13,-1.033496,-0.9255471,"('impolite', 'polite')",-1.033496,-0.9255471,0.1079489
14,-0.3871634,-0.27509135,"('antisocial', 'social')",-0.3871634,-0.2750914,0.112072
15,0.84403396,0.6934624,"('boring', 'funny')",0.844034,0.6934624,-0.1505716
16,0.45386988,0.38240424,"('unpopular', 'popular')",0.4538699,0.3824042,-0.0714657
17,-0.34710923,-0.26471528,"('nasty', 'nice')",-0.3471092,-0.2647153,0.0823939
18,-0.7940355,-0.75610054,"('disagreeable', 'welcoming')",-0.7940355,-0.7561005,0.037935
19,-1.765179,-1.7244514,"('inhospitable', 'hospitable')",-1.765179,-1.7244514,0.0407276
20,-0.49669433,-0.44712833,"('rough', 'thoughtful')",-0.4966943,-0.4471283,0.049566
21,-1.3032463,-1.0517927,"('immoral', 'moral')",-1.3032463,-1.0517927,0.2514536
22,-0.1601166,-0.10830767,"('untrustworthy', 'trustworthy')",-0.1601166,-0.1083077,0.0518089
23,-0.03614852,-0.012980562,"('insincere', 'sincere')",-0.0361485,-0.0129806,0.0231679
24,0.15960413,0.15267302,"('dishonest', 'honest')",0.1596041,0.152673,-0.0069311
25,0.43675342,0.3474684,"('egoistic', 'altruistic')",0.4367534,0.3474684,-0.089285
26,1.1601754,0.9160528,"('hardhearted', 'benevolent')",1.1601754,0.9160528,-0.2441226
27,0.08344884,0.0062330887,"('hardhearted', 'softhearted')",0.0834488,0.0062331,-0.0772157
28,-0.44666845,-0.51640815,"('disloyal', 'loyal')",-0.4466684,-0.5164081,-0.0697397
29,-0.18719926,-0.18195006,"('unfair', 'fair')",-0.1871993,-0.1819501,0.0052492
30,-0.27942115,-0.17669858,"('intolerant', 'tolerant')",-0.2794212,-0.1766986,0.1027226
31,0.5461596,0.5038747,"('evil', 'good')",0.5461596,0.5038747,-0.0422849
32,-0.42581102,-0.4458989,"('unkind', 'kind')",-0.425811,-0.4458989,-0.0200879
33,0.70942104,0.6338774,"('wrong', 'right')",0.709421,0.6338774,-0.0755436
34,0.82997483,0.9281225,"('mean', 'honorable')",0.8299748,0.9281225,0.0981477
35,1.422303,1.2403151,"('corrupt', 'incorrupt')",1.422303,1.2403151,-0.1819879
36,0.46851677,0.22685745,"('hostile', 'amicable')",0.4685168,0.2268575,-0.2416593
37,0.0034290235,0.022076622,"('fake', 'genuine')",0.003429,0.0220766,0.0186476
38,-0.022303177,-0.064878985,"('untruthful', 'truthful')",-0.0223032,-0.064879,-0.0425758
39,0.038126662,0.21816833,"('exploitative', 'cooperative')",0.0381267,0.2181683,0.1800416
40,0.08297612,0.045629844,"('stingy', 'generous')",0.0829761,0.0456298,-0.0373463
41,-0.42097884,-0.39646596,"('unforgiving', 'forgiving')",-0.4209788,-0.396466,0.0245128
42,-0.86935645,-0.71408963,"('unreliable', 'reliable')",-0.8693565,-0.7140896,0.1552669
43,-0.9565682,-0.87924993,"('irresponsible', 'responsible')",-0.9565682,-0.8792499,0.0773183
44,0.332964,0.42301142,"('prejudiced', 'unprejudiced')",0.332964,0.4230114,0.0900474
45,-0.11766389,-0.078514576,"('incompetent', 'competent')",-0.1176639,-0.0785146,0.0391493
46,-1.7889829,-1.6437985,"('uncompetitive', 'competitive')",-1.7889829,-1.6437985,0.1451844
47,1.7391864,1.7349827,"('stupid', 'smart')",1.7391864,1.7349827,-0.0042037
48,-0.6339171,-0.5690374,"('unintelligent', 'intelligent')",-0.6339171,-0.5690374,0.0648797
49,-0.4024323,-0.27490184,"('unable', 'able')",-0.4024323,-0.2749018,0.1275305
50,-0.032210626,-0.11029808,"('clumsy', 'skillful')",-0.0322106,-0.1102981,-0.0780875
51,-1.848252,-1.7372481,"('uneducated', 'educated')",-1.8482521,-1.7372481,0.111004
52,0.03150124,-0.14458418,"('irrational', 'rational')",0.0315012,-0.1445842,-0.1760854
53,-1.023753,-1.0984062,"('uncreative', 'creative')",-1.023753,-1.0984062,-0.0746532
54,-0.32082593,-0.37261033,"('incapable', 'capable')",-0.3208259,-0.3726103,-0.0517844
55,-0.6547694,-0.5026649,"('incompetent', 'clever')",-0.6547694,-0.5026649,0.1521045
56,-0.6209729,-0.45361328,"('impractical', 'practical')",-0.6209729,-0.4536133,0.1673596
57,-1.4395716,-1.4972849,"('unimaginative', 'imaginative')",-1.4395716,-1.4972849,-0.0577133
58,-0.35183772,-0.43923178,"('undiscriminating', 'discriminating')",-0.3518377,-0.4392318,-0.0873941
59,1.2210498,1.1469074,"('foolish', 'wise')",1.2210498,1.1469074,-0.0741424
60,-1.4840136,-1.2566422,"('inefficient', 'efficient')",-1.4840136,-1.2566422,0.2273714
61,-0.35655072,-0.41893402,"('illogical', 'logical')",-0.3565507,-0.418934,-0.0623833
62,-0.6174354,-0.41432863,"('incompetent', 'brilliant')",-0.6174354,-0.4143286,0.2031068
63,-1.0168815,-0.9139317,"('unperceptive', 'insightful')",-1.0168815,-0.9139317,0.1029498
64,-1.5608774,-1.390077,"('shy', 'confident')",-1.5608774,-1.390077,0.1708004
65,-1.0388865,-0.9122717,"('insecure', 'secure')",-1.0388865,-0.9122717,0.1266148
