,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9245555,-1.0033948,"('unsociable', 'sociable')",0.42827824,0.3515973,-0.67979276,-0.728698,-0.3920233,-0.4601652,-0.0681419
1,-0.6528757,-0.633648,"('unfriendly', 'friendly')",0.52477324,0.4413844,1.8871399,1.8525211,0.5863458,0.5534192,-0.0329266
2,0.22158845,0.2597408,"('unlikable', 'likable')",0.4607544,0.4857123,0.48588675,0.55094296,0.3894099,0.432132,0.0427221
3,-0.71377516,-0.6475006,"('repellent', 'pleasant')",0.14441088,0.25513855,0.067445785,0.13743253,-0.1673062,-0.0849765,0.0823297
4,-0.10031369,-0.1400823,"('disliked', 'liked')",-0.5668517,-0.642582,-5.652219,-5.8198133,-2.1064614,-2.2008259,-0.0943645
5,-0.8343309,-0.7405421,"('distant', 'outgoing')",-1.0815976,-1.0482063,0.066380665,-0.025154032,-0.616516,-0.6046342,0.0118818
6,-0.9722627,-0.8770937,"('distant', 'open')",-1.338255,-1.2804772,0.43693802,0.34855092,-0.6245266,-0.6030066,0.02152
7,0.33627877,0.30228496,"('insensitive', 'sensitive')",0.114990614,0.08973598,0.3054462,0.41100264,0.2522385,0.2676745,0.015436
8,-0.4981543,-0.47365385,"('unaffectionate', 'affectionate')",-0.46844825,-0.45859617,0.86307514,0.823427,-0.0345091,-0.0362743,-0.0017652
9,-0.009504728,0.013422571,"('unaffectionate', 'caring')",-0.16135119,-0.17916545,0.9989756,1.0248377,0.2760399,0.286365,0.0103251
10,-0.86318934,-0.9580751,"('unsympathetic', 'sympathetic')",0.3466858,0.27481627,-0.5918534,-0.49209416,-0.3694523,-0.3917844,-0.0223321
11,0.091667265,0.1108176,"('unhelpful', 'helpful')",0.2678124,0.22163902,1.486102,1.5846449,0.6151939,0.6390338,0.0238399
12,0.4295168,0.5512323,"('unsupportive', 'supportive')",0.6744913,0.7378135,-1.718548,-1.6743579,-0.2048467,-0.1284374,0.0764093
13,-0.5606314,-0.5727527,"('impolite', 'polite')",0.5398903,0.54313654,-0.8284272,-0.82803226,-0.2830561,-0.2858828,-0.0028267
14,-0.3053685,-0.31274706,"('antisocial', 'social')",1.2928264,1.2418206,-0.7614305,-0.7661582,0.0753425,0.0543051,-0.0210374
15,0.515836,0.43772274,"('boring', 'funny')",-0.44138706,-0.5027719,0.58827835,0.5109294,0.2209091,0.1486267,-0.0722824
16,-1.1020203,-1.1234195,"('unpopular', 'popular')",-1.1176765,-1.1301596,0.44317502,0.4133084,-0.5921739,-0.6134236,-0.0212497
17,0.2561403,0.2731889,"('nasty', 'nice')",-0.081482664,-0.021637883,-0.11673583,-0.10609486,0.0193073,0.0484854,0.0291781
18,-0.70983255,-0.7421634,"('disagreeable', 'welcoming')",-0.48208833,-0.45358613,-0.33446395,-0.39886126,-0.5087949,-0.5315369,-0.022742
19,-1.556437,-1.4855013,"('inhospitable', 'hospitable')",-1.7226914,-1.6876565,0.12294207,0.16642706,-1.0520622,-1.0022435,0.0498187
20,0.66348624,0.6152927,"('rough', 'thoughtful')",0.42650962,0.45684552,1.0142902,0.98092955,0.7014287,0.684356,-0.0170727
21,-0.23897243,-0.30698222,"('immoral', 'moral')",1.1061763,1.058887,-0.6910062,-0.57941365,0.0587325,0.057497,-0.0012355
22,-1.6313959,-1.603171,"('untrustworthy', 'trustworthy')",-0.32062805,-0.3231786,-1.0884811,-1.0789409,-1.0135016,-1.0017635,0.0117381
23,-0.11991297,-0.13600644,"('insincere', 'sincere')",0.79355115,0.7427113,5.11212,5.1827893,1.9285862,1.9298313,0.0012451
24,0.08192974,0.047858045,"('dishonest', 'honest')",0.4210059,0.39756352,0.7955405,0.8003148,0.4328254,0.4152455,-0.0175799
25,0.65957224,0.6908564,"('egoistic', 'altruistic')",1.3034121,1.3424726,1.620344,1.6071804,1.1944427,1.2135031,0.0190604
26,0.50295734,0.48171768,"('hardhearted', 'benevolent')",0.5584072,0.5192106,1.9315314,1.9215789,0.997632,0.9741691,-0.0234629
27,-0.83253837,-0.77348447,"('hardhearted', 'softhearted')",0.01586977,0.0985834,1.69892,1.5960094,0.2940838,0.3070361,0.0129523
28,0.11168611,-0.026687197,"('disloyal', 'loyal')",0.29700455,0.11511365,0.99170375,0.96360916,0.4667981,0.3506785,-0.1161196
29,-1.4179884,-1.449196,"('unfair', 'fair')",-0.9884347,-1.0578858,-0.5749788,-0.6788819,-0.9938006,-1.0619879,-0.0681873
30,0.021246336,-0.04213342,"('intolerant', 'tolerant')",1.2326486,1.1625838,1.0842859,1.0423056,0.7793936,0.7209187,-0.0584749
31,-1.4057541,-1.2692695,"('evil', 'good')",-0.924096,-0.8032739,-0.27609554,-0.28911448,-0.8686486,-0.7872193,0.0814293
32,-1.5719502,-1.5764827,"('unkind', 'kind')",0.35434324,0.2877315,0.57512826,0.59406024,-0.2141596,-0.2315636,-0.017404
33,0.6081861,0.6063642,"('wrong', 'right')",0.9505314,0.8968009,-0.32928166,-0.4537055,0.4098119,0.3498198,-0.0599921
34,0.018686265,0.12660848,"('mean', 'honorable')",0.026733901,0.19264598,5.7432637,5.907724,1.9295613,2.0756594,0.1460981
35,0.563013,0.4958229,"('corrupt', 'incorrupt')",-0.8370487,-0.8345785,0.3841501,0.16884786,0.0367048,-0.0566359,-0.0933407
36,-0.38932267,-0.42527843,"('hostile', 'amicable')",-1.6825333,-1.6410418,0.59311926,0.43163556,-0.4929123,-0.5448949,-0.0519826
37,0.3078606,0.24915114,"('fake', 'genuine')",0.21508536,0.18376212,0.153164,0.20302036,0.22537,0.2119779,-0.0133921
38,-0.7142218,-0.6654021,"('untruthful', 'truthful')",-0.06094032,-0.059695423,-0.021260077,-0.012108659,-0.2654741,-0.2457354,0.0197387
