,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,0.043741953,0.0052542454,"('unsociable', 'sociable')",0.043742,0.0052542,-0.0384878
1,1.6501569,1.5464532,"('unfriendly', 'friendly')",1.6501569,1.5464532,-0.1037037
2,0.6283796,0.7572522,"('unlikable', 'likable')",0.6283796,0.7572522,0.1288726
3,1.2803615,1.4278492,"('repellent', 'pleasant')",1.2803615,1.4278492,0.1474877
4,-7.1894193,-7.067356,"('disliked', 'liked')",-7.1894193,-7.0673561,0.1220632
5,0.02876254,0.04880112,"('distant', 'outgoing')",0.0287625,0.0488011,0.0200386
6,0.21133137,0.28548437,"('distant', 'open')",0.2113314,0.2854844,0.074153
7,1.6247553,1.6448523,"('insensitive', 'sensitive')",1.6247553,1.6448523,0.020097
8,1.1210936,1.024941,"('unaffectionate', 'affectionate')",1.1210936,1.024941,-0.0961526
9,1.4641039,1.4616541,"('unaffectionate', 'caring')",1.4641039,1.4616541,-0.0024498
10,1.3143958,1.3979356,"('unsympathetic', 'sympathetic')",1.3143958,1.3979356,0.0835398
11,1.9954088,1.9922589,"('unhelpful', 'helpful')",1.9954088,1.9922589,-0.0031499
12,-1.0923018,-1.03634,"('unsupportive', 'supportive')",-1.0923018,-1.03634,0.0559618
13,0.19231275,0.1308371,"('impolite', 'polite')",0.1923127,0.1308371,-0.0614756
14,0.21051717,0.11358203,"('antisocial', 'social')",0.2105172,0.113582,-0.0969352
15,0.271385,0.22459647,"('boring', 'funny')",0.271385,0.2245965,-0.0467885
16,-0.5748711,-0.49999583,"('unpopular', 'popular')",-0.5748711,-0.4999958,0.0748753
17,-0.3110505,-0.2626265,"('nasty', 'nice')",-0.3110505,-0.2626265,0.048424
18,-0.28457284,-0.31058443,"('disagreeable', 'welcoming')",-0.2845728,-0.3105844,-0.0260116
19,-0.08224823,-0.046535555,"('inhospitable', 'hospitable')",-0.0822482,-0.0465356,0.0357126
20,1.029072,0.9392733,"('rough', 'thoughtful')",1.029072,0.9392733,-0.0897987
