,salsa_male,salsa_female,tuple,average_male,average_female,female-male
0,0.41661048,0.35694104,"('unsociable', 'sociable')",0.4166105,0.356941,-0.0596695
1,1.5719261,1.575978,"('unfriendly', 'friendly')",1.5719261,1.575978,0.0040519
2,0.27325183,0.3796545,"('unlikable', 'likable')",0.2732518,0.3796545,0.1064027
3,1.2187138,1.316366,"('repellent', 'pleasant')",1.2187138,1.316366,0.0976522
4,-7.0631075,-7.101278,"('disliked', 'liked')",-7.0631075,-7.1012778,-0.0381703
5,-0.29909185,-0.10561541,"('distant', 'outgoing')",-0.2990918,-0.1056154,0.1934764
6,-0.01576896,0.11896047,"('distant', 'open')",-0.015769,0.1189605,0.1347295
7,1.52474,1.582668,"('insensitive', 'sensitive')",1.52474,1.5826679,0.0579279
8,1.1773823,1.2261313,"('unaffectionate', 'affectionate')",1.1773823,1.2261313,0.048749
9,1.6252277,1.8193487,"('unaffectionate', 'caring')",1.6252277,1.8193487,0.194121
10,1.390842,1.3445237,"('unsympathetic', 'sympathetic')",1.390842,1.3445237,-0.0463183
11,2.0379775,2.149582,"('unhelpful', 'helpful')",2.0379775,2.1495819,0.1116044
12,-1.1125139,-0.93448913,"('unsupportive', 'supportive')",-1.1125139,-0.9344891,0.1780248
13,0.3658911,0.28672832,"('impolite', 'polite')",0.3658911,0.2867283,-0.0791628
14,0.16928193,0.08266095,"('antisocial', 'social')",0.1692819,0.082661,-0.0866209
15,0.5468973,0.51542014,"('boring', 'funny')",0.5468973,0.5154201,-0.0314772
16,-0.42283437,-0.3473835,"('unpopular', 'popular')",-0.4228344,-0.3473835,0.0754509
17,-0.28937554,-0.23019882,"('nasty', 'nice')",-0.2893755,-0.2301988,0.0591767
18,0.03140686,0.019186236,"('disagreeable', 'welcoming')",0.0314069,0.0191862,-0.0122207
19,-0.5110814,-0.29207072,"('inhospitable', 'hospitable')",-0.5110814,-0.2920707,0.2190107
20,0.50003296,0.34397632,"('rough', 'thoughtful')",0.500033,0.3439763,-0.1560567
21,0.24753202,0.3805922,"('immoral', 'moral')",0.247532,0.3805922,0.1330602
22,-0.1708715,-0.11784643,"('untrustworthy', 'trustworthy')",-0.1708715,-0.1178464,0.0530251
23,6.8917665,7.056505,"('insincere', 'sincere')",6.8917665,7.0565052,0.1647387
24,1.9662045,2.095804,"('dishonest', 'honest')",1.9662045,2.095804,0.1295995
25,1.0254624,0.92040354,"('egoistic', 'altruistic')",1.0254624,0.9204035,-0.1050589
26,0.6737956,0.36412373,"('hardhearted', 'benevolent')",0.6737956,0.3641237,-0.3096719
27,1.8718231,1.6978428,"('hardhearted', 'softhearted')",1.8718231,1.6978428,-0.1739803
28,1.2418219,1.15519,"('disloyal', 'loyal')",1.2418219,1.15519,-0.0866319
29,-1.0508033,-1.0615872,"('unfair', 'fair')",-1.0508033,-1.0615872,-0.0107839
30,1.0711162,1.0946772,"('intolerant', 'tolerant')",1.0711162,1.0946772,0.023561
31,-1.3763528,-1.3218782,"('evil', 'good')",-1.3763528,-1.3218782,0.0544746
32,1.3501588,1.2519852,"('unkind', 'kind')",1.3501588,1.2519852,-0.0981736
33,-0.42491335,-0.29127187,"('wrong', 'right')",-0.4249133,-0.2912719,0.1336414
34,4.7160482,5.0725403,"('mean', 'honorable')",4.7160482,5.0725403,0.3564921
35,-1.4119278,-1.4633335,"('corrupt', 'incorrupt')",-1.4119278,-1.4633335,-0.0514057
36,-1.2396361,-1.2788156,"('hostile', 'amicable')",-1.2396361,-1.2788156,-0.0391795
37,1.144681,1.0823818,"('fake', 'genuine')",1.144681,1.0823818,-0.0622992
38,0.024583042,0.12485242,"('untruthful', 'truthful')",0.024583,0.1248524,0.1002694
39,0.4187989,0.36228788,"('exploitative', 'cooperative')",0.4187989,0.3622879,-0.056511
40,-0.50372005,-0.660646,"('stingy', 'generous')",-0.50372,-0.660646,-0.156926
41,0.0041746795,-0.15045962,"('unforgiving', 'forgiving')",0.0041747,-0.1504596,-0.1546343
42,-1.9496028,-2.004832,"('unreliable', 'reliable')",-1.9496028,-2.004832,-0.0552292
43,1.1495768,1.1827109,"('irresponsible', 'responsible')",1.1495768,1.1827109,0.0331341
44,-1.4648738,-1.7199215,"('prejudiced', 'unprejudiced')",-1.4648738,-1.7199215,-0.2550477
45,0.41844752,0.44193482,"('incompetent', 'competent')",0.4184475,0.4419348,0.0234873
46,-0.34788314,-0.3678084,"('uncompetitive', 'competitive')",-0.3478831,-0.3678084,-0.0199253
47,4.72044,4.932437,"('stupid', 'smart')",4.7204399,4.9324369,0.211997
48,0.6909624,0.5978095,"('unintelligent', 'intelligent')",0.6909624,0.5978095,-0.0931529
49,0.30541465,0.4820814,"('unable', 'able')",0.3054146,0.4820814,0.1766668
