,adt_male,adt_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.17447996,-0.36931974,"('unsociable', 'sociable')",0.00645091,-0.29793087,-0.0840145,-0.3336253,-0.2496108
1,-2.159986,-2.1490731,"('unfriendly', 'friendly')",1.0976614,1.0026925,-0.5311623,-0.5731903,-0.042028
2,0.6534083,0.68872523,"('unlikable', 'likable')",0.7156504,0.74863577,0.6845293,0.7186805,0.0341512
3,0.6048542,0.6943289,"('repellent', 'pleasant')",1.1142532,1.0406934,0.8595537,0.8675112,0.0079575
4,-0.5614962,-0.5742179,"('disliked', 'liked')",-6.507286,-6.5071635,-3.5343912,-3.5406907,-0.0062995
5,-2.018284,-1.9603397,"('distant', 'outgoing')",-0.8116434,-0.7136649,-1.4149637,-1.3370023,0.0779614
6,-2.3919091,-2.2768018,"('distant', 'open')",-0.9900694,-0.88872236,-1.6909893,-1.5827621,0.1082272
7,0.22837125,0.2762177,"('insensitive', 'sensitive')",0.25953797,0.18059039,0.2439546,0.228404,-0.0155506
8,-1.9706837,-1.9248575,"('unaffectionate', 'affectionate')",0.32059902,0.39095423,-0.8250424,-0.7669516,0.0580908
9,-1.6915452,-1.619789,"('unaffectionate', 'caring')",0.9153951,0.9843656,-0.3880751,-0.3177117,0.0703634
10,0.1787119,0.20680746,"('unsympathetic', 'sympathetic')",-0.49507728,-0.5765375,-0.1581827,-0.184865,-0.0266823
11,0.7965922,0.7412514,"('unhelpful', 'helpful')",2.0773818,2.1432662,1.436987,1.4422588,0.0052718
12,-0.34525263,-0.23078644,"('unsupportive', 'supportive')",-2.271671,-2.2930748,-1.3084619,-1.2619307,0.0465312
13,0.47722074,0.37588188,"('impolite', 'polite')",-0.5348308,-0.57046664,-0.028805,-0.0972924,-0.0684874
14,1.2934107,1.1701202,"('antisocial', 'social')",0.2380642,-0.012254503,0.7657374,0.5789329,-0.1868045
15,0.022014536,-0.13559371,"('boring', 'funny')",0.04537181,-0.004957499,0.0336932,-0.0702756,-0.1039688
16,-0.83741564,-0.8099434,"('unpopular', 'popular')",0.8060364,0.72451454,-0.0156896,-0.0427144,-0.0270248
17,0.13809788,0.18268426,"('nasty', 'nice')",-0.49079973,-0.47496122,-0.1763509,-0.1461385,0.0302124
18,-1.181458,-1.22193,"('disagreeable', 'welcoming')",-0.5763915,-0.7420969,-0.8789247,-0.9820135,-0.1030888
19,-1.656505,-1.6123931,"('inhospitable', 'hospitable')",-0.7311581,-0.61316913,-1.1938316,-1.1127812,0.0810504
20,1.0312258,1.0232108,"('rough', 'thoughtful')",1.0165871,0.9517523,1.0239065,0.9874815,-0.036425
21,1.4857489,1.4058013,"('immoral', 'moral')",0.027539944,-0.13143778,0.7566444,0.6371818,-0.1194626
22,0.000104539096,-0.053111967,"('untrustworthy', 'trustworthy')",-1.0673698,-1.1634574,-0.5336326,-0.6082847,-0.0746521
23,0.30028474,0.24799895,"('insincere', 'sincere')",6.0126877,5.914725,3.1564863,3.0813618,-0.0751245
24,0.33276418,0.3720658,"('dishonest', 'honest')",0.48436493,0.50699496,0.4085646,0.4395304,0.0309658
25,-0.96769303,-0.9853203,"('egoistic', 'altruistic')",1.0266422,0.95122844,0.0294746,-0.0170459,-0.0465205
26,-0.31105417,-0.44419786,"('hardhearted', 'benevolent')",1.5818533,1.4367741,0.6353996,0.4962881,-0.1391115
27,-0.6730098,-0.6231713,"('hardhearted', 'softhearted')",0.8308863,0.7505453,0.0789382,0.063687,-0.0152512
28,-0.34526166,-0.3874015,"('disloyal', 'loyal')",1.3403851,1.2632842,0.4975617,0.4379414,-0.0596203
29,-0.68563765,-0.7256217,"('unfair', 'fair')",-0.6679277,-0.8264083,-0.6767827,-0.776015,-0.0992323
30,1.2124133,1.1126446,"('intolerant', 'tolerant')",1.1341323,1.069962,1.1732728,1.0913033,-0.0819695
31,-2.7008069,-2.6347141,"('evil', 'good')",-1.0709149,-1.1494027,-1.8858609,-1.8920584,-0.0061975
32,0.25827694,0.1491816,"('unkind', 'kind')",0.9762969,0.74138737,0.6172869,0.4452845,-0.1720024
