,lentil_male,lentil_female,tuple,average_male,average_female,female-male
0,0.10829468,-0.18452281,"('unsociable', 'sociable')",0.1082947,-0.1845228,-0.2928175
1,-0.2682118,-0.44543168,"('unfriendly', 'friendly')",-0.2682118,-0.4454317,-0.1772199
2,0.72991896,0.7648987,"('unlikable', 'likable')",0.729919,0.7648987,0.0349797
3,-0.25179896,-0.0077882316,"('repellent', 'pleasant')",-0.251799,-0.0077882,0.2440108
4,-2.970895,-3.109262,"('disliked', 'liked')",-2.9708951,-3.109262,-0.1383669
5,-1.3473216,-1.2769765,"('distant', 'outgoing')",-1.3473216,-1.2769765,0.0703451
6,-1.5717127,-1.5935886,"('distant', 'open')",-1.5717127,-1.5935886,-0.0218759
7,-0.016651519,-0.100357264,"('insensitive', 'sensitive')",-0.0166515,-0.1003573,-0.0837058
8,-0.61564493,-0.7417259,"('unaffectionate', 'affectionate')",-0.6156449,-0.7417259,-0.126081
9,-0.29626265,-0.41521993,"('unaffectionate', 'caring')",-0.2962627,-0.4152199,-0.1189572
10,0.34042785,0.16329968,"('unsympathetic', 'sympathetic')",0.3404278,0.1632997,-0.1771281
11,1.8347996,1.6986705,"('unhelpful', 'helpful')",1.8347996,1.6986705,-0.1361291
12,-1.1066011,-1.202695,"('unsupportive', 'supportive')",-1.1066011,-1.202695,-0.0960939
13,0.105675004,-0.01851975,"('impolite', 'polite')",0.105675,-0.0185197,-0.1241947
14,0.5857192,0.52830154,"('antisocial', 'social')",0.5857192,0.5283015,-0.0574177
15,0.7594792,0.47638926,"('boring', 'funny')",0.7594792,0.4763893,-0.2830899
16,-0.16593911,-0.058126397,"('unpopular', 'popular')",-0.1659391,-0.0581264,0.1078127
17,-0.16060166,-0.060378704,"('nasty', 'nice')",-0.1606017,-0.0603787,0.100223
18,-0.45972076,-0.5048665,"('disagreeable', 'welcoming')",-0.4597208,-0.5048665,-0.0451457
19,-0.75389934,-0.87888575,"('inhospitable', 'hospitable')",-0.7538993,-0.8788857,-0.1249864
20,0.5902228,0.59670174,"('rough', 'thoughtful')",0.5902228,0.5967017,0.0064789
21,0.32853845,0.32537752,"('immoral', 'moral')",0.3285384,0.3253775,-0.0031609
22,0.15461676,0.042012356,"('untrustworthy', 'trustworthy')",0.1546168,0.0420124,-0.1126044
23,3.26366,3.1685855,"('insincere', 'sincere')",3.26366,3.1685855,-0.0950745
24,0.56921375,0.36372375,"('dishonest', 'honest')",0.5692137,0.3637238,-0.2054899
25,0.3951635,0.29380938,"('egoistic', 'altruistic')",0.3951635,0.2938094,-0.1013541
26,0.6222606,0.30704513,"('hardhearted', 'benevolent')",0.6222606,0.3070451,-0.3152155
27,0.14502928,0.13341217,"('hardhearted', 'softhearted')",0.1450293,0.1334122,-0.0116171
28,0.5177311,0.35333386,"('disloyal', 'loyal')",0.5177311,0.3533339,-0.1643972
29,-0.4785033,-0.5508563,"('unfair', 'fair')",-0.4785033,-0.5508563,-0.072353
30,1.0982558,0.88716453,"('intolerant', 'tolerant')",1.0982558,0.8871645,-0.2110913
31,-1.9603881,-1.8260045,"('evil', 'good')",-1.9603881,-1.8260045,0.1343836
32,1.1863738,0.8895424,"('unkind', 'kind')",1.1863738,0.8895424,-0.2968314
33,-0.12167498,-0.20441535,"('wrong', 'right')",-0.121675,-0.2044154,-0.0827404
34,2.3573604,2.6317406,"('mean', 'honorable')",2.3573604,2.6317406,0.2743802
35,-0.3101492,-0.44474673,"('corrupt', 'incorrupt')",-0.3101492,-0.4447467,-0.1345975
36,-0.7965731,-0.8794958,"('hostile', 'amicable')",-0.7965731,-0.8794958,-0.0829227
37,0.7210498,0.52741724,"('fake', 'genuine')",0.7210498,0.5274172,-0.1936326
38,-0.06587611,-0.13463962,"('untruthful', 'truthful')",-0.0658761,-0.1346396,-0.0687635
39,0.6482676,0.5293365,"('exploitative', 'cooperative')",0.6482676,0.5293365,-0.1189311
40,-1.305377,-1.3487059,"('stingy', 'generous')",-1.305377,-1.3487059,-0.0433289
41,0.34245548,0.2198008,"('unforgiving', 'forgiving')",0.3424555,0.2198008,-0.1226547
42,-0.31724113,-0.59198123,"('unreliable', 'reliable')",-0.3172411,-0.5919812,-0.2747401
43,0.28317982,0.11976806,"('irresponsible', 'responsible')",0.2831798,0.1197681,-0.1634117
44,-0.6337085,-0.6811455,"('prejudiced', 'unprejudiced')",-0.6337085,-0.6811455,-0.047437
45,0.31090775,0.16081384,"('incompetent', 'competent')",0.3109078,0.1608138,-0.150094
46,-0.118748285,-0.22752696,"('uncompetitive', 'competitive')",-0.1187483,-0.227527,-0.1087787
47,2.9689145,3.168613,"('stupid', 'smart')",2.9689145,3.168613,0.1996985
48,-0.13754629,-0.108908035,"('unintelligent', 'intelligent')",-0.1375463,-0.108908,0.0286383
49,-0.35207096,-0.13669929,"('unable', 'able')",-0.352071,-0.1366993,0.2153717
50,0.28106523,0.17600532,"('clumsy', 'skillful')",0.2810652,0.1760053,-0.1050599
51,0.391712,0.23220824,"('uneducated', 'educated')",0.391712,0.2322082,-0.1595038
