,scow_male,scow_female,tuple,average_male,average_female,female-male
0,0.34314573,0.11400269,"('unsociable', 'sociable')",0.3431457,0.1140027,-0.229143
1,-1.4435548,-1.6135302,"('unfriendly', 'friendly')",-1.4435548,-1.6135302,-0.1699754
2,0.6436536,0.7025464,"('unlikable', 'likable')",0.6436536,0.7025464,0.0588928
3,0.03249678,0.19717287,"('repellent', 'pleasant')",0.0324968,0.1971729,0.1646761
4,-3.4006016,-3.4355016,"('disliked', 'liked')",-3.4006016,-3.4355016,-0.0349
5,-2.2491717,-2.3450413,"('distant', 'outgoing')",-2.2491717,-2.3450413,-0.0958696
6,-2.3112607,-2.3983989,"('distant', 'open')",-2.3112607,-2.3983989,-0.0871382
7,0.5956765,0.75809,"('insensitive', 'sensitive')",0.5956765,0.75809,0.1624135
8,-0.79735917,-0.9692722,"('unaffectionate', 'affectionate')",-0.7973592,-0.9692722,-0.171913
9,-0.2107022,-0.34220776,"('unaffectionate', 'caring')",-0.2107022,-0.3422078,-0.1315056
10,0.44331923,0.36786067,"('unsympathetic', 'sympathetic')",0.4433192,0.3678607,-0.0754585
11,1.0287879,1.084849,"('unhelpful', 'helpful')",1.0287879,1.084849,0.0560611
12,-1.4786495,-1.4734994,"('unsupportive', 'supportive')",-1.4786495,-1.4734994,0.0051501
13,0.13077234,-0.13685268,"('impolite', 'polite')",0.1307723,-0.1368527,-0.267625
14,1.4006935,1.381414,"('antisocial', 'social')",1.4006935,1.3814141,-0.0192794
15,0.1736225,0.011837546,"('boring', 'funny')",0.1736225,0.0118375,-0.161785
16,-0.6452924,-0.6114779,"('unpopular', 'popular')",-0.6452924,-0.6114779,0.0338145
17,-0.7052616,-0.69689053,"('nasty', 'nice')",-0.7052616,-0.6968905,0.0083711
18,-0.802528,-0.73589164,"('disagreeable', 'welcoming')",-0.802528,-0.7358916,0.0666364
19,-2.2195404,-2.3072445,"('inhospitable', 'hospitable')",-2.2195404,-2.3072445,-0.0877041
20,0.6258648,0.6795268,"('rough', 'thoughtful')",0.6258648,0.6795268,0.053662
21,0.17259356,0.3082528,"('immoral', 'moral')",0.1725936,0.3082528,0.1356592
22,0.40852925,0.4381929,"('untrustworthy', 'trustworthy')",0.4085293,0.4381929,0.0296636
23,2.9436088,2.8870385,"('insincere', 'sincere')",2.9436088,2.8870385,-0.0565703
