,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,female-male
0,-0.6877194,-0.73645383,"('unsociable', 'sociable')",0.75547206,0.6399924,-0.11927359,-0.18853103,-0.0171736,-0.0949975,-0.0778239
1,-1.870992,-2.0968342,"('unfriendly', 'friendly')",0.37392625,0.13016364,1.0287184,0.928339,-0.1561158,-0.3461105,-0.1899947
2,1.092049,1.175358,"('unlikable', 'likable')",0.98174685,1.0177666,0.8963408,1.0006529,0.9900455,1.0645925,0.074547
3,-0.094842434,0.068977036,"('repellent', 'pleasant')",-0.007968988,0.16577232,0.48698115,0.55171937,0.1280566,0.2621562,0.1340996
4,-0.37993053,-0.3857478,"('disliked', 'liked')",-0.76332194,-0.73930913,-6.7170653,-6.807751,-2.6201059,-2.6442693,-0.0241634
5,-1.3585359,-1.3141854,"('distant', 'outgoing')",-1.6265651,-1.5196933,-1.0701438,-0.99065536,-1.3517483,-1.2748446,0.0769037
6,-1.5572896,-1.493613,"('distant', 'open')",-1.5300318,-1.4233664,-0.78878134,-0.73578906,-1.2920342,-1.2175895,0.0744447
7,-0.10717059,-0.07824594,"('insensitive', 'sensitive')",0.75954014,0.8346557,-0.015243394,0.07556955,0.2123754,0.2773264,0.064951
8,-1.2029678,-1.381802,"('unaffectionate', 'affectionate')",0.3490942,0.2061581,0.36789882,0.35491523,-0.1619916,-0.2735762,-0.1115846
9,-1.3729204,-1.5322806,"('unaffectionate', 'caring')",0.5913256,0.4514151,0.88379246,0.8859724,0.0340659,-0.0649644,-0.0990303
10,-0.7001823,-0.66714704,"('unsympathetic', 'sympathetic')",0.5593949,0.58973604,-0.4289563,-0.3420483,-0.1899146,-0.1398198,0.0500948
11,0.5160337,0.48719317,"('unhelpful', 'helpful')",1.5741535,1.5643696,2.2977712,2.3757052,1.4626528,1.475756,0.0131032
12,-0.018949904,0.1673829,"('unsupportive', 'supportive')",0.7515757,0.9456302,-2.1594865,-2.0720017,-0.4756203,-0.3196629,0.1559574
13,0.057541993,0.13027559,"('impolite', 'polite')",0.632428,0.6927881,-0.39396352,-0.3034618,0.0986688,0.1732006,0.0745318
14,0.5777084,0.66853076,"('antisocial', 'social')",1.9219407,1.9482589,-0.22505343,-0.21071064,0.7581986,0.8020263,0.0438277
15,0.89645404,0.6897971,"('boring', 'funny')",0.4780828,0.2960808,0.5157329,0.48444402,0.6300899,0.4901073,-0.1399826
16,-0.105407126,-0.12801147,"('unpopular', 'popular')",-0.4523119,-0.49653298,0.5690708,0.43808615,0.0037839,-0.0621528,-0.0659367
17,-0.47427094,-0.38772014,"('nasty', 'nice')",-0.6002453,-0.5418239,-0.054889925,-0.061635297,-0.3764687,-0.3303931,0.0460756
18,-0.73449934,-0.6703085,"('disagreeable', 'welcoming')",-0.14545111,-0.057284717,-0.80147016,-0.78230125,-0.5604735,-0.5032981,0.0571754
19,-0.69217664,-0.69847465,"('inhospitable', 'hospitable')",-1.0677731,-1.129843,-0.7285066,-0.65080416,-0.8294854,-0.8263739,0.0031115
20,0.22776842,0.21480438,"('rough', 'thoughtful')",1.5061127,1.541569,0.6648899,0.64781404,0.7995903,0.8013958,0.0018055
21,0.5563269,0.58589506,"('immoral', 'moral')",1.4504054,1.4368547,-0.6848789,-0.5747665,0.4406178,0.4826611,0.0420433
22,0.5466182,0.5980343,"('untrustworthy', 'trustworthy')",0.33753657,0.30885416,-0.07187464,-0.06632863,0.2707601,0.2801866,0.0094265
23,-0.6247335,-0.6955685,"('insincere', 'sincere')",0.26029462,0.21928275,5.6705985,5.6763115,1.7687198,1.7333419,-0.0353779
24,-0.30718786,-0.32717368,"('dishonest', 'honest')",-0.9569232,-0.9653489,0.53547716,0.5667835,-0.242878,-0.241913,0.000965
25,-1.3519886,-1.4754709,"('egoistic', 'altruistic')",-0.32480115,-0.44587743,1.2257497,1.0880804,-0.1503467,-0.277756,-0.1274093
26,-0.3301098,-0.40396005,"('hardhearted', 'benevolent')",1.3582433,1.332358,1.4437453,1.3921345,0.8239596,0.7735109,-0.0504487
27,-0.585926,-0.6447102,"('hardhearted', 'softhearted')",0.032420438,-0.016444113,0.63111395,0.56396073,0.0258695,-0.0323978,-0.0582673
28,-0.6309025,-0.8419384,"('disloyal', 'loyal')",0.6314908,0.4225394,1.0988364,0.96594656,0.3664749,0.1821825,-0.1842924
