,first_male,first_female,tuple,solar_male,solar_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5352896,-0.6699312,"('unsociable', 'sociable')",0.48876527,0.35922465,-0.6797639,-0.802634,-0.2420961,-0.3711135,-0.1290174
1,-0.9574022,-1.0558488,"('unfriendly', 'friendly')",0.036317825,-0.03232442,2.0378842,1.9175421,0.3722666,0.2764563,-0.0958103
2,0.72457147,0.7307632,"('unlikable', 'likable')",0.45299357,0.43368477,0.72151244,0.7653397,0.6330258,0.6432625,0.0102367
3,0.6973058,0.79719925,"('repellent', 'pleasant')",-0.15363488,-0.03395109,0.2778065,0.35231745,0.2738258,0.3718552,0.0980294
4,-0.4556843,-0.4899286,"('disliked', 'liked')",0.5604144,0.63782394,-6.0450563,-6.060428,-1.9801087,-1.9708443,0.0092644
5,-1.2299224,-1.3182985,"('distant', 'outgoing')",0.07762963,0.08296904,0.041931197,0.10913071,-0.3701205,-0.3753995,-0.005279
6,-0.9808764,-1.0043817,"('distant', 'open')",-0.5458387,-0.54530084,0.2580148,0.31842044,-0.4229001,-0.4104207,0.0124794
7,1.0125333,1.0954437,"('insensitive', 'sensitive')",0.3966857,0.37625843,0.75203943,0.8278049,0.7204195,0.7665024,0.0460829
8,-0.7758571,-0.84133995,"('unaffectionate', 'affectionate')",-0.47400695,-0.5443657,0.66826296,0.62916493,-0.193867,-0.2521803,-0.0583133
9,0.27739918,0.3052346,"('unaffectionate', 'caring')",0.20682843,0.15798543,1.1467134,1.2012118,0.543647,0.5548106,0.0111636
10,0.7249379,0.73683727,"('unsympathetic', 'sympathetic')",-1.4141848,-1.5343866,-0.73679525,-0.7489853,-0.4753474,-0.5155116,-0.0401642
11,0.44605142,0.5249969,"('unhelpful', 'helpful')",-0.26137927,-0.30125007,1.7364162,1.8953456,0.6403628,0.7063642,0.0660014
12,1.0121946,1.096042,"('unsupportive', 'supportive')",0.95673907,0.9311654,-1.5567183,-1.5154015,0.1374051,0.170602,0.0331969
13,0.7472804,0.66865677,"('impolite', 'polite')",-0.13136975,-0.23488949,-0.5731634,-0.6537514,0.0142491,-0.073328,-0.0875771
14,0.3502933,0.39811912,"('antisocial', 'social')",0.772572,0.7880398,-0.7097627,-0.6714887,0.1377009,0.1715567,0.0338558
15,0.17968489,0.09018351,"('boring', 'funny')",0.24418265,0.20084846,0.46855068,0.4749815,0.2974727,0.2553378,-0.0421349
16,-1.6088843,-1.641028,"('unpopular', 'popular')",-0.40186465,-0.38322476,0.40725735,0.46464533,-0.5344972,-0.5198692,0.014628
17,0.04222546,0.066336766,"('nasty', 'nice')",-0.19851199,-0.13455479,-0.4277003,-0.32835692,-0.1946623,-0.1321916,0.0624707
18,-0.06350165,-0.0847603,"('disagreeable', 'welcoming')",-0.28063878,-0.24594066,-0.15245351,-0.13913326,-0.1655313,-0.1566114,0.0089199
