,charles_male,charles_female,tuple,river_male,river_female,labs_male,labs_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,female-male
0,0.13928118,-0.11497715,"('unsociable', 'sociable')",-0.2839063,-0.5158925,0.5483007,0.33139172,-1.3450282,-1.5674354,-0.18897319,-0.29447696,-0.2260652,-0.4322781,-0.2062129
1,0.04879293,-0.2129244,"('unfriendly', 'friendly')",-0.8720188,-0.9998646,-0.20108715,-0.30307543,-1.5378419,-1.7189653,1.3809569,1.113699,-0.2362396,-0.4242261,-0.1879865
2,0.28465503,0.36259496,"('unlikable', 'likable')",0.9802583,1.045351,0.28414825,0.3822241,0.4797617,0.55530745,0.44322643,0.4913061,0.4944099,0.5673567,0.0729468
3,-0.10624722,-0.10016109,"('repellent', 'pleasant')",-0.18255734,-0.08163414,-0.5170923,-0.46631095,-0.24225432,-0.23425926,0.20097421,0.34440655,-0.1694354,-0.1075918,0.0618436
4,-0.29897708,-0.29038483,"('disliked', 'liked')",-0.43538487,-0.4425309,-0.8165983,-0.85822004,-0.7193193,-0.7482973,-6.621625,-6.6789837,-1.778381,-1.8036833,-0.0253023
5,-0.07071702,-0.14311224,"('distant', 'outgoing')",-0.42938727,-0.45410094,-0.7990159,-0.7779371,-0.7591867,-0.7542953,-0.7395225,-0.83119446,-0.5595659,-0.592128,-0.0325621
6,-0.34431538,-0.43143544,"('distant', 'open')",-0.59867823,-0.5874074,-1.0402263,-1.0121285,-0.5508694,-0.5729647,-0.17981286,-0.31300247,-0.5427804,-0.5833877,-0.0406073
7,-0.007478349,-0.14813264,"('insensitive', 'sensitive')",-0.05449464,-0.0202207,-0.08288245,-0.011333706,-0.58554596,-0.57946527,0.6458017,0.7262076,-0.0169199,-0.0065889,0.010331
8,0.27949336,0.17541224,"('unaffectionate', 'affectionate')",0.0036157998,-0.08694134,-0.20867878,-0.23241207,-1.9600676,-2.104449,0.019646838,-0.17571452,-0.3731981,-0.4848209,-0.1116228
9,0.30552652,0.15818188,"('unaffectionate', 'caring')",0.037918538,-0.011808522,0.10803097,0.12831095,-2.1669564,-2.300722,0.8745241,0.75974655,-0.1681912,-0.2532582,-0.085067
10,0.49645776,0.30121297,"('unsympathetic', 'sympathetic')",-0.38892853,-0.4966497,-0.18930419,-0.2893367,-1.9422991,-1.977726,0.08699011,0.050866038,-0.3874168,-0.4823267,-0.0949099
11,-0.40920362,-0.4252601,"('unhelpful', 'helpful')",-0.023528052,-0.037699666,0.71882784,0.7351654,-0.9271443,-0.91342604,2.0331807,2.0316684,0.2784265,0.2780896,-0.0003369
12,0.8407608,0.5883065,"('unsupportive', 'supportive')",-0.0162989,-0.0235651,0.013645954,0.071382925,-2.5136979,-2.4577556,-2.0505145,-2.0545552,-0.7452209,-0.7752373,-0.0300164
13,0.8140104,0.76464236,"('impolite', 'polite')",-0.08073109,-0.15811184,-0.13482109,-0.2501437,0.21090369,0.20841645,0.23416094,0.28710783,0.2087046,0.1703822,-0.0383224
14,0.2116801,0.18272956,"('antisocial', 'social')",0.7598242,0.75221163,1.0704687,1.0535429,-0.079736374,-0.08658047,-0.23717406,-0.11330671,0.3450125,0.3577193,0.0127068
15,-0.4903334,-0.49192515,"('boring', 'funny')",0.05331908,-0.04085438,0.29905978,0.2716284,0.88882935,0.9124265,0.15880027,0.22968593,0.181935,0.1761923,-0.0057427
16,-0.5595799,-0.5792446,"('unpopular', 'popular')",-0.45331222,-0.5326724,-0.01796209,0.032145765,0.46516493,0.35708827,0.6155481,0.59140766,0.0099717,-0.0262551,-0.0362268
