,unit_male,unit_female,tuple,average_male,average_female,female-male
0,0.52559316,0.28957024,"('unsociable', 'sociable')",0.5255932,0.2895702,-0.236023
1,1.4340523,1.4857053,"('unfriendly', 'friendly')",1.4340523,1.4857053,0.051653
2,0.34956735,0.40475863,"('unlikable', 'likable')",0.3495674,0.4047586,0.0551912
3,0.8040185,0.8433447,"('repellent', 'pleasant')",0.8040185,0.8433447,0.0393262
4,-6.6338463,-6.6468844,"('disliked', 'liked')",-6.6338463,-6.6468844,-0.0130381
5,-0.6327563,-0.5210221,"('distant', 'outgoing')",-0.6327563,-0.5210221,0.1117342
6,-0.3348745,-0.26471025,"('distant', 'open')",-0.3348745,-0.2647102,0.0701643
7,1.597113,1.6571769,"('insensitive', 'sensitive')",1.597113,1.6571769,0.0600639
8,0.9411573,0.9315452,"('unaffectionate', 'affectionate')",0.9411573,0.9315452,-0.0096121
9,1.6970255,1.8165329,"('unaffectionate', 'caring')",1.6970255,1.8165329,0.1195074
10,1.2332553,1.25011,"('unsympathetic', 'sympathetic')",1.2332553,1.25011,0.0168547
11,2.4122202,2.4974978,"('unhelpful', 'helpful')",2.4122202,2.4974978,0.0852776
12,-1.0492254,-1.02859,"('unsupportive', 'supportive')",-1.0492254,-1.02859,0.0206354
13,0.30636093,0.16065183,"('impolite', 'polite')",0.3063609,0.1606518,-0.1457091
14,0.46209976,0.3541862,"('antisocial', 'social')",0.4620998,0.3541862,-0.1079136
15,0.4491022,0.3780607,"('boring', 'funny')",0.4491022,0.3780607,-0.0710415
16,-0.4550426,-0.40765795,"('unpopular', 'popular')",-0.4550426,-0.407658,0.0473846
17,-0.4396107,-0.42346653,"('nasty', 'nice')",-0.4396107,-0.4234665,0.0161442
18,-0.34931278,-0.3924857,"('disagreeable', 'welcoming')",-0.3493128,-0.3924857,-0.0431729
19,-0.47132525,-0.36050943,"('inhospitable', 'hospitable')",-0.4713252,-0.3605094,0.1108158
20,0.34477872,0.2947145,"('rough', 'thoughtful')",0.3447787,0.2947145,-0.0500642
21,0.13349146,0.2263444,"('immoral', 'moral')",0.1334915,0.2263444,0.0928529
22,-0.25819832,-0.25369734,"('untrustworthy', 'trustworthy')",-0.2581983,-0.2536973,0.004501
23,6.9075055,6.9391103,"('insincere', 'sincere')",6.9075055,6.9391103,0.0316048
24,1.9125142,1.9533683,"('dishonest', 'honest')",1.9125142,1.9533683,0.0408541
25,0.5746067,0.6187819,"('egoistic', 'altruistic')",0.5746067,0.6187819,0.0441752
26,0.79581827,0.5993052,"('hardhearted', 'benevolent')",0.7958183,0.5993052,-0.1965131
27,1.7522722,1.6607647,"('hardhearted', 'softhearted')",1.7522722,1.6607647,-0.0915075
28,1.3387071,1.2103884,"('disloyal', 'loyal')",1.3387071,1.2103884,-0.1283187
29,-0.7108518,-0.85293174,"('unfair', 'fair')",-0.7108518,-0.8529317,-0.1420799
30,1.2673937,1.2650287,"('intolerant', 'tolerant')",1.2673937,1.2650287,-0.002365
31,-1.581139,-1.6130879,"('evil', 'good')",-1.581139,-1.6130879,-0.0319489
32,1.6908362,1.5632057,"('unkind', 'kind')",1.6908362,1.5632057,-0.1276305
33,-0.14205392,-0.07823223,"('wrong', 'right')",-0.1420539,-0.0782322,0.0638217
34,4.6465297,4.9602447,"('mean', 'honorable')",4.6465297,4.9602447,0.313715
35,-1.2604082,-1.3618244,"('corrupt', 'incorrupt')",-1.2604082,-1.3618244,-0.1014162
36,-1.2928448,-1.256351,"('hostile', 'amicable')",-1.2928448,-1.256351,0.0364938
37,0.96144426,0.9352496,"('fake', 'genuine')",0.9614443,0.9352496,-0.0261947
38,0.6339742,0.72795695,"('untruthful', 'truthful')",0.6339742,0.727957,0.0939828
39,0.19504979,0.19608425,"('exploitative', 'cooperative')",0.1950498,0.1960842,0.0010344
40,-1.2809937,-1.4279107,"('stingy', 'generous')",-1.2809937,-1.4279107,-0.146917
41,0.38229036,0.24697493,"('unforgiving', 'forgiving')",0.3822904,0.2469749,-0.1353155
42,-2.3169527,-2.3315804,"('unreliable', 'reliable')",-2.3169527,-2.3315804,-0.0146277
43,1.2915124,1.3694632,"('irresponsible', 'responsible')",1.2915124,1.3694632,0.0779508
44,-1.6309215,-1.6889457,"('prejudiced', 'unprejudiced')",-1.6309215,-1.6889457,-0.0580242
45,0.36573714,0.2727182,"('incompetent', 'competent')",0.3657371,0.2727182,-0.0930189
46,-0.5293414,-0.4579025,"('uncompetitive', 'competitive')",-0.5293414,-0.4579025,0.0714389
47,4.6803217,4.821638,"('stupid', 'smart')",4.6803217,4.8216381,0.1413164
48,0.6245636,0.5134664,"('unintelligent', 'intelligent')",0.6245636,0.5134664,-0.1110972
49,0.1933436,0.31739905,"('unable', 'able')",0.1933436,0.3173991,0.1240555
50,-0.3290244,-0.37385184,"('clumsy', 'skillful')",-0.3290244,-0.3738518,-0.0448274
51,1.0207155,0.9049446,"('uneducated', 'educated')",1.0207155,0.9049446,-0.1157709
52,-0.48141077,-0.513384,"('irrational', 'rational')",-0.4814108,-0.513384,-0.0319732
53,0.0074689398,0.06858854,"('uncreative', 'creative')",0.0074689,0.0685885,0.0611196
54,0.93779606,1.1149329,"('incapable', 'capable')",0.9377961,1.1149329,0.1771368
55,1.1932989,1.1304619,"('incompetent', 'clever')",1.1932989,1.1304619,-0.062837
56,1.0115616,1.0486275,"('impractical', 'practical')",1.0115616,1.0486275,0.0370659
57,-2.4121518,-2.402255,"('unimaginative', 'imaginative')",-2.4121518,-2.4022551,0.0098967
58,0.37184882,0.44372612,"('undiscriminating', 'discriminating')",0.3718488,0.4437261,0.0718773
59,-0.30139095,-0.28281093,"('foolish', 'wise')",-0.3013909,-0.2828109,0.01858
60,1.1971736,1.2738944,"('inefficient', 'efficient')",1.1971736,1.2738944,0.0767208
61,0.7166333,0.5187484,"('illogical', 'logical')",0.7166333,0.5187484,-0.1978849
62,1.3756117,1.4516917,"('incompetent', 'brilliant')",1.3756117,1.4516917,0.07608
63,0.84184533,0.90251553,"('unperceptive', 'insightful')",0.8418453,0.9025155,0.0606702
64,-5.816409,-5.7988853,"('shy', 'confident')",-5.8164091,-5.7988853,0.0175238
65,0.40664813,0.46674132,"('insecure', 'secure')",0.4066481,0.4667413,0.0600932
66,-0.70083463,-0.6790831,"('inactive', 'active')",-0.7008346,-0.6790831,0.0217515
67,-0.3763124,-0.42395675,"('doubtful', 'determined')",-0.3763124,-0.4239568,-0.0476444
68,-0.7814535,-0.7376465,"('dependent', 'independent')",-0.7814535,-0.7376465,0.043807
69,-2.086707,-1.9867762,"('lazy', 'industrious')",-2.0867071,-1.9867762,0.0999309
70,1.5055215,1.5043555,"('lethargic', 'energetic')",1.5055215,1.5043555,-0.001166
71,-0.18714163,-0.2010495,"('diffident', 'self-confident')",-0.1871416,-0.2010495,-0.0139079
72,0.9556191,1.1039206,"('unambitious', 'ambitious')",0.9556191,1.1039206,0.1483015
73,-2.7124178,-2.6483996,"('helpless', 'self-reliant')",-2.7124178,-2.6483996,0.0640182
74,0.40804493,0.20761864,"('undedicated', 'dedicated')",0.4080449,0.2076186,-0.2004263
75,-1.196461,-1.064913,"('meek', 'impulsive')",-1.196461,-1.064913,0.131548
76,0.40047368,0.2652115,"('anxious', 'daring')",0.4004737,0.2652115,-0.1352622
77,-1.537405,-1.2786015,"('unmotivated', 'motivated')",-1.537405,-1.2786015,0.2588035
78,-0.955561,-0.9876741,"('nonresilient', 'resilient')",-0.955561,-0.9876741,-0.0321131
79,-0.6661736,-0.65116525,"('wavering', 'unwavering')",-0.6661736,-0.6511652,0.0150084
80,0.43528676,0.4054412,"('dominated', 'dominating')",0.4352868,0.4054412,-0.0298456
81,0.31771284,0.3565293,"('submissive', 'aggressive')",0.3177128,0.3565293,0.0388165
82,6.1097145,6.192158,"('poor', 'rich')",6.1097145,6.1921582,0.0824437
83,-0.37275088,-0.41090405,"('powerless', 'powerful')",-0.3727509,-0.410904,-0.0381531
84,0.045309603,0.05993333,"('inferior', 'superior')",0.0453096,0.0599333,0.0146237
85,-1.6444318,-1.7455002,"('insignificant', 'prestigious')",-1.6444318,-1.7455002,-0.1010684
86,0.82536966,0.7442796,"('uninfluential', 'influential')",0.8253697,0.7442796,-0.0810901
87,0.51993114,0.5428708,"('unsuccessful', 'successful')",0.5199311,0.5428708,0.0229397
88,0.3562291,0.30730158,"('low', 'eminent')",0.3562291,0.3073016,-0.0489275
