,recreation_male,recreation_female,tuple,average_male,average_female,female-male
0,-0.12779658,-0.16568226,"('unsociable', 'sociable')",-0.1277966,-0.1656823,-0.0378857
1,1.0973259,1.205946,"('unfriendly', 'friendly')",1.0973259,1.205946,0.1086201
2,0.34909755,0.51528776,"('unlikable', 'likable')",0.3490975,0.5152878,0.1661903
3,0.46529192,0.5688811,"('repellent', 'pleasant')",0.4652919,0.5688811,0.1035892
4,-7.6330214,-7.7044444,"('disliked', 'liked')",-7.6330214,-7.7044444,-0.071423
5,-0.044434525,0.13702926,"('distant', 'outgoing')",-0.0444345,0.1370293,0.1814638
6,0.07809837,0.210654,"('distant', 'open')",0.0780984,0.210654,0.1325556
7,0.19922186,0.25976405,"('insensitive', 'sensitive')",0.1992219,0.259764,0.0605421
8,1.2767893,1.2546644,"('unaffectionate', 'affectionate')",1.2767893,1.2546644,-0.0221249
9,1.6892991,1.8196684,"('unaffectionate', 'caring')",1.6892991,1.8196684,0.1303693
10,0.41085956,0.48590264,"('unsympathetic', 'sympathetic')",0.4108596,0.4859026,0.075043
11,1.8486301,1.977081,"('unhelpful', 'helpful')",1.8486301,1.9770809,0.1284508
12,-1.6321638,-1.593665,"('unsupportive', 'supportive')",-1.6321638,-1.593665,0.0384988
13,-0.15093356,-0.14499938,"('impolite', 'polite')",-0.1509336,-0.1449994,0.0059342
14,0.019125096,-0.07822544,"('antisocial', 'social')",0.0191251,-0.0782254,-0.0973505
15,0.09069064,0.036628082,"('boring', 'funny')",0.0906906,0.0366281,-0.0540625
16,-0.1014078,-0.07335152,"('unpopular', 'popular')",-0.1014078,-0.0733515,0.0280563
17,0.17678231,0.29201064,"('nasty', 'nice')",0.1767823,0.2920106,0.1152283
18,-0.4779063,-0.41243467,"('disagreeable', 'welcoming')",-0.4779063,-0.4124347,0.0654716
19,-0.43780896,-0.24059153,"('inhospitable', 'hospitable')",-0.437809,-0.2405915,0.1972175
20,0.558372,0.44323796,"('rough', 'thoughtful')",0.558372,0.443238,-0.115134
21,-0.46785483,-0.19736373,"('immoral', 'moral')",-0.4678548,-0.1973637,0.2704911
22,-1.0579143,-1.084488,"('untrustworthy', 'trustworthy')",-1.0579143,-1.084488,-0.0265737
23,6.698602,6.8789077,"('insincere', 'sincere')",6.6986022,6.8789077,0.1803055
24,1.2020134,1.2438201,"('dishonest', 'honest')",1.2020134,1.2438201,0.0418067
25,0.6068482,0.5800515,"('egoistic', 'altruistic')",0.6068482,0.5800515,-0.0267967
26,1.0970633,0.826847,"('hardhearted', 'benevolent')",1.0970633,0.826847,-0.2702163
27,1.2885482,1.2173342,"('hardhearted', 'softhearted')",1.2885482,1.2173342,-0.071214
28,1.0615712,0.9826653,"('disloyal', 'loyal')",1.0615712,0.9826653,-0.0789059
29,-0.46367896,-0.61198485,"('unfair', 'fair')",-0.463679,-0.6119848,-0.1483058
30,0.8642322,1.0030615,"('intolerant', 'tolerant')",0.8642322,1.0030615,0.1388293
31,-1.4706808,-1.51698,"('evil', 'good')",-1.4706808,-1.5169801,-0.0462993
32,1.0275267,0.9493168,"('unkind', 'kind')",1.0275267,0.9493168,-0.0782099
33,-0.17505427,-0.21933264,"('wrong', 'right')",-0.1750543,-0.2193326,-0.0442783
34,5.1948867,5.52267,"('mean', 'honorable')",5.1948867,5.5226698,0.3277831
35,-0.8347741,-1.0732028,"('corrupt', 'incorrupt')",-0.8347741,-1.0732028,-0.2384287
36,-0.717984,-0.7293322,"('hostile', 'amicable')",-0.717984,-0.7293322,-0.0113482
37,0.7486949,0.7603471,"('fake', 'genuine')",0.7486949,0.7603471,0.0116522
38,0.08796816,0.22502223,"('untruthful', 'truthful')",0.0879682,0.2250222,0.137054
39,-0.14982706,-0.17543338,"('exploitative', 'cooperative')",-0.1498271,-0.1754334,-0.0256063
40,-1.8936062,-2.050357,"('stingy', 'generous')",-1.8936062,-2.0503571,-0.1567509
41,0.11673618,0.0670309,"('unforgiving', 'forgiving')",0.1167362,0.0670309,-0.0497053
42,-3.0406966,-2.923969,"('unreliable', 'reliable')",-3.0406966,-2.923969,0.1167276
43,0.86106294,0.98866427,"('irresponsible', 'responsible')",0.8610629,0.9886643,0.1276014
44,-1.0368102,-1.1665659,"('prejudiced', 'unprejudiced')",-1.0368102,-1.1665659,-0.1297557
45,-0.2380177,-0.28059492,"('incompetent', 'competent')",-0.2380177,-0.2805949,-0.0425772
46,-1.1531732,-1.0642719,"('uncompetitive', 'competitive')",-1.1531732,-1.0642719,0.0889013
47,5.757958,5.8664017,"('stupid', 'smart')",5.7579579,5.8664017,0.1084438
48,0.24082759,0.33208564,"('unintelligent', 'intelligent')",0.2408276,0.3320856,0.091258
49,-0.06683373,0.13378704,"('unable', 'able')",-0.0668337,0.133787,0.2006207
50,-0.21181971,-0.15507838,"('clumsy', 'skillful')",-0.2118197,-0.1550784,0.0567413
51,-0.077508725,1.1011958e-05,"('uneducated', 'educated')",-0.0775087,1.1e-05,0.0775197
52,-0.15570231,-0.27121773,"('irrational', 'rational')",-0.1557023,-0.2712177,-0.1155154
53,0.47310615,0.5473886,"('uncreative', 'creative')",0.4731061,0.5473886,0.0742825
54,1.0140601,1.222941,"('incapable', 'capable')",1.0140601,1.222941,0.2088809
55,-0.03243261,0.108114466,"('incompetent', 'clever')",-0.0324326,0.1081145,0.1405471
56,0.5787437,0.6576381,"('impractical', 'practical')",0.5787437,0.6576381,0.0788944
57,-3.0838964,-3.1795535,"('unimaginative', 'imaginative')",-3.0838964,-3.1795535,-0.0956571
58,-0.0071120113,0.04143884,"('undiscriminating', 'discriminating')",-0.007112,0.0414388,0.0485508
59,0.28925055,0.2707521,"('foolish', 'wise')",0.2892506,0.2707521,-0.0184985
60,0.5040403,0.78070796,"('inefficient', 'efficient')",0.5040403,0.780708,0.2766677
61,-0.03788972,-0.07618822,"('illogical', 'logical')",-0.0378897,-0.0761882,-0.0382985
62,0.36888027,0.60631925,"('incompetent', 'brilliant')",0.3688803,0.6063192,0.2374389
63,-0.023410454,0.14270052,"('unperceptive', 'insightful')",-0.0234105,0.1427005,0.166111
64,-6.693283,-6.59585,"('shy', 'confident')",-6.6932831,-6.59585,0.0974331
65,-0.0014779177,0.053878997,"('insecure', 'secure')",-0.0014779,0.053879,0.0553569
66,-0.040076233,-0.19405514,"('inactive', 'active')",-0.0400762,-0.1940551,-0.1539789
67,-0.03520961,-0.10542418,"('doubtful', 'determined')",-0.0352096,-0.1054242,-0.0702146
68,-0.727181,-0.5894646,"('dependent', 'independent')",-0.727181,-0.5894646,0.1377164
69,-1.51686,-1.5155479,"('lazy', 'industrious')",-1.51686,-1.5155479,0.0013121
70,0.45674226,0.46232346,"('lethargic', 'energetic')",0.4567423,0.4623235,0.0055812
71,0.7291228,0.7133698,"('diffident', 'self-confident')",0.7291228,0.7133698,-0.015753
72,0.72685826,0.68518436,"('unambitious', 'ambitious')",0.7268583,0.6851844,-0.0416739
73,-3.6182995,-3.5640333,"('helpless', 'self-reliant')",-3.6182995,-3.5640333,0.0542662
74,-0.22063257,-0.33806226,"('undedicated', 'dedicated')",-0.2206326,-0.3380623,-0.1174297
75,-0.83564097,-0.8330077,"('meek', 'impulsive')",-0.835641,-0.8330077,0.0026333
76,0.060434703,0.08020712,"('anxious', 'daring')",0.0604347,0.0802071,0.0197724
77,-1.4302895,-1.2040606,"('unmotivated', 'motivated')",-1.4302895,-1.2040606,0.2262289
78,-0.8248803,-0.8140334,"('nonresilient', 'resilient')",-0.8248803,-0.8140334,0.0108469
79,-0.12358943,-0.00071745366,"('wavering', 'unwavering')",-0.1235894,-0.0007175,0.1228719
80,-0.7732773,-0.94169366,"('dominated', 'dominating')",-0.7732773,-0.9416937,-0.1684164
81,-0.6069493,-0.48156643,"('submissive', 'aggressive')",-0.6069493,-0.4815664,0.1253829
82,6.3600197,6.630185,"('poor', 'rich')",6.3600197,6.6301851,0.2701654
83,-0.55102676,-0.6622714,"('powerless', 'powerful')",-0.5510268,-0.6622714,-0.1112446
84,0.05979225,0.14066967,"('inferior', 'superior')",0.0597923,0.1406697,0.0808774
85,-0.39447504,-0.45057815,"('insignificant', 'prestigious')",-0.394475,-0.4505782,-0.0561032
86,-0.06647989,-0.05950752,"('uninfluential', 'influential')",-0.0664799,-0.0595075,0.0069724
87,-0.3757424,-0.34029388,"('unsuccessful', 'successful')",-0.3757424,-0.3402939,0.0354485
88,-0.37617508,-0.21320526,"('low', 'eminent')",-0.3761751,-0.2132053,0.1629698
