,evergy_male,evergy_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1678305,-1.3496479,"('unsociable', 'sociable')",-0.41220266,-0.51326,-0.7900165,-0.9314539,-0.1414374
1,-0.47871202,-0.27662534,"('unfriendly', 'friendly')",1.8638875,1.7741526,0.6925877,0.7487637,0.056176
2,-0.5873571,-0.52801406,"('unlikable', 'likable')",0.05022576,0.07050198,-0.2685657,-0.228756,0.0398097
3,-1.315723,-1.2717428,"('repellent', 'pleasant')",-0.0034191646,0.06883561,-0.6595711,-0.6014536,0.0581175
4,0.030274704,0.16262986,"('disliked', 'liked')",-6.599725,-6.598884,-3.284725,-3.218127,0.066598
5,0.880852,1.0904317,"('distant', 'outgoing')",0.0999951,0.0961211,0.4904235,0.5932764,0.1028529
6,0.42683336,0.7364358,"('distant', 'open')",0.46026325,0.43392402,0.4435483,0.5851799,0.1416316
7,-0.81529343,-0.8412864,"('insensitive', 'sensitive')",0.79823714,0.8536219,-0.0085281,0.0061677,0.0146958
8,-0.22434264,-0.046789218,"('unaffectionate', 'affectionate')",0.7881479,0.7016817,0.2819026,0.3274462,0.0455436
9,-0.36521876,-0.17273577,"('unaffectionate', 'caring')",1.2142372,1.2463111,0.4245092,0.5367876,0.1122784
10,-1.8405569,-1.9626225,"('unsympathetic', 'sympathetic')",-0.38867775,-0.42304662,-1.1146173,-1.1928346,-0.0782173
11,0.06292352,0.020195082,"('unhelpful', 'helpful')",1.9440508,2.0137212,1.0034871,1.0169581,0.013471
12,-0.5864109,-0.50000334,"('unsupportive', 'supportive')",-1.7553123,-1.6881547,-1.1708616,-1.094079,0.0767826
13,-0.9001848,-1.1603581,"('impolite', 'polite')",-0.40247792,-0.39764878,-0.6513314,-0.7790034,-0.127672
14,-1.3069065,-1.4718497,"('antisocial', 'social')",-0.51164263,-0.5156507,-0.9092746,-0.9937502,-0.0844756
15,0.54482144,0.5406735,"('boring', 'funny')",0.5601476,0.4962118,0.5524845,0.5184426,-0.0340419
16,-0.3338012,-0.20911992,"('unpopular', 'popular')",0.3839361,0.40109167,0.0250674,0.0959859,0.0709185
17,-0.5956616,-0.4876383,"('nasty', 'nice')",-0.4639003,-0.41961843,-0.5297809,-0.4536284,0.0761525
18,-0.31376034,-0.19616723,"('disagreeable', 'welcoming')",-0.42303827,-0.46985465,-0.3683993,-0.3330109,0.0353884
19,-0.1721594,0.04955548,"('inhospitable', 'hospitable')",-0.17726985,-0.18982896,-0.1747146,-0.0701367,0.1045779
20,-0.45497918,-0.49096707,"('rough', 'thoughtful')",1.2236439,1.1781061,0.3843324,0.3435695,-0.0407629
21,-1.0287714,-1.2791638,"('immoral', 'moral')",-0.6123719,-0.56001353,-0.8205717,-0.9195887,-0.099017
22,-0.7517879,-0.80099267,"('untrustworthy', 'trustworthy')",-1.198649,-1.1642516,-0.9752185,-0.9826221,-0.0074036
