,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,-0.17355302,-0.18679062,"('unsociable', 'sociable')",-0.173553,-0.1867906,-0.0132376
1,0.8608159,0.84846306,"('unfriendly', 'friendly')",0.8608159,0.8484631,-0.0123528
2,-0.2176328,-0.19130698,"('unlikable', 'likable')",-0.2176328,-0.191307,0.0263258
3,0.81382513,0.8496187,"('repellent', 'pleasant')",0.8138251,0.8496187,0.0357936
4,-7.3560057,-7.5589967,"('disliked', 'liked')",-7.3560057,-7.5589967,-0.202991
5,-0.75741947,-0.7611319,"('distant', 'outgoing')",-0.7574195,-0.7611319,-0.0037124
6,-0.08316865,-0.18168433,"('distant', 'open')",-0.0831686,-0.1816843,-0.0985157
7,0.80511874,0.84935343,"('insensitive', 'sensitive')",0.8051187,0.8493534,0.0442347
8,0.8423786,0.80538404,"('unaffectionate', 'affectionate')",0.8423786,0.805384,-0.0369946
9,0.93519926,0.98215353,"('unaffectionate', 'caring')",0.9351993,0.9821535,0.0469542
10,1.068647,1.0536848,"('unsympathetic', 'sympathetic')",1.068647,1.0536848,-0.0149622
11,1.1967361,1.2119316,"('unhelpful', 'helpful')",1.1967361,1.2119316,0.0151955
12,-2.0402012,-2.086637,"('unsupportive', 'supportive')",-2.0402012,-2.086637,-0.0464358
13,-0.40576375,-0.4145058,"('impolite', 'polite')",-0.4057637,-0.4145058,-0.0087421
14,0.2779279,0.21047796,"('antisocial', 'social')",0.2779279,0.210478,-0.0674499
15,-0.10880903,-0.18546131,"('boring', 'funny')",-0.108809,-0.1854613,-0.0766523
16,-0.5890774,-0.5885704,"('unpopular', 'popular')",-0.5890774,-0.5885704,0.000507
17,-0.4267863,-0.3829248,"('nasty', 'nice')",-0.4267863,-0.3829248,0.0438615
18,-0.1651018,-0.2369428,"('disagreeable', 'welcoming')",-0.1651018,-0.2369428,-0.071841
19,-0.9618739,-1.0378492,"('inhospitable', 'hospitable')",-0.9618739,-1.0378492,-0.0759753
20,1.1808956,1.152926,"('rough', 'thoughtful')",1.1808956,1.152926,-0.0279696
21,-0.44817644,-0.37535176,"('immoral', 'moral')",-0.4481764,-0.3753518,0.0728246
22,-0.4351969,-0.48505843,"('untrustworthy', 'trustworthy')",-0.4351969,-0.4850584,-0.0498615
23,6.0470467,6.1491804,"('insincere', 'sincere')",6.0470467,6.1491804,0.1021337
24,1.3967048,1.314685,"('dishonest', 'honest')",1.3967048,1.314685,-0.0820198
25,0.8135625,0.78206396,"('egoistic', 'altruistic')",0.8135625,0.782064,-0.0314985
26,0.875394,0.78607273,"('hardhearted', 'benevolent')",0.875394,0.7860727,-0.0893213
