,strudel_male,strudel_female,tuple,average_male,average_female,female-male
0,-0.91597176,-1.0572349,"('unsociable', 'sociable')",-0.9159718,-1.0572349,-0.1412631
1,-1.3012763,-1.3901613,"('unfriendly', 'friendly')",-1.3012763,-1.3901613,-0.088885
2,-0.20022164,-0.1620889,"('unlikable', 'likable')",-0.2002216,-0.1620889,0.0381327
3,-0.8173443,-0.7751246,"('repellent', 'pleasant')",-0.8173443,-0.7751246,0.0422197
4,-1.6039773,-1.6168897,"('disliked', 'liked')",-1.6039773,-1.6168897,-0.0129124
5,-0.98948264,-1.0082281,"('distant', 'outgoing')",-0.9894826,-1.0082281,-0.0187455
6,-1.1820675,-1.2038363,"('distant', 'open')",-1.1820675,-1.2038363,-0.0217688
7,-0.64509207,-0.64545316,"('insensitive', 'sensitive')",-0.6450921,-0.6454532,-0.0003611
8,-0.42227226,-0.49192578,"('unaffectionate', 'affectionate')",-0.4222723,-0.4919258,-0.0696535
9,-1.1289307,-1.1971463,"('unaffectionate', 'caring')",-1.1289307,-1.1971463,-0.0682156
10,-1.1666287,-1.1774665,"('unsympathetic', 'sympathetic')",-1.1666287,-1.1774665,-0.0108378
11,-0.33373055,-0.35636207,"('unhelpful', 'helpful')",-0.3337305,-0.3563621,-0.0226316
12,-1.8093272,-1.7753714,"('unsupportive', 'supportive')",-1.8093272,-1.7753714,0.0339558
13,-0.532329,-0.6495134,"('impolite', 'polite')",-0.532329,-0.6495134,-0.1171844
14,0.40802172,0.32009503,"('antisocial', 'social')",0.4080217,0.320095,-0.0879267
15,0.3865316,0.3548531,"('boring', 'funny')",0.3865316,0.3548531,-0.0316785
16,-0.10316506,-0.07068957,"('unpopular', 'popular')",-0.1031651,-0.0706896,0.0324755
17,-0.42104542,-0.36578417,"('nasty', 'nice')",-0.4210454,-0.3657842,0.0552612
18,-0.9039958,-0.97018296,"('disagreeable', 'welcoming')",-0.9039958,-0.970183,-0.0661872
19,-0.4090031,-0.32837814,"('inhospitable', 'hospitable')",-0.4090031,-0.3283781,0.080625
20,0.33271846,0.25991455,"('rough', 'thoughtful')",0.3327185,0.2599145,-0.072804
21,-0.07586706,-0.08235914,"('immoral', 'moral')",-0.0758671,-0.0823591,-0.006492
