,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.9288891,0.8430881,"('unsociable', 'sociable')",0.2337569,0.09640514,1.3028914,1.043524,-0.5773805,-0.7047876,0.4720393,0.3195574,-0.1524819
1,0.48594546,0.62195796,"('unfriendly', 'friendly')",-0.7118976,-0.61608964,-0.7231775,-0.760485,1.9505931,1.9615632,0.2503659,0.3017367,0.0513708
2,0.069983214,0.08110064,"('unlikable', 'likable')",0.07805425,0.07178655,2.1562676,2.1368172,0.6693323,0.76815224,0.7434093,0.7644641,0.0210548
3,-1.030817,-0.9648125,"('repellent', 'pleasant')",-1.8752084,-1.9049642,1.3326616,1.2594472,0.36211842,0.38678285,-0.3028113,-0.3058867,-0.0030754
4,-0.5022269,-0.50618595,"('disliked', 'liked')",0.019589342,0.04505863,-0.5318353,-0.4890292,-6.8147454,-6.8088784,-1.9573046,-1.9397588,0.0175458
5,0.8321012,0.9333086,"('distant', 'outgoing')",0.053108685,0.24431726,-2.5085938,-2.2141469,-0.4328036,-0.2745934,-0.5140468,-0.3277786,0.1862682
6,-0.03752916,0.112304755,"('distant', 'open')",-0.38125047,-0.1745288,-2.7488587,-2.4483976,0.12607059,0.29245403,-0.760392,-0.5545419,0.2058501
7,0.14524956,0.20065463,"('insensitive', 'sensitive')",-0.8809263,-0.91915,0.46460247,0.42394924,0.8691952,0.8968579,0.1495302,0.1505779,0.0010477
8,-0.20071438,-0.11560482,"('unaffectionate', 'affectionate')",-1.0256296,-0.91838515,-0.55576086,-0.449597,0.82158846,0.9103338,-0.2401291,-0.1433133,0.0968158
9,1.0598798,1.14899,"('unaffectionate', 'caring')",-1.0054383,-0.93861234,-0.53088313,-0.5068295,1.1976318,1.2931099,0.1802975,0.2491645,0.068867
10,0.4506459,0.45107117,"('unsympathetic', 'sympathetic')",-1.1864688,-1.333187,0.62131494,0.4670972,-0.30322152,-0.3067125,-0.1044324,-0.1804328,-0.0760004
11,0.9460076,0.988825,"('unhelpful', 'helpful')",-0.7365976,-0.82994294,0.6504601,0.5274302,2.0174477,2.0352473,0.7193295,0.6803899,-0.0389396
12,1.6991343,1.7807275,"('unsupportive', 'supportive')",-0.53526455,-0.47389278,1.0389941,1.1371748,-1.8018287,-1.7362359,0.1002588,0.1769434,0.0766846
13,0.9836167,0.89034444,"('impolite', 'polite')",-0.075893335,-0.18014039,0.9332056,0.7768824,-0.108855076,-0.1645459,0.4330185,0.3306352,-0.1023833
14,-0.2288936,-0.37643525,"('antisocial', 'social')",-0.6644398,-0.8038012,1.9922389,1.909019,-0.6110499,-0.68867636,0.1219639,0.0100265,-0.1119374
15,0.605755,0.50031966,"('boring', 'funny')",0.53129965,0.5287822,-1.2415507,-1.2536225,0.4342948,0.46046147,0.0824497,0.0589852,-0.0234645
16,-0.5989144,-0.5976452,"('unpopular', 'popular')",-0.123191714,-0.08071861,-0.43802518,-0.44467145,0.5642391,0.6285932,-0.148973,-0.1236105,0.0253625
17,-0.14737692,-0.1004655,"('nasty', 'nice')",-0.60251373,-0.5132455,-1.1859022,-1.0978076,-0.5357027,-0.4401458,-0.6178739,-0.5379161,0.0799578
18,-0.59236634,-0.56932896,"('disagreeable', 'welcoming')",-0.42975563,-0.38252205,-0.24319294,-0.13577299,-0.24422882,-0.19127737,-0.3773859,-0.3197253,0.0576606
19,0.25070193,0.28078887,"('inhospitable', 'hospitable')",-0.6533123,-0.58122987,-1.5761003,-1.4820665,0.121215045,0.26613995,-0.4643739,-0.3790919,0.085282
20,-0.5892092,-0.56772107,"('rough', 'thoughtful')",-0.87738925,-0.8265358,0.7395144,0.8109609,0.9120013,0.9179553,0.0462293,0.0836648,0.0374355
21,0.7738493,0.66136307,"('immoral', 'moral')",-0.6071017,-0.76951784,1.5974357,1.3231345,-0.6655426,-0.70521104,0.2746602,0.1274422,-0.147218
22,-0.5407739,-0.6117078,"('untrustworthy', 'trustworthy')",-0.84533226,-0.9596851,1.4466146,1.3087325,-0.8651836,-0.8660442,-0.2011688,-0.2821761,-0.0810073
23,1.0254548,1.0337328,"('insincere', 'sincere')",-0.7678495,-0.88828814,0.6013284,0.43293384,6.388236,6.2808743,1.8117924,1.7148132,-0.0969792
24,0.7692368,0.7680639,"('dishonest', 'honest')",-0.92654014,-0.98492146,0.23470314,0.17718028,1.1668713,1.1140187,0.3110678,0.2685854,-0.0424824
