,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.25007796,0.14031272,"('unsociable', 'sociable')",0.24697858,0.15985434,0.2485283,0.1500835,-0.0984448
1,0.19720739,-0.038622223,"('unfriendly', 'friendly')",1.1239368,0.9684977,0.6605721,0.4649377,-0.1956344
2,1.465142,1.4508667,"('unlikable', 'likable')",0.50032806,0.58582807,0.982735,1.0183474,0.0356124
3,-0.12956631,0.0057366076,"('repellent', 'pleasant')",1.0229992,1.046876,0.4467164,0.5263063,0.0795899
4,-0.27492702,-0.31215778,"('disliked', 'liked')",-7.307903,-7.175906,-3.791415,-3.7440319,0.0473831
5,-0.14471528,-0.2836971,"('distant', 'outgoing')",-1.1314895,-1.1287712,-0.6381024,-0.7062342,-0.0681318
6,-0.39489022,-0.5260834,"('distant', 'open')",-0.67705524,-0.75472575,-0.5359727,-0.6404046,-0.1044319
7,0.38721484,0.41833317,"('insensitive', 'sensitive')",1.0241301,1.0243268,0.7056725,0.72133,0.0156575
8,-0.087501414,-0.23403871,"('unaffectionate', 'affectionate')",0.23846935,0.13541842,0.075484,-0.0493101,-0.1247941
9,0.5432829,0.41767922,"('unaffectionate', 'caring')",1.121428,1.0712272,0.8323555,0.7444532,-0.0879023
10,-0.25496787,-0.26578262,"('unsympathetic', 'sympathetic')",0.37994397,0.36463013,0.062488,0.0494238,-0.0130642
11,-0.13383631,-0.1356421,"('unhelpful', 'helpful')",2.3895884,2.4545858,1.127876,1.1594719,0.0315959
12,0.97110856,0.97350335,"('unsupportive', 'supportive')",-2.2116752,-2.0993245,-0.6202833,-0.5629106,0.0573727
13,0.16465291,0.18544677,"('impolite', 'polite')",-0.17153561,-0.0926591,-0.0034413,0.0463938,0.0498351
14,1.3265449,1.3785199,"('antisocial', 'social')",0.5128741,0.5502161,0.9197095,0.964368,0.0446585
15,-0.12769897,-0.25404632,"('boring', 'funny')",-0.0715023,-0.0749149,-0.0996006,-0.1644806,-0.06488
16,-1.1980376,-1.1560016,"('unpopular', 'popular')",-0.029751725,-0.005896125,-0.6138947,-0.5809488,0.0329459
17,-0.119074285,-0.053884976,"('nasty', 'nice')",-0.34794366,-0.30481875,-0.233509,-0.1793519,0.0541571
