,dam_male,dam_female,tuple,average_male,average_female,female-male
0,1.2324971,0.9091935,"('unsociable', 'sociable')",1.2324971,0.9091935,-0.3233036
1,1.037799,0.92068624,"('unfriendly', 'friendly')",1.037799,0.9206862,-0.1171128
2,0.5758951,0.5068095,"('unlikable', 'likable')",0.5758951,0.5068095,-0.0690856
3,0.3219661,0.48766127,"('repellent', 'pleasant')",0.3219661,0.4876613,0.1656952
4,-6.007574,-6.627661,"('disliked', 'liked')",-6.0075741,-6.6276612,-0.6200871
5,-1.1510129,-1.1407582,"('distant', 'outgoing')",-1.1510129,-1.1407582,0.0102547
6,-0.8652582,-0.8154477,"('distant', 'open')",-0.8652582,-0.8154477,0.0498105
7,1.0859067,1.0853279,"('insensitive', 'sensitive')",1.0859067,1.0853279,-0.0005788
8,0.7011825,0.7480861,"('unaffectionate', 'affectionate')",0.7011825,0.7480861,0.0469036
9,1.5993642,1.6797197,"('unaffectionate', 'caring')",1.5993642,1.6797197,0.0803555
10,0.750876,0.8549784,"('unsympathetic', 'sympathetic')",0.750876,0.8549784,0.1041024
11,2.5309646,2.3366876,"('unhelpful', 'helpful')",2.5309646,2.3366876,-0.194277
12,-0.9544356,-1.1215496,"('unsupportive', 'supportive')",-0.9544356,-1.1215496,-0.167114
13,0.29202694,0.16155437,"('impolite', 'polite')",0.2920269,0.1615544,-0.1304725
14,1.0656852,0.8689157,"('antisocial', 'social')",1.0656852,0.8689157,-0.1967695
15,0.8532284,0.5866964,"('boring', 'funny')",0.8532284,0.5866964,-0.266532
16,-0.24335732,-0.53825164,"('unpopular', 'popular')",-0.2433573,-0.5382516,-0.2948943
17,-0.70609516,-0.6701556,"('nasty', 'nice')",-0.7060952,-0.6701556,0.0359396
18,-1.0371051,-0.9329022,"('disagreeable', 'welcoming')",-1.0371051,-0.9329022,0.1042029
19,-0.9760474,-0.9320399,"('inhospitable', 'hospitable')",-0.9760474,-0.9320399,0.0440075
20,-0.24419188,-0.091170855,"('rough', 'thoughtful')",-0.2441919,-0.0911709,0.153021
21,0.26566002,0.281068,"('immoral', 'moral')",0.26566,0.281068,0.015408
22,-0.27690598,-0.31805855,"('untrustworthy', 'trustworthy')",-0.276906,-0.3180586,-0.0411526
23,5.745774,5.9497886,"('insincere', 'sincere')",5.7457738,5.9497886,0.2040148
24,0.9933727,1.1448672,"('dishonest', 'honest')",0.9933727,1.1448672,0.1514945
25,0.6118726,0.45256776,"('egoistic', 'altruistic')",0.6118726,0.4525678,-0.1593048
26,1.3064823,1.0672448,"('hardhearted', 'benevolent')",1.3064823,1.0672448,-0.2392375
27,0.4073668,0.502833,"('hardhearted', 'softhearted')",0.4073668,0.502833,0.0954662
28,0.9555589,0.9013742,"('disloyal', 'loyal')",0.9555589,0.9013742,-0.0541847
29,-0.89781064,-0.924522,"('unfair', 'fair')",-0.8978106,-0.924522,-0.0267114
30,1.6304507,1.3935912,"('intolerant', 'tolerant')",1.6304507,1.3935912,-0.2368595
31,-2.1645207,-2.2033877,"('evil', 'good')",-2.1645207,-2.2033877,-0.038867
32,1.1751132,0.9923599,"('unkind', 'kind')",1.1751132,0.9923599,-0.1827533
33,-0.17239928,-0.26175275,"('wrong', 'right')",-0.1723993,-0.2617528,-0.0893535
34,4.0426354,4.2651143,"('mean', 'honorable')",4.0426354,4.2651143,0.2224789
35,-1.6077381,-1.606256,"('corrupt', 'incorrupt')",-1.6077381,-1.606256,0.0014821
36,-1.1941425,-1.2961484,"('hostile', 'amicable')",-1.1941425,-1.2961484,-0.1020059
37,0.12490252,0.17471828,"('fake', 'genuine')",0.1249025,0.1747183,0.0498158
38,0.77001446,0.6038202,"('untruthful', 'truthful')",0.7700145,0.6038202,-0.1661943
39,0.3847403,0.6222533,"('exploitative', 'cooperative')",0.3847403,0.6222533,0.237513
40,-1.9962997,-2.0795882,"('stingy', 'generous')",-1.9962997,-2.0795882,-0.0832885
41,1.0890085,0.9438867,"('unforgiving', 'forgiving')",1.0890085,0.9438867,-0.1451218
42,-2.2643926,-2.4417288,"('unreliable', 'reliable')",-2.2643926,-2.4417288,-0.1773362
43,1.2671078,1.2409849,"('irresponsible', 'responsible')",1.2671078,1.2409849,-0.0261229
44,-1.5814713,-1.4414842,"('prejudiced', 'unprejudiced')",-1.5814713,-1.4414842,0.1399871
45,0.25822586,0.071394205,"('incompetent', 'competent')",0.2582259,0.0713942,-0.1868317
46,-0.25844088,-0.35137206,"('uncompetitive', 'competitive')",-0.2584409,-0.3513721,-0.0929312
47,4.6099935,4.9271564,"('stupid', 'smart')",4.6099935,4.9271564,0.3171629
48,0.669636,0.66678375,"('unintelligent', 'intelligent')",0.669636,0.6667838,-0.0028522
49,-0.33660895,-0.23666275,"('unable', 'able')",-0.3366089,-0.2366627,0.0999462
50,-1.3171673,-1.3580177,"('clumsy', 'skillful')",-1.3171673,-1.3580177,-0.0408504
51,0.695702,0.552537,"('uneducated', 'educated')",0.695702,0.552537,-0.143165
