,novell_male,novell_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.1995616,-0.27215305,"('unsociable', 'sociable')",-0.39354318,-0.50186926,-0.2965524,-0.3870112,-0.0904588
1,-0.7542565,-1.025029,"('unfriendly', 'friendly')",1.7645772,1.5126357,0.5051603,0.2438034,-0.2613569
2,0.59489894,0.65554637,"('unlikable', 'likable')",0.49533147,0.5536478,0.5451152,0.6045971,0.0594819
3,-0.07383847,0.046917103,"('repellent', 'pleasant')",0.13029894,0.23390576,0.0282302,0.1404114,0.1121812
4,-0.6574748,-0.73718345,"('disliked', 'liked')",-6.21571,-6.3261905,-3.4365926,-3.531687,-0.0950944
5,-0.40871954,-0.5536669,"('distant', 'outgoing')",-0.060863905,-0.20047572,-0.2347917,-0.3770713,-0.1422796
6,-0.5838283,-0.72083557,"('distant', 'open')",0.4427451,0.25709626,-0.0705416,-0.2318697,-0.1613281
7,-0.16770515,-0.08703028,"('insensitive', 'sensitive')",0.5140541,0.5588295,0.1731745,0.2358996,0.0627251
8,-0.3782654,-0.569348,"('unaffectionate', 'affectionate')",1.0314587,0.83041805,0.3265967,0.130535,-0.1960617
9,-0.4649157,-0.60651445,"('unaffectionate', 'caring')",1.1859162,1.0490822,0.3605002,0.2212839,-0.1392163
10,-0.430232,-0.34587124,"('unsympathetic', 'sympathetic')",-0.45958343,-0.43906042,-0.4449077,-0.3924658,0.0524419
11,-0.051709842,0.010199335,"('unhelpful', 'helpful')",1.3396101,1.3698895,0.6439501,0.6900444,0.0460943
12,-0.18365486,-0.1178202,"('unsupportive', 'supportive')",-1.8646888,-1.8809578,-1.0241718,-0.9993891,0.0247827
13,-0.19215202,-0.10008088,"('impolite', 'polite')",-0.55861783,-0.45936212,-0.3753849,-0.2797215,0.0956634
14,0.9441363,1.0052888,"('antisocial', 'social')",-0.3481931,-0.33071563,0.2979716,0.3372866,0.039315
15,-0.34007213,-0.42737672,"('boring', 'funny')",0.6108355,0.5425603,0.1353817,0.0575918,-0.0777899
16,-0.4831701,-0.46093088,"('unpopular', 'popular')",0.52016014,0.5654118,0.018495,0.0522405,0.0337455
17,-0.43293074,-0.42707843,"('nasty', 'nice')",-0.38667977,-0.37078977,-0.4098052,-0.3989341,0.0108711
18,0.13762784,0.0983412,"('disagreeable', 'welcoming')",-0.28887275,-0.35353,-0.0756225,-0.1275944,-0.0519719
19,-0.8996172,-0.9119463,"('inhospitable', 'hospitable')",-0.025818555,-0.040863916,-0.4627179,-0.4764051,-0.0136872
20,0.37432677,0.42210755,"('rough', 'thoughtful')",1.2488112,1.2291702,0.811569,0.8256389,0.0140699
21,-0.114402354,0.016617157,"('immoral', 'moral')",-0.7746306,-0.6406023,-0.4445165,-0.3119926,0.1325239
22,-0.0722919,0.0072939005,"('untrustworthy', 'trustworthy')",-1.2162051,-1.2449814,-0.6442485,-0.6188437,0.0254048
23,-0.16239701,-0.18671447,"('insincere', 'sincere')",5.3359647,5.2991,2.5867839,2.5561926,-0.0305913
24,0.0009877626,0.03274307,"('dishonest', 'honest')",0.7647286,0.74670553,0.3828582,0.3897243,0.0068661
25,0.19836974,0.13529688,"('egoistic', 'altruistic')",1.5622935,1.4952319,0.8803316,0.8152643,-0.0650673
26,0.029947685,-0.17246462,"('hardhearted', 'benevolent')",1.7751032,1.6560466,0.9025254,0.741791,-0.1607344
27,-0.4571735,-0.4423514,"('hardhearted', 'softhearted')",1.5464835,1.4303279,0.544655,0.4939882,-0.0506668
28,-0.4114101,-0.58934385,"('disloyal', 'loyal')",0.7870096,0.64872354,0.1877998,0.0296898,-0.15811
29,-0.062341876,-0.13180903,"('unfair', 'fair')",-0.42298064,-0.58945245,-0.2426613,-0.3606308,-0.1179695
30,0.3396568,0.3418281,"('intolerant', 'tolerant')",1.383417,1.376457,0.8615369,0.8591425,-0.0023944
31,-1.0501537,-1.186466,"('evil', 'good')",-0.5866077,-0.8097615,-0.8183807,-0.9981138,-0.1797331
32,-0.19103163,-0.22212785,"('unkind', 'kind')",0.59945583,0.500198,0.2042121,0.1390351,-0.065177
33,0.27696973,0.20688629,"('wrong', 'right')",-0.2614148,-0.31264612,0.0077775,-0.0528799,-0.0606574
34,0.1598756,0.280988,"('mean', 'honorable')",5.629637,5.7952476,2.8947561,3.0381179,0.1433618
35,-0.37408662,-0.5248294,"('corrupt', 'incorrupt')",0.18006206,0.025510319,-0.0970123,-0.2496595,-0.1526472
36,-1.0056853,-1.2298348,"('hostile', 'amicable')",0.35224244,0.08878106,-0.3267214,-0.5705268,-0.2438054
37,0.30294043,0.36313704,"('fake', 'genuine')",0.41528335,0.44985723,0.3591119,0.4064971,0.0473852
38,-0.44561285,-0.41224197,"('untruthful', 'truthful')",-0.25498435,-0.20405032,-0.3502986,-0.3081461,0.0421525
39,0.9501177,0.91817534,"('exploitative', 'cooperative')",0.20801502,0.20986491,0.5790664,0.5640202,-0.0150462
40,0.78961474,0.7130267,"('stingy', 'generous')",-1.1843421,-1.2995143,-0.1973637,-0.2932438,-0.0958801
41,0.16173773,0.15606087,"('unforgiving', 'forgiving')",0.12103732,-0.00447982,0.1413875,0.0757905,-0.065597
42,-0.106295556,0.094418146,"('unreliable', 'reliable')",-3.164795,-3.0478685,-1.6355453,-1.4767252,0.1588201
43,-0.17723715,-0.08463393,"('irresponsible', 'responsible')",0.3677795,0.38305637,0.0952712,0.1492112,0.05394
44,-0.56226104,-0.491775,"('prejudiced', 'unprejudiced')",-1.6417186,-1.5746086,-1.1019899,-1.0331918,0.0687981
45,-0.27701467,-0.22023603,"('incompetent', 'competent')",-0.2712498,-0.27555233,-0.2741323,-0.2478942,0.0262381
46,-0.14005913,-0.025591481,"('uncompetitive', 'competitive')",-0.87510526,-0.8428616,-0.5075822,-0.4342265,0.0733557
47,0.2787292,0.37301412,"('stupid', 'smart')",5.092684,5.13258,2.6857066,2.7527969,0.0670903
48,0.42671686,0.40685982,"('unintelligent', 'intelligent')",0.8823292,0.9079882,0.654523,0.657424,0.002901
49,-0.25078878,-0.1625959,"('unable', 'able')",-0.15924057,-0.06610546,-0.2050147,-0.1143507,0.090664
50,-0.3889972,-0.41474226,"('clumsy', 'skillful')",-0.07046893,-0.08909693,-0.2297331,-0.2519196,-0.0221865
51,-0.0033744276,-0.03287433,"('uneducated', 'educated')",0.48629722,0.4838985,0.2414614,0.2255121,-0.0159493
52,-0.04827442,-0.3350484,"('irrational', 'rational')",0.32798368,0.118892685,0.1398546,-0.1080779,-0.2479325
53,-0.3717615,-0.40302914,"('uncreative', 'creative')",0.77452546,0.7011685,0.201382,0.1490697,-0.0523123
54,-0.48813778,-0.55372286,"('incapable', 'capable')",0.9662703,0.9626146,0.2390663,0.2044459,-0.0346204
55,0.5769392,0.73083013,"('incompetent', 'clever')",0.06844535,0.11181908,0.3226923,0.4213246,0.0986323
56,0.593514,0.65046537,"('impractical', 'practical')",-0.17147827,-0.13729529,0.2110179,0.256585,0.0455671
57,-0.33108178,-0.38868263,"('unimaginative', 'imaginative')",-2.3601534,-2.47552,-1.3456177,-1.4321012,-0.0864835
58,-0.057293326,-0.059058066,"('undiscriminating', 'discriminating')",0.28300285,0.19686607,0.1128548,0.068904,-0.0439508
59,-0.046240162,-0.11012922,"('foolish', 'wise')",0.44477323,0.3769009,0.1992665,0.1333858,-0.0658807
60,0.6134166,0.80958825,"('inefficient', 'efficient')",-0.21061125,0.02204168,0.2014027,0.415815,0.2144123
61,0.22372395,0.07594452,"('illogical', 'logical')",0.41962716,0.29658,0.3216755,0.1862622,-0.1354133
62,0.7460139,0.9193293,"('incompetent', 'brilliant')",0.14068957,0.33582398,0.4433517,0.6275766,0.1842249
63,0.13244021,0.24583149,"('unperceptive', 'insightful')",0.64304584,0.7463584,0.387743,0.4960949,0.1083519
64,-0.39126244,-0.36987597,"('shy', 'confident')",-6.67966,-6.6665516,-3.5354612,-3.5182137,0.0172475
65,0.015449854,0.047216296,"('insecure', 'secure')",-0.7586316,-0.67239666,-0.3715909,-0.3125902,0.0590007
66,-0.5119569,-0.61919117,"('inactive', 'active')",0.80034465,0.75122243,0.1441939,0.0660156,-0.0781783
67,0.77201957,0.8090739,"('doubtful', 'determined')",-0.11592978,-0.053075023,0.3280449,0.3779995,0.0499546
68,-0.024157643,-0.044077665,"('dependent', 'independent')",-0.5550534,-0.5362445,-0.2896055,-0.2901611,-0.0005556
69,0.26262012,0.1875729,"('lazy', 'industrious')",-0.23549137,-0.28771955,0.0135644,-0.0500733,-0.0636377
70,0.31676844,0.45342925,"('lethargic', 'energetic')",0.33434325,0.43627718,0.3255559,0.4448532,0.1192973
71,-0.01617853,-0.085554704,"('diffident', 'self-confident')",0.60880035,0.5328843,0.2963109,0.2236648,-0.0726461
72,-0.19320701,-0.14433049,"('unambitious', 'ambitious')",-0.58508116,-0.52659047,-0.3891441,-0.3354605,0.0536836
73,0.32433665,0.3162891,"('helpless', 'self-reliant')",-2.6810987,-2.6547446,-1.178381,-1.1692277,0.0091533
74,0.019221447,-0.017627202,"('undedicated', 'dedicated')",0.052684486,0.00987683,0.035953,-0.0038752,-0.0398282
75,0.14307375,0.16608736,"('meek', 'impulsive')",-0.24130455,-0.21534099,-0.0491154,-0.0246268,0.0244886
76,0.5474277,0.7759299,"('anxious', 'daring')",0.07297391,0.28949896,0.3102008,0.5327144,0.2225136
77,-0.3801056,-0.36656344,"('unmotivated', 'motivated')",-1.0741692,-0.9599389,-0.7271374,-0.6632512,0.0638862
78,-0.45768034,-0.43245396,"('nonresilient', 'resilient')",0.17090563,0.23765533,-0.1433873,-0.0973993,0.045988
79,-0.7426242,-0.8679121,"('wavering', 'unwavering')",0.075914465,0.032462426,-0.3333549,-0.4177248,-0.0843699
80,-0.08657004,0.015395448,"('dominated', 'dominating')",-1.4046009,-1.2496481,-0.7455854,-0.6171263,0.1284591
81,0.65713406,0.73078007,"('submissive', 'aggressive')",-0.96018916,-0.7940003,-0.1515276,-0.0316101,0.1199175
82,-0.08714758,0.032003805,"('poor', 'rich')",5.6651063,5.7736287,2.7889793,2.9028163,0.113837
83,0.48947334,0.47678825,"('powerless', 'powerful')",-0.7367909,-0.8318459,-0.1236588,-0.1775288,-0.05387
84,0.58758694,0.45091644,"('inferior', 'superior')",1.078266,1.0169722,0.8329265,0.7339443,-0.0989822
85,0.30727682,0.17303054,"('insignificant', 'prestigious')",0.92501855,0.80948454,0.6161477,0.4912575,-0.1248902
86,-0.23386274,-0.39040363,"('uninfluential', 'influential')",0.0023065656,-0.13585906,-0.1157781,-0.2631314,-0.1473533
87,0.22579885,0.1520026,"('unsuccessful', 'successful')",0.88508064,0.9710526,0.5554397,0.5615276,0.0060879
88,-0.34385452,-0.37018186,"('low', 'eminent')",0.08879736,0.076238684,-0.1275286,-0.1469716,-0.019443
