,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.08251018,-0.006749613,"('unsociable', 'sociable')",0.0825102,-0.0067496,-0.0892598
1,0.8160604,0.71172714,"('unfriendly', 'friendly')",0.8160604,0.7117271,-0.1043333
2,0.17800555,0.46298698,"('unlikable', 'likable')",0.1780055,0.462987,0.2849815
3,0.9849434,1.0942522,"('repellent', 'pleasant')",0.9849434,1.0942522,0.1093088
4,-6.8706503,-7.0842214,"('disliked', 'liked')",-6.8706503,-7.0842214,-0.2135711
5,-0.6629029,-0.56126964,"('distant', 'outgoing')",-0.6629029,-0.5612696,0.1016333
6,-0.22955075,-0.22022003,"('distant', 'open')",-0.2295507,-0.22022,0.0093307
7,0.9640089,0.8630309,"('insensitive', 'sensitive')",0.9640089,0.8630309,-0.100978
8,0.6779124,0.5884153,"('unaffectionate', 'affectionate')",0.6779124,0.5884153,-0.0894971
9,1.1428245,1.1896136,"('unaffectionate', 'caring')",1.1428245,1.1896136,0.0467891
10,1.3095324,1.3411036,"('unsympathetic', 'sympathetic')",1.3095324,1.3411036,0.0315712
11,1.6457291,1.6595105,"('unhelpful', 'helpful')",1.6457291,1.6595105,0.0137814
12,-1.5272337,-1.5788058,"('unsupportive', 'supportive')",-1.5272337,-1.5788058,-0.0515721
13,0.14172074,0.27388316,"('impolite', 'polite')",0.1417207,0.2738832,0.1321625
14,0.17522323,0.024334643,"('antisocial', 'social')",0.1752232,0.0243346,-0.1508886
15,0.096403256,-0.00031195953,"('boring', 'funny')",0.0964033,-0.000312,-0.0967153
16,-0.4412703,-0.4074614,"('unpopular', 'popular')",-0.4412703,-0.4074614,0.0338089
17,0.092904314,0.08611375,"('nasty', 'nice')",0.0929043,0.0861138,-0.0067905
18,-0.4700114,-0.46840125,"('disagreeable', 'welcoming')",-0.4700114,-0.4684013,0.0016101
19,-1.0261385,-0.94905853,"('inhospitable', 'hospitable')",-1.0261385,-0.9490585,0.07708
20,0.93546087,0.8124842,"('rough', 'thoughtful')",0.9354609,0.8124842,-0.1229767
21,0.0090812,0.21187039,"('immoral', 'moral')",0.0090812,0.2118704,0.2027892
22,0.06185508,-0.0073542446,"('untrustworthy', 'trustworthy')",0.0618551,-0.0073542,-0.0692093
23,5.4557467,5.6051526,"('insincere', 'sincere')",5.4557467,5.6051526,0.1494059
24,1.4289343,1.3893297,"('dishonest', 'honest')",1.4289343,1.3893297,-0.0396046
25,0.33991003,0.31218433,"('egoistic', 'altruistic')",0.33991,0.3121843,-0.0277257
26,0.68955016,0.33530948,"('hardhearted', 'benevolent')",0.6895502,0.3353095,-0.3542407
27,1.5905918,1.3931358,"('hardhearted', 'softhearted')",1.5905918,1.3931358,-0.197456
28,0.95861644,0.89090276,"('disloyal', 'loyal')",0.9586164,0.8909028,-0.0677136
29,-0.47584078,-0.61983,"('unfair', 'fair')",-0.4758408,-0.61983,-0.1439892
30,0.66248894,0.7309794,"('intolerant', 'tolerant')",0.6624889,0.7309794,0.0684905
31,-1.4952767,-1.6226873,"('evil', 'good')",-1.4952767,-1.6226873,-0.1274106
32,1.1837381,1.1122668,"('unkind', 'kind')",1.1837381,1.1122668,-0.0714713
33,-0.54291594,-0.5028599,"('wrong', 'right')",-0.5429159,-0.5028599,0.040056
