,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,0.52247417,0.30600616,"('unsociable', 'sociable')",0.5224742,0.3060062,-0.216468
1,0.83277744,0.8176478,"('unfriendly', 'friendly')",0.8327774,0.8176478,-0.0151296
2,-0.038035713,0.08823486,"('unlikable', 'likable')",-0.0380357,0.0882349,0.1262706
3,0.6533951,0.76702005,"('repellent', 'pleasant')",0.6533951,0.76702,0.1136249
4,-6.785638,-6.9305778,"('disliked', 'liked')",-6.7856379,-6.9305778,-0.1449399
5,-0.57805824,-0.53506905,"('distant', 'outgoing')",-0.5780582,-0.535069,0.0429892
6,-0.13740881,-0.20323065,"('distant', 'open')",-0.1374088,-0.2032306,-0.0658218
7,1.3201154,1.2973293,"('insensitive', 'sensitive')",1.3201154,1.2973293,-0.0227861
8,0.89215803,0.8782191,"('unaffectionate', 'affectionate')",0.892158,0.8782191,-0.0139389
9,1.1691684,1.2000915,"('unaffectionate', 'caring')",1.1691684,1.2000915,0.0309231
10,1.1595131,1.1481218,"('unsympathetic', 'sympathetic')",1.1595131,1.1481218,-0.0113913
11,1.606015,1.6144892,"('unhelpful', 'helpful')",1.606015,1.6144892,0.0084742
12,-1.3243598,-1.351524,"('unsupportive', 'supportive')",-1.3243598,-1.351524,-0.0271642
13,0.0043716654,0.09361626,"('impolite', 'polite')",0.0043717,0.0936163,0.0892446
14,0.41247374,0.36831287,"('antisocial', 'social')",0.4124737,0.3683129,-0.0441608
15,0.47199443,0.40323582,"('boring', 'funny')",0.4719944,0.4032358,-0.0687586
16,-0.83935815,-0.89450353,"('unpopular', 'popular')",-0.8393582,-0.8945035,-0.0551453
17,0.0328192,0.07192668,"('nasty', 'nice')",0.0328192,0.0719267,0.0391075
18,-0.5964991,-0.5139367,"('disagreeable', 'welcoming')",-0.5964991,-0.5139367,0.0825624
19,-0.8966171,-0.83650625,"('inhospitable', 'hospitable')",-0.8966171,-0.8365062,0.0601109
20,0.52562857,0.40414315,"('rough', 'thoughtful')",0.5256286,0.4041432,-0.1214854
21,0.02445858,0.19059554,"('immoral', 'moral')",0.0244586,0.1905955,0.1661369
22,0.026185803,-0.017346617,"('untrustworthy', 'trustworthy')",0.0261858,-0.0173466,-0.0435324
23,5.539406,5.6414576,"('insincere', 'sincere')",5.5394058,5.6414576,0.1020518
24,1.2178032,1.2059302,"('dishonest', 'honest')",1.2178032,1.2059302,-0.011873
25,0.6252401,0.6781657,"('egoistic', 'altruistic')",0.6252401,0.6781657,0.0529256
26,1.279528,1.1011057,"('hardhearted', 'benevolent')",1.279528,1.1011057,-0.1784223
27,1.6305337,1.4550798,"('hardhearted', 'softhearted')",1.6305337,1.4550798,-0.1754539
28,1.3494797,1.1796768,"('disloyal', 'loyal')",1.3494797,1.1796768,-0.1698029
29,-0.3028527,-0.47957247,"('unfair', 'fair')",-0.3028527,-0.4795725,-0.1767198
30,0.8047545,0.8668764,"('intolerant', 'tolerant')",0.8047545,0.8668764,0.0621219
31,-1.3701807,-1.4249703,"('evil', 'good')",-1.3701807,-1.4249703,-0.0547896
32,1.1783544,1.0489945,"('unkind', 'kind')",1.1783544,1.0489945,-0.1293599
33,-0.22726442,-0.2596953,"('wrong', 'right')",-0.2272644,-0.2596953,-0.0324309
34,3.6089914,3.8208792,"('mean', 'honorable')",3.6089914,3.8208792,0.2118878
35,-1.081911,-1.342467,"('corrupt', 'incorrupt')",-1.081911,-1.342467,-0.260556
36,-0.8461751,-0.9408147,"('hostile', 'amicable')",-0.8461751,-0.9408147,-0.0946396
37,0.9731797,0.93073314,"('fake', 'genuine')",0.9731797,0.9307331,-0.0424466
38,-0.6334797,-0.5219909,"('untruthful', 'truthful')",-0.6334797,-0.5219909,0.1114888
39,0.3664797,0.39424437,"('exploitative', 'cooperative')",0.3664797,0.3942444,0.0277647
40,-1.0977665,-1.2327373,"('stingy', 'generous')",-1.0977665,-1.2327373,-0.1349708
41,0.67285424,0.54598886,"('unforgiving', 'forgiving')",0.6728542,0.5459889,-0.1268653
42,-1.7608829,-1.8475028,"('unreliable', 'reliable')",-1.7608829,-1.8475028,-0.0866199
43,0.89488333,0.95650077,"('irresponsible', 'responsible')",0.8948833,0.9565008,0.0616175
44,-1.0226585,-1.0216544,"('prejudiced', 'unprejudiced')",-1.0226585,-1.0216544,0.0010041
45,0.5534686,0.3086903,"('incompetent', 'competent')",0.5534686,0.3086903,-0.2447783
46,-0.27745992,-0.36386952,"('uncompetitive', 'competitive')",-0.2774599,-0.3638695,-0.0864096
47,4.3489466,4.4700537,"('stupid', 'smart')",4.3489466,4.4700537,0.1211071
48,0.22723816,0.21002942,"('unintelligent', 'intelligent')",0.2272382,0.2100294,-0.0172088
49,-0.42046586,-0.32798883,"('unable', 'able')",-0.4204659,-0.3279888,0.0924771
50,-0.44887117,-0.48914284,"('clumsy', 'skillful')",-0.4488712,-0.4891428,-0.0402716
51,0.518844,0.48083684,"('uneducated', 'educated')",0.518844,0.4808368,-0.0380072
52,-0.17065606,-0.3434688,"('irrational', 'rational')",-0.1706561,-0.3434688,-0.1728127
53,-0.27714092,-0.4127632,"('uncreative', 'creative')",-0.2771409,-0.4127632,-0.1356223
54,0.58124375,0.62675315,"('incapable', 'capable')",0.5812438,0.6267532,0.0455094
55,1.0236293,1.0040935,"('incompetent', 'clever')",1.0236293,1.0040935,-0.0195358
56,0.3740583,0.32219926,"('impractical', 'practical')",0.3740583,0.3221993,-0.051859
57,-1.4554672,-1.7356925,"('unimaginative', 'imaginative')",-1.4554672,-1.7356925,-0.2802253
58,0.44969198,0.40739936,"('undiscriminating', 'discriminating')",0.449692,0.4073994,-0.0422926
59,-0.03132513,-0.017381083,"('foolish', 'wise')",-0.0313251,-0.0173811,0.013944
60,0.21932684,0.40324736,"('inefficient', 'efficient')",0.2193268,0.4032474,0.1839206
61,0.24393927,0.02660951,"('illogical', 'logical')",0.2439393,0.0266095,-0.2173298
62,0.48198485,0.5923068,"('incompetent', 'brilliant')",0.4819849,0.5923068,0.1103219
63,0.11811235,0.12910777,"('unperceptive', 'insightful')",0.1181123,0.1291078,0.0109955
64,-5.690985,-5.6505823,"('shy', 'confident')",-5.6909852,-5.6505823,0.0404029
65,0.46436894,0.5385664,"('insecure', 'secure')",0.4643689,0.5385664,0.0741975
66,-0.042806678,-0.18310009,"('inactive', 'active')",-0.0428067,-0.1831001,-0.1402934
67,-0.74274576,-0.6565797,"('doubtful', 'determined')",-0.7427458,-0.6565797,0.0861661
68,-0.9896418,-0.966856,"('dependent', 'independent')",-0.9896418,-0.966856,0.0227858
69,-1.9198495,-1.9609363,"('lazy', 'industrious')",-1.9198495,-1.9609363,-0.0410868
70,1.6336765,1.5085454,"('lethargic', 'energetic')",1.6336765,1.5085454,-0.1251311
71,0.1554445,0.11998552,"('diffident', 'self-confident')",0.1554445,0.1199855,-0.035459
72,0.814809,1.0463371,"('unambitious', 'ambitious')",0.814809,1.0463371,0.2315281
