,tyson_male,tyson_female,tuple,foods_male,foods_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38039368,-0.52660936,"('unsociable', 'sociable')",0.20135295,0.051471338,-0.49308985,-0.697768,-0.2240435,-0.3909686,-0.1669251
1,1.3633473,1.2520075,"('unfriendly', 'friendly')",0.34870705,0.27903393,1.7026366,1.6158849,1.1382303,1.0489755,-0.0892548
2,0.42919236,0.41295555,"('unlikable', 'likable')",0.40743047,0.33896682,0.34217802,0.42907554,0.3929336,0.3936659,0.0007323
3,-1.9940436,-1.859735,"('repellent', 'pleasant')",-1.7882926,-1.6805762,-0.3380671,-0.21972373,-1.3734678,-1.253345,0.1201228
4,-0.26960245,-0.31716222,"('disliked', 'liked')",0.15043463,0.16902211,-5.82613,-5.8440475,-1.9817659,-1.9973958,-0.0156299
5,0.6889824,0.5877645,"('distant', 'outgoing')",0.04505472,0.07744097,-0.13367558,-0.09729811,0.2001205,0.1893025,-0.010818
6,0.56071997,0.5002753,"('distant', 'open')",0.15709499,0.1671586,0.49629214,0.49466807,0.4047023,0.3873673,-0.017335
7,-0.14292713,-0.10094712,"('insensitive', 'sensitive')",-0.54861087,-0.4590801,0.58038855,0.6020604,-0.0370498,0.014011,0.0510608
8,1.2486688,1.1701922,"('unaffectionate', 'affectionate')",0.42096362,0.37267154,0.6208505,0.60596305,0.7634943,0.7162756,-0.0472187
9,1.5124027,1.4377624,"('unaffectionate', 'caring')",0.46793222,0.40083268,0.93955505,0.9396377,0.9732966,0.9260776,-0.047219
10,0.009392343,0.047093257,"('unsympathetic', 'sympathetic')",-0.57145214,-0.60990894,-0.23349896,-0.3175999,-0.2651863,-0.2934719,-0.0282856
11,-1.3939475,-1.3699187,"('unhelpful', 'helpful')",-0.36986354,-0.34376642,1.5632809,1.6174709,-0.0668434,-0.0320714,0.034772
12,1.000465,1.0223284,"('unsupportive', 'supportive')",0.6042205,0.653194,-1.7229621,-1.7118722,-0.0394255,-0.0121166,0.0273089
13,-0.38034654,-0.42146844,"('impolite', 'polite')",0.34872937,0.28379768,-0.087897584,-0.18987003,-0.0398382,-0.1091803,-0.0693421
14,-0.69965464,-0.7024549,"('antisocial', 'social')",-0.40638325,-0.43042368,-0.94081247,-0.92952454,-0.6822834,-0.6874677,-0.0051843
15,0.39820457,0.30827585,"('boring', 'funny')",-0.048554722,-0.051062167,0.38969663,0.37579703,0.2464488,0.2110036,-0.0354452
16,-0.83424246,-0.7968167,"('unpopular', 'popular')",-0.13395837,-0.06109648,0.72225255,0.74266833,-0.0819828,-0.038415,0.0435678
17,-1.3427175,-1.3112094,"('nasty', 'nice')",-0.6070976,-0.4909857,-0.058811665,0.043927208,-0.6695423,-0.5860893,0.083453
18,0.23278701,0.21720369,"('disagreeable', 'welcoming')",-0.28546673,-0.30544773,-0.36081696,-0.38395607,-0.1378322,-0.1574,-0.0195678
19,0.8154086,0.7567253,"('inhospitable', 'hospitable')",-0.46839345,-0.44979385,0.22100957,0.27328297,0.1893416,0.1934048,0.0040632
20,-0.87297916,-0.7902204,"('rough', 'thoughtful')",-0.37468773,-0.29909992,1.1039106,1.1146061,-0.0479188,0.0084286,0.0563474
21,0.49755344,0.5206981,"('immoral', 'moral')",0.18512493,0.1481858,-0.86287767,-0.8788546,-0.0600664,-0.0699902,-0.0099238
22,-1.0671194,-1.0723298,"('untrustworthy', 'trustworthy')",-1.2869424,-1.3503436,-1.4295521,-1.401405,-1.2612046,-1.2746927,-0.0134881
23,-0.21584032,-0.16590992,"('insincere', 'sincere')",-0.65157783,-0.65780085,5.3567505,5.3644805,1.4964441,1.5135899,0.0171458
24,1.1543105,1.1577412,"('dishonest', 'honest')",-0.18234324,-0.2781985,0.7377342,0.7124714,0.5699005,0.5306714,-0.0392291
25,0.6497927,0.6741431,"('egoistic', 'altruistic')",1.1734601,1.1896598,1.2646381,1.263814,1.029297,1.042539,0.013242
26,0.9648945,0.8641663,"('hardhearted', 'benevolent')",0.44591808,0.4710176,1.3177471,1.2482125,0.9095199,0.8611321,-0.0483878
27,-0.53598845,-0.54436326,"('hardhearted', 'softhearted')",-0.13712035,-0.14822891,1.8027391,1.723221,0.3765434,0.3435429,-0.0330005
28,0.40556595,0.36984873,"('disloyal', 'loyal')",0.07030979,0.023930714,0.8323012,0.7650455,0.436059,0.386275,-0.049784
29,-0.6124708,-0.6535612,"('unfair', 'fair')",-0.60104936,-0.59913546,-0.5516164,-0.63122916,-0.5883788,-0.6279753,-0.0395965
30,0.6820433,0.66829646,"('intolerant', 'tolerant')",-0.11864047,-0.15692647,1.1916002,1.1198162,0.585001,0.5437287,-0.0412723
31,-0.30824095,-0.28955078,"('evil', 'good')",-0.48824507,-0.37682447,-0.6721685,-0.67982674,-0.4895515,-0.448734,0.0408175
32,0.7398967,0.69840837,"('unkind', 'kind')",0.49769348,0.41561747,0.780326,0.69735765,0.6726387,0.6037945,-0.0688442
33,1.1786991,1.091863,"('wrong', 'right')",0.6685003,0.5367733,-0.41414288,-0.42820632,0.4776855,0.4001433,-0.0775422
34,0.22129425,0.34361228,"('mean', 'honorable')",0.19378413,0.26813388,5.9864173,6.063865,2.133832,2.2252038,0.0913718
35,0.25730494,0.17751655,"('corrupt', 'incorrupt')",-0.7839783,-0.77674186,0.016158957,-0.060813084,-0.1701715,-0.2200128,-0.0498413
36,-0.41249812,-0.44928938,"('hostile', 'amicable')",-0.7008437,-0.6938461,0.0037683174,-0.0923017,-0.3698578,-0.4118124,-0.0419546
37,1.3364999,1.3495371,"('fake', 'genuine')",0.09211834,0.06650253,0.30804706,0.34093398,0.5788885,0.5856579,0.0067694
38,0.32994413,0.3342515,"('untruthful', 'truthful')",0.3299865,0.3098892,0.43291634,0.4715722,0.3642823,0.3719043,0.007622
39,0.5101335,0.5352125,"('exploitative', 'cooperative')",0.22546028,0.26053667,-0.19697337,-0.11628902,0.1795401,0.2264867,0.0469466
40,-0.59632194,-0.58578855,"('stingy', 'generous')",0.2467525,0.28229,-1.4888042,-1.5082586,-0.6127912,-0.603919,0.0088722
41,-0.15575114,-0.07829769,"('unforgiving', 'forgiving')",0.54133385,0.52487254,0.034572437,-0.066112556,0.1400517,0.1268208,-0.0132309
42,0.50056523,0.5477026,"('unreliable', 'reliable')",0.64187133,0.6013854,-2.7273524,-2.680528,-0.5283053,-0.51048,0.0178253
43,-0.2616829,-0.21141228,"('irresponsible', 'responsible')",-0.15703255,-0.14087522,0.37163284,0.37275475,-0.0156942,0.0068224,0.0225166
44,-1.8183227,-1.7283107,"('prejudiced', 'unprejudiced')",-0.81311244,-0.7817001,-1.6411763,-1.6000779,-1.4242039,-1.3700294,0.0541745
45,-1.120357,-1.0083339,"('incompetent', 'competent')",-0.15750608,-0.072879024,-0.35042292,-0.37157127,-0.542762,-0.4842614,0.0585006
46,-0.66017646,-0.5867348,"('uncompetitive', 'competitive')",0.29831326,0.32766145,-0.8031939,-0.8811911,-0.3883524,-0.3800881,0.0082643
47,-0.5177746,-0.4208914,"('stupid', 'smart')",0.38398665,0.43354493,5.147166,5.2086844,1.6711259,1.7404459,0.06932
48,0.5775745,0.559461,"('unintelligent', 'intelligent')",0.51046115,0.50219196,0.50762254,0.42767337,0.531886,0.4964421,-0.0354439
49,-0.17885555,-0.119478524,"('unable', 'able')",-0.16515875,-0.08105695,-0.28454515,-0.118420094,-0.2095198,-0.1063185,0.1032013
50,0.4182089,0.45893845,"('clumsy', 'skillful')",0.24690181,0.2324406,0.45133123,0.41417447,0.3721473,0.3685178,-0.0036295
51,-0.18926515,-0.33623454,"('uneducated', 'educated')",0.051096193,-0.06828365,0.64592737,0.5042101,0.1692528,0.0332306,-0.1360222
52,0.21751799,0.15156616,"('irrational', 'rational')",0.34358698,0.2158742,-0.13117108,-0.14411321,0.1433113,0.0744424,-0.0688689
