,centene_male,centene_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.6304166,-0.7093244,"('unsociable', 'sociable')",0.74308884,0.52284867,-0.55350274,-0.59469736,-0.1469435,-0.260391,-0.1134475
1,-1.8240479,-1.7527657,"('unfriendly', 'friendly')",-0.5390116,-0.63332546,1.7106352,1.7085438,-0.2174748,-0.2258492,-0.0083744
2,0.55551326,0.54614955,"('unlikable', 'likable')",1.334295,1.3599946,0.49879694,0.49927396,0.7962017,0.8018061,0.0056044
3,-0.089615226,0.01767366,"('repellent', 'pleasant')",0.507937,0.50665766,0.44811422,0.52028763,0.288812,0.3482063,0.0593943
4,-0.9355111,-0.9628311,"('disliked', 'liked')",-0.48848754,-0.49010715,-7.3285785,-7.4960136,-2.9175256,-2.9829839,-0.0654583
5,-1.7956991,-1.704721,"('distant', 'outgoing')",-1.1517537,-1.0502257,0.07065067,0.062437654,-0.9589341,-0.8975031,0.061431
6,-2.2950785,-2.1583493,"('distant', 'open')",-1.9557706,-1.8537481,0.6841614,0.735628,-1.1888959,-1.0921564,0.0967395
7,-0.11530024,-0.07332389,"('insensitive', 'sensitive')",-0.2463623,-0.26259774,0.48435423,0.6001679,0.0408972,0.0880821,0.0471849
8,-1.1328123,-1.1312131,"('unaffectionate', 'affectionate')",-0.7245927,-0.7252815,1.3457189,1.3098981,-0.170562,-0.1821988,-0.0116368
9,-1.2774081,-1.2846557,"('unaffectionate', 'caring')",-0.58583915,-0.64303434,1.3972,1.4079591,-0.1553491,-0.1732436,-0.0178945
10,-0.4434028,-0.4446223,"('unsympathetic', 'sympathetic')",-0.8088585,-0.91863835,-0.46723777,-0.37280113,-0.5731664,-0.5786873,-0.0055209
11,0.3080854,0.2719534,"('unhelpful', 'helpful')",0.14370465,0.073526844,0.6494876,0.7027978,0.3670926,0.349426,-0.0176666
12,-0.6988062,-0.57604903,"('unsupportive', 'supportive')",-0.32069564,-0.2601761,-2.1522732,-2.1196122,-1.0572584,-0.9852791,0.0719793
13,-0.2795404,-0.3351038,"('impolite', 'polite')",-0.316438,-0.3780922,-0.8433474,-0.85118717,-0.4797753,-0.5214611,-0.0416858
14,0.65629387,0.6514906,"('antisocial', 'social')",1.6067814,1.5256197,-0.23117608,-0.31100374,0.6772997,0.6220356,-0.0552641
15,0.1349613,-0.014721509,"('boring', 'funny')",-0.01931569,-0.021702792,0.51985,0.43177015,0.2118319,0.1317819,-0.08005
16,-0.7828737,-0.749563,"('unpopular', 'popular')",-0.36604518,-0.38437438,0.8330536,0.76193076,-0.1052884,-0.1240022,-0.0187138
17,-0.13042456,-0.110301405,"('nasty', 'nice')",-0.5259777,-0.48370057,-1.0128119,-1.0833625,-0.5564047,-0.5591215,-0.0027168
18,-0.8983306,-0.77610517,"('disagreeable', 'welcoming')",-0.0252975,-0.012391955,-0.0999202,-0.18905923,-0.3411828,-0.3258521,0.0153307
19,-1.8127028,-1.7787199,"('inhospitable', 'hospitable')",-1.5334879,-1.4923279,-0.18554732,-0.1445756,-1.177246,-1.1385411,0.0387049
20,0.32353196,0.35358214,"('rough', 'thoughtful')",0.8662813,0.82529765,0.09600487,0.068056636,0.428606,0.4156454,-0.0129606
21,0.534014,0.4871161,"('immoral', 'moral')",0.82397854,0.6692788,-0.72216356,-0.67845404,0.211943,0.1593136,-0.0526294
22,-0.069084324,-0.07168457,"('untrustworthy', 'trustworthy')",0.25197366,0.18767951,-1.136745,-1.2127304,-0.3179519,-0.3655785,-0.0476266
23,-0.19919914,-0.18346263,"('insincere', 'sincere')",-0.14733411,-0.28131,5.5732007,5.5791793,1.7422225,1.7048022,-0.0374203
24,-0.30972737,-0.3453898,"('dishonest', 'honest')",-0.40043256,-0.40383002,0.7625857,0.7145312,0.0174753,-0.0115629,-0.0290382
25,-0.6709482,-0.66207117,"('egoistic', 'altruistic')",0.6349266,0.6317969,1.0663782,0.95658904,0.3434522,0.3087716,-0.0346806
26,-0.010908805,0.0295077,"('hardhearted', 'benevolent')",1.1334391,1.1582481,1.1435711,1.0911437,0.7553671,0.7596332,0.0042661
27,-0.48506606,-0.38623494,"('hardhearted', 'softhearted')",-0.3323584,-0.28960744,1.5155468,1.4350322,0.2327075,0.2530633,0.0203558
28,0.17199445,0.07161307,"('disloyal', 'loyal')",0.29746655,0.110459656,0.76761776,0.71521986,0.4123596,0.2990975,-0.1132621
29,-0.8892677,-0.9164578,"('unfair', 'fair')",-0.279087,-0.3469218,-0.41513845,-0.4764691,-0.5278311,-0.5799495,-0.0521184
30,0.14810431,0.12214391,"('intolerant', 'tolerant')",1.1300312,1.0547913,0.49225143,0.40064427,0.590129,0.5258598,-0.0642692
31,-1.4012448,-1.2116511,"('evil', 'good')",-0.7079872,-0.6229288,-0.33843362,-0.35677347,-0.8158886,-0.7304511,0.0854375
32,0.19476184,0.1438982,"('unkind', 'kind')",0.39055943,0.20669338,1.2388393,1.1291275,0.6080535,0.4932397,-0.1148138
33,-0.20856404,-0.25500137,"('wrong', 'right')",0.022770183,-0.0009658914,0.03996174,-0.041752003,-0.0486107,-0.0992398,-0.0506291
34,-0.0620808,0.08113465,"('mean', 'honorable')",0.53630704,0.60632646,5.3329024,5.483552,1.9357096,2.0570043,0.1212947
35,-1.0172182,-1.0874916,"('corrupt', 'incorrupt')",-1.1402943,-1.1290474,0.31596473,0.17903711,-0.6138493,-0.6791673,-0.065318
36,-1.4753678,-1.4844104,"('hostile', 'amicable')",-1.1742657,-1.2718643,0.49756074,0.41828108,-0.7173576,-0.7793312,-0.0619736
37,0.545662,0.5650193,"('fake', 'genuine')",-0.1925369,-0.22970334,0.051509917,0.08469136,0.1348783,0.1400024,0.0051241
38,-0.6397811,-0.6370168,"('untruthful', 'truthful')",-0.6059803,-0.58727914,-0.047568157,-0.038503654,-0.4311099,-0.4209332,0.0101767
39,1.5364678,1.5952122,"('exploitative', 'cooperative')",1.1037368,1.1959572,-0.19087854,-0.19257918,0.8164419,0.8661967,0.0497548
40,-0.13449383,-0.082890436,"('stingy', 'generous')",0.3936632,0.36869383,-1.7604938,-1.8438021,-0.5004415,-0.5193329,-0.0188914
41,-0.3172442,-0.2708756,"('unforgiving', 'forgiving')",0.58727247,0.52843916,-0.04493467,-0.070006855,0.0750312,0.0625189,-0.0125123
42,0.5314232,0.51527596,"('unreliable', 'reliable')",0.26556706,0.22559191,-3.6548426,-3.6553736,-0.9526175,-0.9715019,-0.0188844
43,-0.18269995,-0.113862485,"('irresponsible', 'responsible')",0.3242234,0.29945713,-0.19119477,-0.1416633,-0.0165571,0.0146438,0.0312009
44,0.733091,0.70354885,"('prejudiced', 'unprejudiced')",-0.4392595,-0.3766299,-1.226459,-1.2573724,-0.3108759,-0.3101511,0.0007248
45,-1.184018,-1.0819511,"('incompetent', 'competent')",0.19996093,0.11543679,-1.149432,-1.1454568,-0.711163,-0.7039904,0.0071726
46,-0.2863602,-0.24146768,"('uncompetitive', 'competitive')",-0.08556017,-0.09303765,-1.7029147,-1.7097542,-0.6916117,-0.6814198,0.0101919
47,-0.025549984,0.070130184,"('stupid', 'smart')",0.51805097,0.5779486,5.8409986,5.988186,2.1111665,2.2120883,0.1009218
48,0.03354203,0.06901604,"('unintelligent', 'intelligent')",0.7026493,0.6893111,-0.113903254,-0.06277333,0.2074294,0.2318513,0.0244219
49,-0.28000683,-0.13878882,"('unable', 'able')",-0.31306437,-0.19399098,-0.10850913,-0.03739349,-0.2338601,-0.1233911,0.110469
50,-0.02084737,-0.004900135,"('clumsy', 'skillful')",-0.45790088,-0.5570504,0.18519378,0.17481264,-0.0978515,-0.129046,-0.0311945
51,-0.782477,-0.90301067,"('uneducated', 'educated')",-0.034656286,-0.18778059,0.09100947,0.06265977,-0.2420413,-0.3427105,-0.1006692
52,-1.000725,-1.107864,"('irrational', 'rational')",-0.7092648,-0.7325297,1.0455511,0.96320355,-0.2214796,-0.2923967,-0.0709171
53,-1.7538126,-1.7043207,"('uncreative', 'creative')",-0.927147,-1.0566517,0.4334851,0.3924185,-0.7491581,-0.789518,-0.0403599
54,-0.8391138,-0.89824206,"('incapable', 'capable')",-0.6119345,-0.632928,1.2743322,1.3486786,-0.0589054,-0.0608305,-0.0019251
55,-0.020958489,0.027348844,"('incompetent', 'clever')",1.0302168,0.9482688,-0.4624133,-0.45064956,0.1822817,0.1749893,-0.0072924
56,0.45069945,0.3584849,"('impractical', 'practical')",0.7979777,0.6591764,-0.4956886,-0.50435513,0.2509962,0.1711021,-0.0798941
57,-0.72951746,-0.7454228,"('unimaginative', 'imaginative')",-0.5513749,-0.617529,-3.3716915,-3.3169303,-1.5508614,-1.5599607,-0.0090993
58,-0.30173266,-0.26814353,"('undiscriminating', 'discriminating')",0.4589762,0.3717644,-0.31325746,-0.29633403,-0.0520046,-0.0642377,-0.0122331
59,-0.6336928,-0.61462104,"('foolish', 'wise')",-0.6502604,-0.5818674,0.65082765,0.7213759,-0.2110418,-0.1583708,0.052671
60,0.8073371,0.8498558,"('inefficient', 'efficient')",0.82052886,0.74773484,-0.8490302,-0.7847706,0.2596119,0.27094,0.0113281
61,-0.5819724,-0.6434644,"('illogical', 'logical')",0.17558819,0.020260114,0.13134578,0.060954265,-0.0916795,-0.1874167,-0.0957372
62,0.3186303,0.36641747,"('incompetent', 'brilliant')",1.0560957,1.0600239,-0.7529947,-0.66595435,0.2072438,0.2534957,0.0462519
63,-0.7249186,-0.6273134,"('unperceptive', 'insightful')",0.07875928,0.0829951,-0.13552068,-0.047179207,-0.26056,-0.1971658,0.0633942
64,-0.12492724,-0.1924009,"('shy', 'confident')",0.12797847,0.10078802,-7.317302,-7.352935,-2.4380836,-2.4815159,-0.0434323
65,0.5913127,0.48517558,"('insecure', 'secure')",0.2874511,0.1831183,-0.85385334,-0.8480027,0.0083035,-0.0599029,-0.0682064
66,-1.0411192,-1.0661535,"('inactive', 'active')",-1.5750529,-1.5236884,0.94100046,0.9536617,-0.5583905,-0.5453934,0.0129971
67,0.544011,0.4685708,"('doubtful', 'determined')",0.28937426,0.19537497,-0.105599746,-0.086381614,0.2425952,0.1925214,-0.0500738
68,-0.9274492,-0.96211493,"('dependent', 'independent')",-0.49106842,-0.5224597,-0.7748733,-0.7474428,-0.7311303,-0.7440058,-0.0128755
69,-0.38465586,-0.33987352,"('lazy', 'industrious')",0.52889216,0.60077375,-0.7114933,-0.7634313,-0.1890857,-0.1675104,0.0215753
70,0.2967302,0.31193504,"('lethargic', 'energetic')",-0.15185894,-0.16144066,0.31081966,0.3293234,0.151897,0.1599393,0.0080423
71,-0.76412606,-0.67513347,"('diffident', 'self-confident')",-0.23564732,-0.23060621,0.46364275,0.4669213,-0.1787102,-0.1462728,0.0324374
72,-0.34562847,-0.42424646,"('unambitious', 'ambitious')",-0.3514658,-0.3887793,-0.20201753,-0.14494604,-0.2997039,-0.3193239,-0.01962
73,1.0395637,0.9691272,"('helpless', 'self-reliant')",0.9485954,0.9107732,-3.5603871,-3.574357,-0.524076,-0.5648189,-0.0407429
74,-0.10437581,-0.06702566,"('undedicated', 'dedicated')",0.27379555,0.24281734,-0.29596466,-0.32121345,-0.0421816,-0.0484739,-0.0062923
75,0.028965488,-0.042781644,"('meek', 'impulsive')",-0.91500884,-0.8400328,-0.18483333,-0.156104,-0.3569589,-0.3463062,0.0106527
76,0.78867126,0.8458391,"('anxious', 'daring')",-0.2197802,-0.19273978,-0.31117734,-0.3258683,0.0859046,0.109077,0.0231724
77,-0.70763427,-0.67381966,"('unmotivated', 'motivated')",-0.54204184,-0.5644648,-1.8065195,-1.6702919,-1.0187319,-0.9695255,0.0492064
78,-1.0612442,-0.8901766,"('nonresilient', 'resilient')",-0.21467799,-0.22047752,-0.43218374,-0.4154356,-0.5693687,-0.5086966,0.0606721
79,-1.2804066,-1.2700403,"('wavering', 'unwavering')",-1.9174732,-1.9467853,0.052307617,0.0978311,-1.0485241,-1.0396648,0.0088593
80,0.77662724,0.6869008,"('dominated', 'dominating')",0.20948428,0.22033247,-1.1338841,-1.1035311,-0.0492575,-0.0654326,-0.0161751
81,0.77944463,0.634743,"('submissive', 'aggressive')",0.6505567,0.55826557,-0.70461696,-0.650846,0.2417948,0.1807208,-0.061074
82,-0.5844513,-0.57628703,"('poor', 'rich')",0.14196512,0.002460491,6.549572,6.6480994,2.0356952,2.0247577,-0.0109375
83,0.20647098,0.17841667,"('powerless', 'powerful')",-0.18396375,-0.1876806,-1.1858236,-1.2093039,-0.3877721,-0.4061893,-0.0184172
84,0.15858899,0.0076642856,"('inferior', 'superior')",0.62403923,0.53519076,0.18420249,0.2039712,0.3222769,0.2489421,-0.0733348
85,-0.9905309,-0.95586914,"('insignificant', 'prestigious')",-0.7041014,-0.67961425,0.9569186,0.8777782,-0.2459046,-0.2525684,-0.0066638
86,-1.2729084,-1.2827401,"('uninfluential', 'influential')",-0.35582852,-0.50212467,-0.32444394,-0.3323044,-0.6510603,-0.705723,-0.0546627
87,-0.18002771,-0.28720772,"('unsuccessful', 'successful')",0.8607256,0.84586096,0.45823205,0.49563998,0.3796433,0.3514311,-0.0282122
88,-0.15366884,-0.28395733,"('low', 'eminent')",-0.4284889,-0.57901514,-0.01314264,-0.046848167,-0.1984335,-0.3032736,-0.1048401
