,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.47982216,-0.572243,"('unsociable', 'sociable')",-0.075160995,-0.23190007,-0.29882246,-0.39648938,-0.2846019,-0.4002108,-0.1156089
1,-0.7495552,-0.89834535,"('unfriendly', 'friendly')",-0.530987,-0.6206812,1.7881962,1.614102,0.169218,0.0316918,-0.1375262
2,1.1604693,1.167843,"('unlikable', 'likable')",0.50402623,0.55543846,0.45113215,0.5694025,0.7052092,0.7642279,0.0590187
3,-0.15809117,-0.006419176,"('repellent', 'pleasant')",0.16550831,0.29938355,0.13782236,0.24796209,0.0484132,0.1803088,0.1318956
4,0.4608592,0.38421252,"('disliked', 'liked')",0.5023048,0.36835745,-6.0677333,-6.0864697,-1.7015231,-1.7779665,-0.0764434
5,-0.19216742,-0.3087825,"('distant', 'outgoing')",-0.2714741,-0.26443458,-0.033062138,-0.12838767,-0.1655679,-0.2338682,-0.0683003
6,-0.68834555,-0.77244145,"('distant', 'open')",-0.76137966,-0.76163256,0.43608034,0.30914497,-0.3378816,-0.4083097,-0.0704281
7,0.076859295,0.10436554,"('insensitive', 'sensitive')",0.14904231,0.25603935,0.7615364,0.78839236,0.329146,0.3829324,0.0537864
8,-0.4964272,-0.5466374,"('unaffectionate', 'affectionate')",-0.3594373,-0.34274483,0.6797611,0.559549,-0.0587011,-0.1099444,-0.0512433
9,-0.5271263,-0.5970813,"('unaffectionate', 'caring')",-0.21602619,-0.21672323,1.0680777,1.0123974,0.1083084,0.0661976,-0.0421108
10,-1.1559801,-1.0597918,"('unsympathetic', 'sympathetic')",-0.48858044,-0.40569103,-0.104756206,-0.050568737,-0.5831056,-0.5053505,0.0777551
11,-0.018648796,0.0695901,"('unhelpful', 'helpful')",1.0667505,1.1017148,2.1292765,2.1456697,1.0591261,1.1056582,0.0465321
12,0.22562106,0.27586782,"('unsupportive', 'supportive')",0.13989222,0.22200933,-1.8991079,-1.8770274,-0.5111982,-0.4597168,0.0514814
13,-0.048861537,-0.007075276,"('impolite', 'polite')",0.23580475,0.2682759,-0.09047397,-0.067303315,0.0321564,0.0646324,0.032476
14,0.5445268,0.56485975,"('antisocial', 'social')",1.6067885,1.5727766,-0.20036484,-0.16619654,0.6503168,0.6571465,0.0068297
15,0.48424187,0.3374475,"('boring', 'funny')",0.6439661,0.5044554,0.94047534,0.8639941,0.689561,0.5686323,-0.1209287
16,-0.3286711,-0.34630898,"('unpopular', 'popular')",-0.43517503,-0.45018992,0.7134405,0.6876282,-0.0168019,-0.0362902,-0.0194883
17,-0.24522322,-0.13978317,"('nasty', 'nice')",-0.18183868,-0.07313466,-0.024135485,-0.007491097,-0.1503991,-0.0734696,0.0769295
18,-0.82640517,-0.7804109,"('disagreeable', 'welcoming')",-0.45183417,-0.439996,-0.43145365,-0.4152641,-0.5698977,-0.5452237,0.024674
19,0.02293729,0.041762777,"('inhospitable', 'hospitable')",-0.86144006,-0.8382513,0.0974512,0.08744082,-0.2470172,-0.2363492,0.010668
20,-0.2795065,-0.18358645,"('rough', 'thoughtful')",-0.049080912,0.057547864,0.6984285,0.69195884,0.1232804,0.1886401,0.0653597
21,-0.26006192,-0.16104542,"('immoral', 'moral')",0.18841839,0.21602863,-0.9659757,-0.84268713,-0.3458731,-0.262568,0.0833051
22,-0.08784023,-0.011402573,"('untrustworthy', 'trustworthy')",-1.0983825,-1.0726408,-1.1554685,-1.1240177,-0.7805637,-0.7360204,0.0445433
23,-0.30744722,-0.25633207,"('insincere', 'sincere')",-0.32818037,-0.20471007,5.875793,5.7357054,1.7467217,1.7582211,0.0114994
24,-0.1251186,-0.16638568,"('dishonest', 'honest')",-0.38664174,-0.3489141,0.808483,0.80683446,0.0989076,0.0971782,-0.0017294
25,0.1887103,0.12550366,"('egoistic', 'altruistic')",0.4328871,0.410037,1.4135838,1.3745811,0.6783937,0.6367073,-0.0416864
26,-0.48759484,-0.5586188,"('hardhearted', 'benevolent')",1.668657,1.6299769,1.68205,1.6380361,0.9543707,0.9031314,-0.0512393
27,-0.7373223,-0.6904075,"('hardhearted', 'softhearted')",-0.33468288,-0.29661527,1.0899041,1.0158261,0.0059663,0.0096011,0.0036348
28,-0.48016572,-0.55571294,"('disloyal', 'loyal')",0.20560381,0.18934682,0.98009485,0.8565841,0.2351776,0.163406,-0.0717716
29,0.12314294,0.057510205,"('unfair', 'fair')",-1.3125986,-1.3569596,-0.86806196,-1.0513058,-0.6858392,-0.7835851,-0.0977459
30,0.5167005,0.537276,"('intolerant', 'tolerant')",1.6916817,1.614263,1.447283,1.4566613,1.2185551,1.2027335,-0.0158216
31,-0.57699275,-0.62260765,"('evil', 'good')",-1.2779286,-1.3427268,-0.82235366,-1.0003632,-0.892425,-0.9885659,-0.0961409
