,adviser_male,adviser_female,tuple,average_male,average_female,female-male
0,0.8303338,0.6632801,"('unsociable', 'sociable')",0.8303338,0.6632801,-0.1670537
1,0.8989054,0.87296945,"('unfriendly', 'friendly')",0.8989054,0.8729694,-0.025936
2,0.5918332,0.5869009,"('unlikable', 'likable')",0.5918332,0.5869009,-0.0049323
3,0.19991966,0.24340613,"('repellent', 'pleasant')",0.1999197,0.2434061,0.0434864
4,-7.149817,-7.2185373,"('disliked', 'liked')",-7.149817,-7.2185373,-0.0687203
5,-1.4348086,-1.4150627,"('distant', 'outgoing')",-1.4348086,-1.4150627,0.0197459
6,-1.072272,-0.9927725,"('distant', 'open')",-1.0722719,-0.9927725,0.0794994
7,1.7952399,1.771904,"('insensitive', 'sensitive')",1.7952399,1.771904,-0.0233359
8,0.6248554,0.5872899,"('unaffectionate', 'affectionate')",0.6248554,0.5872899,-0.0375655
9,1.8214123,1.8344268,"('unaffectionate', 'caring')",1.8214123,1.8344268,0.0130145
10,1.7708362,1.72506,"('unsympathetic', 'sympathetic')",1.7708362,1.72506,-0.0457762
11,3.6712875,3.6188972,"('unhelpful', 'helpful')",3.6712875,3.6188972,-0.0523903
12,-0.74290174,-0.7395918,"('unsupportive', 'supportive')",-0.7429017,-0.7395918,0.0033099
13,0.7243127,0.59362876,"('impolite', 'polite')",0.7243127,0.5936288,-0.1306839
14,0.76888883,0.62622976,"('antisocial', 'social')",0.7688888,0.6262298,-0.142659
15,0.5259841,0.4449835,"('boring', 'funny')",0.5259841,0.4449835,-0.0810006
16,-1.1019242,-1.083502,"('unpopular', 'popular')",-1.1019242,-1.0835021,0.0184221
17,0.083270766,0.11513961,"('nasty', 'nice')",0.0832708,0.1151396,0.0318688
18,-0.9602781,-0.95176536,"('disagreeable', 'welcoming')",-0.9602781,-0.9517654,0.0085127
19,-0.57447135,-0.5670164,"('inhospitable', 'hospitable')",-0.5744714,-0.5670164,0.007455
20,1.8077785,1.7562224,"('rough', 'thoughtful')",1.8077785,1.7562224,-0.0515561
21,1.0365964,0.98060524,"('immoral', 'moral')",1.0365964,0.9806052,-0.0559912
