,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
51,0.1630724,0.25280327,"('uneducated', 'educated')",0.1630724,0.2528033,0.0897309
52,-0.2792743,-0.40424117,"('irrational', 'rational')",-0.2792743,-0.4042412,-0.1249669
53,0.0070097186,0.028953068,"('uncreative', 'creative')",0.0070097,0.0289531,0.0219434
54,1.2787219,1.4495459,"('incapable', 'capable')",1.2787219,1.4495459,0.170824
55,0.3284301,0.5120515,"('incompetent', 'clever')",0.3284301,0.5120515,0.1836214
56,0.598674,0.71495014,"('impractical', 'practical')",0.598674,0.7149501,0.1162761
57,-2.7564197,-2.681934,"('unimaginative', 'imaginative')",-2.7564197,-2.6819341,0.0744856
58,0.04980896,0.013222666,"('undiscriminating', 'discriminating')",0.049809,0.0132227,-0.0365863
59,0.092712015,0.07577093,"('foolish', 'wise')",0.092712,0.0757709,-0.0169411
60,0.26930332,0.5744045,"('inefficient', 'efficient')",0.2693033,0.5744045,0.3051012
61,0.17752701,0.095039696,"('illogical', 'logical')",0.177527,0.0950397,-0.0824873
62,0.7290312,0.9716005,"('incompetent', 'brilliant')",0.7290312,0.9716005,0.2425693
63,0.18297338,0.4037042,"('unperceptive', 'insightful')",0.1829734,0.4037042,0.2207308
64,-6.41138,-6.268422,"('shy', 'confident')",-6.4113798,-6.2684221,0.1429577
65,-0.2549149,-0.1127917,"('insecure', 'secure')",-0.2549149,-0.1127917,0.1421232
66,-0.01911398,-0.12565385,"('inactive', 'active')",-0.019114,-0.1256538,-0.1065398
67,-0.30751225,-0.25461286,"('doubtful', 'determined')",-0.3075123,-0.2546129,0.0528994
68,-0.6364027,-0.5028519,"('dependent', 'independent')",-0.6364027,-0.5028519,0.1335508
69,-1.6949873,-1.6922778,"('lazy', 'industrious')",-1.6949873,-1.6922778,0.0027095
70,0.795452,0.95007014,"('lethargic', 'energetic')",0.795452,0.9500701,0.1546181
71,0.7270257,0.6355716,"('diffident', 'self-confident')",0.7270257,0.6355716,-0.0914541
72,1.0026594,1.107163,"('unambitious', 'ambitious')",1.0026594,1.107163,0.1045036
73,-3.1488779,-3.1711018,"('helpless', 'self-reliant')",-3.1488779,-3.1711018,-0.0222239
74,-0.10977045,-0.15902783,"('undedicated', 'dedicated')",-0.1097704,-0.1590278,-0.0492574
75,-0.86700964,-0.7712329,"('meek', 'impulsive')",-0.8670096,-0.7712329,0.0957767
76,0.2667074,0.32776684,"('anxious', 'daring')",0.2667074,0.3277668,0.0610594
77,-1.5574311,-1.2555461,"('unmotivated', 'motivated')",-1.5574311,-1.2555461,0.301885
78,-0.6186512,-0.6524557,"('nonresilient', 'resilient')",-0.6186512,-0.6524557,-0.0338045
79,-0.005161468,-0.030570054,"('wavering', 'unwavering')",-0.0051615,-0.0305701,-0.0254086
80,-0.7585793,-0.7475762,"('dominated', 'dominating')",-0.7585793,-0.7475762,0.0110031
81,-0.4307108,-0.19680625,"('submissive', 'aggressive')",-0.4307108,-0.1968063,0.2339045
82,6.8616815,7.086258,"('poor', 'rich')",6.8616815,7.0862579,0.2245764
83,-0.27715805,-0.26761422,"('powerless', 'powerful')",-0.2771581,-0.2676142,0.0095439
84,0.3346339,0.3919844,"('inferior', 'superior')",0.3346339,0.3919844,0.0573505
85,-0.81568927,-0.9586422,"('insignificant', 'prestigious')",-0.8156893,-0.9586422,-0.1429529
86,0.26618794,0.44843054,"('uninfluential', 'influential')",0.2661879,0.4484305,0.1822426
87,-0.283048,-0.11677161,"('unsuccessful', 'successful')",-0.283048,-0.1167716,0.1662764
88,0.24266954,0.3199493,"('low', 'eminent')",0.2426695,0.3199493,0.0772798
