,celanese_male,celanese_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
0,-0.6144717,-0.90745133,"('unsociable', 'sociable')",0.64505863,0.38167772,-0.5765046,-0.56741273,-0.1819725,-0.3643955,-0.182423
1,-0.83232856,-1.0840429,"('unfriendly', 'friendly')",0.22976214,0.06931996,1.871272,1.7631878,0.4229019,0.2494883,-0.1734136
2,0.30051303,0.23503807,"('unlikable', 'likable')",1.2197514,1.1538608,0.3670945,0.37238997,0.6291196,0.5870963,-0.0420233
3,-0.4021494,-0.37073353,"('repellent', 'pleasant')",0.40926433,0.37805006,0.7633914,0.83689564,0.2568354,0.2814041,0.0245687
4,0.03945841,0.016273089,"('disliked', 'liked')",0.3367247,0.41063687,-7.456194,-7.5677886,-2.3600036,-2.3802929,-0.0202893
5,-1.0594165,-1.1096956,"('distant', 'outgoing')",-0.6396953,-0.5880036,0.2874606,0.22521073,-0.4705504,-0.4908295,-0.0202791
6,-1.0246817,-1.0756478,"('distant', 'open')",-1.3783997,-1.3294387,0.77680135,0.7561104,-0.5420934,-0.5496587,-0.0075653
7,-0.2530652,-0.23731735,"('insensitive', 'sensitive')",-0.2746759,-0.27747717,0.75802845,0.8548123,0.0767625,0.1133393,0.0365768
8,-0.18696742,-0.3566697,"('unaffectionate', 'affectionate')",0.12107501,0.052612066,1.6131284,1.5653042,0.5157453,0.4204155,-0.0953298
9,-1.036555,-1.1970379,"('unaffectionate', 'caring')",0.09641148,-0.009251681,1.6322742,1.6372719,0.2307102,0.1436607,-0.0870495
10,-1.0840223,-1.275593,"('unsympathetic', 'sympathetic')",-1.3377935,-1.4914446,-0.37485242,-0.17564279,-0.9322228,-0.9808935,-0.0486707
11,-0.45872742,-0.4990075,"('unhelpful', 'helpful')",-0.06457798,-0.024404943,0.62497234,0.73313785,0.033889,0.0699085,0.0360195
12,-0.42607954,-0.5490853,"('unsupportive', 'supportive')",-0.022523753,0.048701495,-1.942024,-1.8887463,-0.7968758,-0.7963767,0.0004991
13,-1.0703095,-1.1816027,"('impolite', 'polite')",-1.0905496,-1.2112279,-0.8510401,-0.74158853,-1.0039664,-1.0448064,-0.04084
14,-0.12554288,-0.11503476,"('antisocial', 'social')",1.0058249,0.9364381,-0.297053,-0.34713286,0.1944097,0.1580902,-0.0363195
