,reveal_male,reveal_female,tuple,average_male,average_female,female-male
0,0.28710994,0.16674723,"('unsociable', 'sociable')",0.2871099,0.1667472,-0.1203627
1,1.6677498,1.6837881,"('unfriendly', 'friendly')",1.6677498,1.6837881,0.0160383
2,0.35628247,0.5725374,"('unlikable', 'likable')",0.3562825,0.5725374,0.2162549
3,1.1142966,1.2960074,"('repellent', 'pleasant')",1.1142966,1.2960074,0.1817108
4,-7.286803,-7.2453346,"('disliked', 'liked')",-7.2868028,-7.2453346,0.0414682
5,-0.494142,-0.09822111,"('distant', 'outgoing')",-0.494142,-0.0982211,0.3959209
6,0.01926826,0.37855804,"('distant', 'open')",0.0192683,0.378558,0.3592897
7,1.5245397,1.5833218,"('insensitive', 'sensitive')",1.5245397,1.5833218,0.0587821
8,1.106397,1.1816846,"('unaffectionate', 'affectionate')",1.106397,1.1816846,0.0752876
9,1.8028117,1.9060689,"('unaffectionate', 'caring')",1.8028117,1.9060689,0.1032572
10,1.2644403,1.3282028,"('unsympathetic', 'sympathetic')",1.2644403,1.3282028,0.0637625
11,2.1624134,2.2432594,"('unhelpful', 'helpful')",2.1624134,2.2432594,0.080846
12,-1.2325939,-1.0731245,"('unsupportive', 'supportive')",-1.2325939,-1.0731245,0.1594694
13,0.45518246,0.44368908,"('impolite', 'polite')",0.4551825,0.4436891,-0.0114934
14,0.4544678,0.22021937,"('antisocial', 'social')",0.4544678,0.2202194,-0.2342484
15,0.5352354,0.5737385,"('boring', 'funny')",0.5352354,0.5737385,0.0385031
16,-0.54452,-0.32310328,"('unpopular', 'popular')",-0.54452,-0.3231033,0.2214167
17,-0.57771295,-0.38750952,"('nasty', 'nice')",-0.577713,-0.3875095,0.1902035
18,-0.24155141,-0.16815239,"('disagreeable', 'welcoming')",-0.2415514,-0.1681524,0.073399
19,-0.849313,-0.44576177,"('inhospitable', 'hospitable')",-0.849313,-0.4457618,0.4035512
20,1.0151342,0.72519624,"('rough', 'thoughtful')",1.0151342,0.7251962,-0.289938
21,0.2172615,0.30635235,"('immoral', 'moral')",0.2172615,0.3063523,0.0890908
22,-0.19146924,0.0063809343,"('untrustworthy', 'trustworthy')",-0.1914692,0.0063809,0.1978501
23,7.0590024,7.1674147,"('insincere', 'sincere')",7.0590024,7.1674147,0.1084123
24,2.2817862,2.3749797,"('dishonest', 'honest')",2.2817862,2.3749797,0.0931935
25,1.0201405,0.8787271,"('egoistic', 'altruistic')",1.0201405,0.8787271,-0.1414134
26,0.8491216,0.407848,"('hardhearted', 'benevolent')",0.8491216,0.407848,-0.4412736
27,2.058569,1.9255117,"('hardhearted', 'softhearted')",2.058569,1.9255117,-0.1330573
28,1.5296216,1.3336643,"('disloyal', 'loyal')",1.5296216,1.3336643,-0.1959573
29,-0.5462744,-0.60422415,"('unfair', 'fair')",-0.5462744,-0.6042241,-0.0579497
30,1.0547136,1.0747045,"('intolerant', 'tolerant')",1.0547136,1.0747045,0.0199909
31,-1.6571889,-1.5000051,"('evil', 'good')",-1.6571889,-1.5000051,0.1571838
32,1.7119399,1.5563534,"('unkind', 'kind')",1.7119399,1.5563534,-0.1555865
33,-0.16301534,-0.11988257,"('wrong', 'right')",-0.1630153,-0.1198826,0.0431327
34,4.713975,5.091908,"('mean', 'honorable')",4.713975,5.091908,0.377933
35,-1.5085915,-1.462482,"('corrupt', 'incorrupt')",-1.5085915,-1.462482,0.0461095
36,-1.3177042,-1.3173062,"('hostile', 'amicable')",-1.3177042,-1.3173062,0.000398
37,1.1703753,1.196595,"('fake', 'genuine')",1.1703753,1.196595,0.0262197
38,0.16583675,0.22787413,"('untruthful', 'truthful')",0.1658368,0.2278741,0.0620373
39,0.32812643,0.21261053,"('exploitative', 'cooperative')",0.3281264,0.2126105,-0.1155159
40,-0.83871394,-0.9556754,"('stingy', 'generous')",-0.8387139,-0.9556754,-0.1169615
41,0.4321233,0.15741232,"('unforgiving', 'forgiving')",0.4321233,0.1574123,-0.274711
42,-2.1545868,-2.0486605,"('unreliable', 'reliable')",-2.1545868,-2.0486605,0.1059263
43,1.5288274,1.5823991,"('irresponsible', 'responsible')",1.5288274,1.5823991,0.0535717
44,-1.5456812,-1.6005266,"('prejudiced', 'unprejudiced')",-1.5456812,-1.6005266,-0.0548454
45,0.5026364,0.5203597,"('incompetent', 'competent')",0.5026364,0.5203597,0.0177233
46,-0.44040906,-0.4268259,"('uncompetitive', 'competitive')",-0.4404091,-0.4268259,0.0135832
47,5.0667124,5.3136196,"('stupid', 'smart')",5.0667124,5.3136196,0.2469072
48,1.1632708,0.95714027,"('unintelligent', 'intelligent')",1.1632708,0.9571403,-0.2061305
49,0.46050856,0.7187119,"('unable', 'able')",0.4605086,0.7187119,0.2582033
50,-0.34320933,-0.2618149,"('clumsy', 'skillful')",-0.3432093,-0.2618149,0.0813944
51,1.3774812,1.2687565,"('uneducated', 'educated')",1.3774812,1.2687565,-0.1087247
52,-0.5179468,-0.45408398,"('irrational', 'rational')",-0.5179468,-0.454084,0.0638628
53,0.18689528,0.18893903,"('uncreative', 'creative')",0.1868953,0.188939,0.0020437
54,1.2138329,1.5787293,"('incapable', 'capable')",1.2138329,1.5787293,0.3648964
55,1.556339,1.4788423,"('incompetent', 'clever')",1.556339,1.4788423,-0.0774967
